p_Name,shop_name,ProductID,price,PreferentialPrice,CommentCount,GoodRateShow,GoodCount,GeneralCount,PoorCount,brand,keyword,type,X_type,X_name
格力(GREE)电风扇落地扇家用静音定时5叶大风量FD-4027h5-WG 白色,格力威铭专卖店,10194646155,,,4000,97,3900,90,50,格力（GREE）,噪音很小 风很柔和 风力很大 安装方便 风扇不错 造型美观 质量不错 底座很稳 使用方便 颜色漂亮 造型美观 风扇不错 风很柔和 颜色漂亮,"格力(GREE)电风扇落地扇家用静音定时5叶大风量FD-4027h5-WG 白色,10194646155, ,7.5kg,FD-4027h5-WG,2小时以下,三档调节,正常风,5片,1级,机械式,落地扇",落地扇,格力(GREE)电风扇落地扇家用静音定时5叶大风量FD-4027h5-WG 白色
格力（GREE)小电风扇12寸台扇转叶扇学生宿舍静音鸿运扇KYT-3001A,格力TOSOT旗舰店,1589259760,,,2000,97,1900,40,20,格力（GREE）,质量不错 风很柔和 使用方便 风扇不错 噪音很小 风力很大 造型美观 电机好 睡眠风不错 底座很稳 风力很大 使用方便 适合宝宝 质量不错 噪音很小 风扇不错,"格力（GREE)小电风扇12寸台扇转叶扇学生宿舍静音鸿运扇KYT-3001A,1589259760, ,2.16kg,KYT-3001A,2小时以下,四档调节,正常风,5片,2级,机械式,台扇",台扇,格力（GREE)小电风扇12寸台扇转叶扇学生宿舍静音鸿运扇KYT-3001A
格力(GREE)落地扇电风扇遥控家用智能7叶静音FD-4042Bg7-WG 白,格力威铭专卖店,10221881337,,,3200,96,3000,60,50,格力（GREE）,风扇不错 质量不错 噪音很小 造型美观 风力很大 安装方便 遥控方便 使用方便 底座很稳 风很柔和 底座很稳 遥控方便 风扇不错,"格力(GREE)落地扇电风扇遥控家用智能7叶静音FD-4042Bg7-WG 白,10221881337, ,8.59kg,FD-4042Bg7-WG,2-8小时,四档调节,正常风,7片及以上,1级,遥控式,落地扇",落地扇,格力(GREE)落地扇电风扇遥控家用智能7叶静音FD-4042Bg7-WG 白
艾美特(Airmate) 台式转页扇FBW32T2L 定时12吋 金属后网,艾美特子云专卖店,1536539063,,,1600,96,1500,30,20,艾美特（AIRMATE）,噪音很小 风扇不错 质量不错 风很柔和 使用方便 底座很稳 风力很大 造型美观 颜色漂亮 安全节能 噪音很小 风扇不错 安装方便 安全节能 风扇不错,"艾美特(Airmate) 台式转页扇FBW32T2L 定时12吋 金属后网,1536539063, ,3.81kg,FBW32T2L,2小时以下,四档调节,正常风,5片,1级,机械式,转页扇",转页扇,艾美特(Airmate) 台式转页扇FBW32T2L 定时12吋 金属后网
长城（CHANGCHENG）FS-35（710）电风扇/落地扇/炫酷五叶风扇/摇头电扇,长城官方旗舰店,4579848,,,18000,96,17000,400,200,长城（CHANGCHENG）,风扇不错 质量不错 安装方便 风力很大 使用方便 噪音很小 风很柔和 底座很稳 造型美观 颜色漂亮 噪音很小 风很柔和,"长城FS-35（710）,4579848,5.62kg,中国大陆,710,2小时以下,三档调节,正常风,5片,3级,机械式,落地扇",落地扇,长城FS-35（710）
美的（Midea）AD120-S遥控智能冷风扇冷暖两用家用节能 冷风机,美的绿灯侠专卖店,11274497954,,,200,90,200,10,10,美的（Midea）,风很柔和 噪音很小 遥控方便 质量不错 风力很大 安全节能 风扇不错 使用方便 造型美观 睡眠风不错 风很柔和,"美的（Midea）AD120-S遥控智能冷风扇冷暖两用家用节能 冷风机,11274497954, ,8.5kg,中国大陆,AD120-S,2-8小时,三档调节,正常风,无叶,1级,遥控式,塔扇",塔扇,美的（Midea）AD120-S遥控智能冷风扇冷暖两用家用节能 冷风机
德国进口戴森Dyson无叶风扇AM09冷暖型电风扇AM05升级版 无叶风扇AM09黑色暖风+凉风,德派海外专营店,1963823468,,,90,96,90,2,2,德国进口戴森Dyson无叶风扇AM09冷暖型电风扇AM05升级版 无叶风扇AM09黑色暖风+凉风,造型美观 安全节能 风很柔和 底座很稳 使用方便 风扇不错 广角送风 遥控方便 质量不错 安装方便 安全节能 风很柔和 使用方便 造型美观,"德国进口戴森Dyson无叶风扇AM09冷暖型电风扇AM05升级版 无叶风扇AM09黑色暖风+凉风,1963823468, ,5.0kg,8小时以上,五档以上,正常风、自然风、睡眠风,无叶,2级,遥控式,落地扇",落地扇,德国进口戴森Dyson无叶风扇AM09冷暖型电风扇AM05升级版 无叶风扇AM09黑色暖风+凉风
美的（Midea）KYS30-10CR 遥控转页落地扇 升降定时静音家用风扇,美的绿灯侠专卖店,11166548108,,,800,97,800,10,10,美的（Midea）,风扇不错 噪音很小 质量不错 使用方便 安装方便 造型美观 风很柔和 底座很稳 遥控方便 安全节能,"美的（Midea） KYS30-10CR 遥控转页落地扇 升降定时静音家用风扇,11166548108, ,4.7kg,中国大陆,KYS30-10CR,2-8小时,三档调节,正常风、自然风、睡眠风,5片,1级,遥控式,转页扇",转页扇,美的（Midea） KYS30-10CR 遥控转页落地扇 升降定时静音家用风扇
【京东配送】IRIS爱丽思空气循环扇迷你电风扇家用静音台扇遥控定时摇头扇PCF-C15TC 白色,爱丽思幸辉国际专卖店,10387389563,,,1100,98,1100,10,10,IRIS,噪音很小 遥控方便 风扇不错 造型美观 质量不错 睡眠风不错 广角送风 风很柔和 风力很大 远程遥控,"【京东配送】IRIS爱丽思空气循环扇迷你电风扇家用静音台扇遥控定时摇头扇PCF-C15TC 白色,10387389563, ,3.0kg,2-8小时,五档以上,正常风、自然风,3片,无,遥控式,台扇，空气循环扇",台扇，空气循环扇,【京东配送】IRIS爱丽思空气循环扇迷你电风扇家用静音台扇遥控定时摇头扇PCF-C15TC 白色
日彩（RICAI）FS-40-AR1603Rc家用定时遥控落地扇 节能立式办公静音电风扇,日彩旗舰店,12880501762,,,1600,97,1500,30,20,日彩（ricai）,安装方便 遥控方便 风扇不错 噪音很小 远程遥控 风力很大 底座很稳 使用方便 质量不错 造型美观,"日彩（RICAI）FS-40-AR1603Rc家用定时遥控落地扇 节能立式办公静音电风扇,12880501762, ,10.0kg,中国大陆,2-8小时,三档调节,正常风、自然风、睡眠风,5片,1级,遥控式,落地扇",落地扇,日彩（RICAI）FS-40-AR1603Rc家用定时遥控落地扇 节能立式办公静音电风扇
钻石牌（DIAMOND）12寸台式转页扇/电风扇 迷你小台扇 鸿运扇KYT-30-1,钻石牌非凡专卖店,14142207159,,,200,96,100,4,5,钻石牌（DIAMOND）,颜色漂亮 风扇不错 风力很大 质量不错 使用方便 风很柔和 噪音很小 遥控方便 安装方便,"钻石牌（DIAMOND）12寸台式转页扇/电风扇 迷你小台扇 鸿运扇KYT-30-1,14142207159, ,2.4kg,2小时以下,三档调节,正常风,5片,3级,机械式,转页扇",转页扇,钻石牌（DIAMOND）12寸台式转页扇/电风扇 迷你小台扇 鸿运扇KYT-30-1
艾美特 SW164R-1 静音家用电风扇七叶羽翼遥控落地扇/台立扇/洋间扇 白色,艾美特官方旗舰店,12065304129,,,90,97,90,3,0,艾美特,使用方便 质量不错 颜色漂亮 风扇不错 噪音很小 安装方便 造型美观 风力很大 风很柔和 底座很稳 质量不错 颜色漂亮 风力很大 安装方便 造型美观,"艾美特 SW164R-1 静音家用电风扇七叶羽翼遥控落地扇/台立扇/洋间扇 白色,12065304129, ,6.15kg,中国大陆,SW164R-1,8小时以上,五档调节,正常风、自然风、睡眠风,7片及以上,1级,遥控式,台扇",台扇,艾美特 SW164R-1 静音家用电风扇七叶羽翼遥控落地扇/台立扇/洋间扇 白色
格力（GREE）遥控落地扇电风扇 五叶家用智能静音台式风扇 FD-4025Bah5-WG,格力伟宏专卖店,12266727905,,,300,96,300,6,6,格力（GREE）,噪音很小 使用方便 遥控方便 安装方便 质量不错 风扇不错 风很柔和 风力很大 底座很稳 颜色漂亮 质量不错 风很柔和 扇网坚固 风力很大 广角送风,"格力（GREE）遥控落地扇电风扇 五叶家用智能静音台式风扇 FD-4025Bah5-WG,12266727905, ,6.4kg,中国大陆,FD-4025Bah5-WG,2-8小时,三档调节,正常风、自然风、睡眠风,5片,1级,遥控式,落地扇，台扇，工业扇",落地扇，台扇，工业扇,格力（GREE）遥控落地扇电风扇 五叶家用智能静音台式风扇 FD-4025Bah5-WG
爱家乐（AKIRA）电风扇 无叶风扇 空气循环扇负离子净化风扇紫外线杀菌灯落地AH1PR,爱家乐旗舰店,10425341947,,,60,98,60,0,1,爱家乐,噪音很小 安全节能 造型美观 质量不错 风很柔和 风扇不错 使用方便 颜色漂亮 安装方便 远程遥控 遥控方便 风力很大 噪音很小 造型美观 遥控方便 颜色漂亮 风很柔和 质量不错 使用方便 睡眠风不错 噪音很小 风扇不错 质量不错 质量不错 噪音很小 电机好 底座很稳 质量不错 睡眠风不错 噪音很小 风很柔和 质量不错 噪音很小 安全节能," 爱家乐（AKIRA）电风扇 无叶风扇 空气循环扇负离子净化风扇紫外线杀菌灯落地AH1PR,10425341947, ,6.0kg,2-8小时,五档以上,正常风、自然风、睡眠风,无叶,无,遥控式,落地扇，塔扇，空气循环扇",落地扇，塔扇，空气循环扇, 爱家乐（AKIRA）电风扇 无叶风扇 空气循环扇负离子净化风扇紫外线杀菌灯落地AH1PR
艾美特（AIRMATE）【到手398】S35122直流风扇预约定时节能静音落地扇,艾美特旗舰店,12995767507,,,40,98,40,1,0,艾美特（AIRMATE）,电机好 造型美观 安装方便 遥控方便 睡眠风不错 安全节能 扇网坚固 底座很稳 噪音很小 广角送风 底座很稳 电机好 扇网坚固 安全节能 睡眠风不错,"艾美特（AIRMATE）【到手398】S35122直流风扇预约定时节能静音落地扇,12995767507, ,6.9kg,S35122R,2-8小时,五档以上,正常风,5片,1级,遥控式,落地扇",落地扇,艾美特（AIRMATE）【到手398】S35122直流风扇预约定时节能静音落地扇
TER无叶风扇/电风扇/落地扇家用冷风扇T-DFS18,TER旗舰店,11836755832,,,200,89,200,10,10,TER,风很柔和 使用方便 造型美观 风扇不错 远程遥控 遥控方便 质量不错 噪音很小 底座很稳 安装方便 安装方便 风力很大 风很柔和 使用方便 远程遥控 风扇不错 远程遥控 风很柔和 安装方便,"TER无叶风扇/电风扇/落地扇家用冷风扇T-DFS18,11836755832, ,3.5kg,中国大陆,T-DFS18,2小时以下,无极变速,正常风,无叶,无,遥控式,落地扇",落地扇,TER无叶风扇/电风扇/落地扇家用冷风扇T-DFS18
艾美特(Airmate) 遥控壁扇FW4035R 壁挂 摆头,艾美特子云专卖店,1539064675,,,600,97,500,10,7,艾美特（AIRMATE）,质量不错 使用方便 风扇不错 遥控方便 风力很大 造型美观 颜色漂亮 噪音很小 安装方便 风很柔和 风扇不错 底座很稳 声音小 风力很大 风很柔和,"艾美特(Airmate) 遥控壁扇FW4035R 壁挂 摆头,1539064675, ,4.3kg,FW4035R,2-8小时,三档调节,正常风,5片,1级,遥控式,壁扇",壁扇,艾美特(Airmate) 遥控壁扇FW4035R 壁挂 摆头
英国QG（QG）AirMax电风扇空气循环家用电扇塔扇落地办公室分享扇 白色Airmax,QG生活电器旗舰店,11551376410,,,2100,100,2100,7,4,QG,质量不错 噪音很小 造型美观 使用方便 安装方便 风扇不错 遥控方便 底座很稳 安全节能 风很柔和 质量不错 安装方便 遥控方便 适合宝宝 造型美观 遥控方便 风很柔和 颜色漂亮 远程遥控 造型美观,"QG 英国AirMax电风扇空气循环家用电扇塔扇落地办公室分享扇 白色Airmax,11551376410, ,2.45kg,2-8小时,无极变速,正常风、自然风,7片及以上,1级,遥控式,落地扇，塔扇，转页扇，台扇，空气循环扇",落地扇，塔扇，转页扇，台扇，空气循环扇,QG 英国AirMax电风扇空气循环家用电扇塔扇落地办公室分享扇 白色Airmax
佳星（JASUN）落地扇电风扇家用办公静音定时摇头风扇FS-40H,佳星京东自营旗舰店,1100202,,,200,91,200,10,10,佳星（JASUN）,质量不错 风力很大 底座很稳 造型美观 风扇不错 安装方便 风很柔和 使用方便 噪音很小 安全节能 底座很稳 风扇不错 风很柔和 安装方便 造型美观 风力很大 安装方便 质量不错 质量不错 使用方便 扇网坚固 风力很大 广角送风 安全节能 噪音很小 质量不错 噪音很小 底座很稳 扇网坚固 风很柔和 造型美观 质量不错 风扇不错 质量不错,"佳星FS-40H,1100202,6.4kg,中国大陆,JX-FS-40H,2小时以下,三档调节,正常风、自然风、睡眠风,5片,3级,机械式,落地扇，风扇伴侣",落地扇，风扇伴侣,佳星FS-40H
先创（XIANCHUANG）电风扇大/工业风扇/落地扇/牛角扇大功率 【750标准款】【配加密加粗自扣网】,先创旗舰店,10252499036,,,1800,97,1700,20,30,先创（XIANCHUANG）,风扇不错 风力很大 安装方便 底座很稳 使用方便 扇网坚固 电机好 质量不错 噪音很小 安全节能 电机好 广角送风 质量不错 使用方便 安全节能 使用方便 扇网坚固 风力很大 噪音很小 质量不错 底座很稳 广角送风,"先创（XIANCHUANG）电风扇大/工业风扇/落地扇/牛角扇大功率 【750标准款】【配加密加粗自扣网】,10252499036, ,12.0kg,无定时,三档调节,正常风,3片,3级,机械式,工业扇",工业扇,先创（XIANCHUANG）电风扇大/工业风扇/落地扇/牛角扇大功率 【750标准款】【配加密加粗自扣网】
先锋（Singfun）可定时落地立式冷风扇厨房卧室遥控静音大风力电风扇落地扇 DD1312遥控5叶,先锋生活电器旗舰店,10225600578,,,3700,96,3600,90,60,先锋,风扇不错 风力很大 质量不错 使用方便 遥控方便 安装方便 噪音很小 远程遥控 造型美观 风很柔和,"先锋（Singfun）可定时落地立式冷风扇厨房卧室遥控静音大风力电风扇落地扇 DD1312遥控5叶,10225600578, ,6.7kg,0101DD1312-1,2-8小时,三档调节,正常风,5片,1级,遥控式,落地扇",落地扇,先锋（Singfun）可定时落地立式冷风扇厨房卧室遥控静音大风力电风扇落地扇 DD1312遥控5叶
先创落地扇/雾化工业水雾风扇/喷雾风扇加湿降温黑色款 750【高1.85米　网罩直径80CM】,先创旗舰店,13088531605,,,60,97,60,0,2,先创（XIANCHUANG）,电机好 使用方便 远程遥控,"先创落地扇/雾化工业水雾风扇/喷雾风扇加湿降温黑色款 750【高1.85米　网罩直径80CM】,13088531605, ,30.0kg,中国大陆,无定时,三档调节,正常风、自然风,3片,无,机械式,落地扇，工业扇",落地扇，工业扇,先创落地扇/雾化工业水雾风扇/喷雾风扇加湿降温黑色款 750【高1.85米　网罩直径80CM】
