p_Name,shop_name,ProductID,price,PreferentialPrice,CommentCount,GoodRateShow,GoodCount,GeneralCount,PoorCount,brand,keyword,type,X_type,X_name
艾美特(Airmate)电风扇塔扇 FT47R-W 无叶风扇大厦风扇 静音 遥控家用香熏盒 黑色,艾美特子云专卖店,11317342671,,,400,92,400,20,10,None,噪音很小 造型美观 遥控方便 睡眠风不错 广角送风 使用方便 风很柔和 安全节能 远程遥控 适合宝宝 遥控方便 睡眠风不错 噪音很小 使用方便,"艾美特(Airmate)电风扇塔扇 FT47R-W 无叶风扇大厦风扇 静音 遥控家用香熏盒 黑色,11317342671, ,4.73kg,FT47R-W,2-8小时,四档调节,正常风、自然风、睡眠风,7片及以上,无,遥控式,塔扇",塔扇,艾美特(Airmate)电风扇塔扇 FT47R-W 无叶风扇大厦风扇 静音 遥控家用香熏盒 黑色
钻石牌(DIAMOND)五叶吊扇/电风扇 1.4米56寸楼顶扇,钻石牌非凡专卖店,11382961482,,,700,92,600,20,20,None,质量不错 风力很大 安装方便 噪音很小 电机好 使用方便 风扇不错 扇网坚固 造型美观 广角送风 风力很大 质量不错,"钻石牌(DIAMOND)五叶吊扇/电风扇 1.4米56寸楼顶扇,11382961482, ,7.0kg,中国大陆,吊扇五叶A5,无定时,三档调节,正常风、自然风、睡眠风,5片,3级,机械式,吊扇",吊扇,钻石牌(DIAMOND)五叶吊扇/电风扇 1.4米56寸楼顶扇
钻石牌（DIAMOND）台扇12寸/台式电风扇静音FT1-30-1,钻石牌非凡专卖店,14064362452,,,100,96,100,4,4,None,安装方便 噪音很小 风扇不错 使用方便 风力很大 安全节能 扇网坚固 电机好 风很柔和 遥控方便 风扇不错 噪音很小 安装方便,"钻石牌（DIAMOND）台扇12寸/台式电风扇静音FT1-30-1,14064362452, ,3.0kg,2小时以下,三档调节,正常风,5片,3级,机械式,台扇",台扇,钻石牌（DIAMOND）台扇12寸/台式电风扇静音FT1-30-1
多丽（DUOLI）五叶大风量电风扇  家用智能遥控静音落地扇  FS11-40(F14A) 黑色,多丽旗舰店,15313560114,,,50,98,50,1,0,None,使用方便 风很柔和 睡眠风不错 使用方便,"多丽（DUOLI）五叶大风量电风扇  家用智能遥控静音落地扇  FS11-40(F14A) 黑色,15313560114, ,6.9kg,中国大陆,FS11-40(F14A),2-8小时,三档调节,正常风、自然风、睡眠风,5片,1级,遥控式,落地扇",落地扇,多丽（DUOLI）五叶大风量电风扇  家用智能遥控静音落地扇  FS11-40(F14A) 黑色
格力(GREE) 家用智能七叶静音遥控电风扇/落地扇 FD-4042Bg7-WG 白色,格力TOSOT旗舰店,11562822722,,,100,97,100,2,4,None,,"格力(GREE) 家用智能七叶静音遥控电风扇/落地扇 FD-4042Bg7-WG 白色,11562822722, ,7.98kg,FD-4042Bg7-WG,2-8小时,四档调节,正常风、自然风、睡眠风,7片及以上,1级,遥控式,落地扇",落地扇,格力(GREE) 家用智能七叶静音遥控电风扇/落地扇 FD-4042Bg7-WG 白色
钻石牌（DIAMOND）台式转页扇电风扇 迷你小台扇 鸿运扇KYT1-25-2,钻石牌非凡专卖店,15312498330,,,100,99,100,1,0,None,质量不错 风力很大 风很柔和 使用方便 睡眠风不错 电机好 质量不错 风力很大,"钻石牌（DIAMOND）台式转页扇电风扇 迷你小台扇 鸿运扇KYT1-25-2,15312498330, ,2.0kg,中国大陆,2小时以下,三档调节,正常风,6片,2级,机械式,转页扇",转页扇,钻石牌（DIAMOND）台式转页扇电风扇 迷你小台扇 鸿运扇KYT1-25-2
DYSON 戴森 Dyson TP03 智能家用空气净化器 无叶风扇 可遥控 APP检测 TP03银白色,蜗牛国际专营店,1995077167,,,10,94,10,0,1,DYSON 戴森 Dyson TP03 智能家用空气净化器 无叶风扇 可遥控 APP检测 TP03银白色,质量不错 风扇不错 质量不错 风扇不错,"DYSON 戴森 Dyson TP03 智能家用空气净化器 无叶风扇 可遥控 APP检测 TP03银白色,1995077167, ,3.72kg,马来西亚,8小时以上,五档以上,正常风、自然风、睡眠风,无叶,1级,遥控式,塔扇",塔扇,DYSON 戴森 Dyson TP03 智能家用空气净化器 无叶风扇 可遥控 APP检测 TP03银白色
钻石牌（DIAMOND） 五叶落地扇/电风扇16寸四档调速FS－40ⅡF 黑色,钻石生活电器旗舰店,14152774980,,,90,97,90,1,2,None,使用方便 底座很稳 风力很大 风扇不错,"钻石牌（DIAMOND） 五叶落地扇/电风扇16寸四档调速FS－40ⅡF 黑色,14152774980, ,7.0kg,2小时以下,四档调节,正常风、自然风、睡眠风,5片,2级,机械式,落地扇",落地扇,钻石牌（DIAMOND） 五叶落地扇/电风扇16寸四档调速FS－40ⅡF 黑色
奥德尔（odor）FS40-A2 电风扇 家用摇头静音 大风力立式落地扇 红色,奥德尔官方旗舰店,1579944497,,,2800,95,2600,90,60,None,风扇不错 安装方便 使用方便 质量不错 风力很大 底座很稳 噪音很小 风很柔和 造型美观 广角送风,"奥德尔（odor）FS40-A2 电风扇 家用摇头静音 大风力立式落地扇 红色,1579944497, ,7.1kg,中国大陆,FS40-A2,无定时,三档调节,正常风,5片,2级,机械式,落地扇",落地扇,奥德尔（odor）FS40-A2 电风扇 家用摇头静音 大风力立式落地扇 红色
艾美特(Airmate)电风扇FTW56R 遥控塔扇无叶风扇 黑色,艾美特子云专卖店,1569293724,,,400,94,400,10,10,None,造型美观 质量不错 安装方便 使用方便 遥控方便 风力很大 风扇不错 安全节能 噪音很小 广角送风 遥控方便 造型美观,"艾美特(Airmate)电风扇FTW56R 遥控塔扇无叶风扇 黑色,1569293724, ,6.76kg,FT56R,2-8小时,三档调节,正常风,无叶,无,遥控式,塔扇",塔扇,艾美特(Airmate)电风扇FTW56R 遥控塔扇无叶风扇 黑色
美的（Midea） 美的电风扇FS40-17JRW家用立式变频遥控落地扇超静音摇头台式电扇,美的环境电器旗舰店,11893777868,,,200,95,200,5,7,None,扇网坚固 造型美观 风力很大 风很柔和 底座很稳 噪音很小 电机好 颜色漂亮 远程遥控 适合宝宝,"美的（Midea） 美的电风扇FS40-17JRW家用立式变频遥控落地扇超静音摇头台式电扇,11893777868, ,9.6kg,中国大陆,FS40-17JRW,8小时以上,无极变速,正常风、自然风、睡眠风,5片,无,遥控式,落地扇",落地扇,美的（Midea） 美的电风扇FS40-17JRW家用立式变频遥控落地扇超静音摇头台式电扇
格力（GREE）小电风扇/鸿运扇/转页扇/家用办公室静音台扇KYT-2501a 蓝色,格力TOSOT旗舰店,10203376289,,,600,97,600,8,10,None,噪音很小 造型美观 使用方便 风很柔和 质量不错 风扇不错 风力很大 安装方便 安全节能 颜色漂亮 风扇不错 安全节能 睡眠风不错 广角送风 适合宝宝,"格力（GREE）小电风扇/鸿运扇/转页扇/家用办公室静音台扇KYT-2501a 蓝色,10203376289, ,2.4kg,KYT-2501a,无定时,三档调节,正常风,5片,2级,机械式,台扇",台扇,格力（GREE）小电风扇/鸿运扇/转页扇/家用办公室静音台扇KYT-2501a 蓝色
艾美特(Airmate)电风扇FW624A 壁扇 拉绳挂壁式墙壁扇 摇头 16吋,艾美特子云专卖店,12880257613,,,70,100,70,0,0,None,电机好 安装方便 风扇不错 风很柔和 噪音很小 造型美观 安全节能 风力很大 远程遥控 使用方便 电机好 风扇不错 风力很大 电机好 安装方便 电机好,"艾美特(Airmate)电风扇FW624A 壁扇 拉绳挂壁式墙壁扇 摇头 16吋,12880257613, ,3.1kg,中国大陆,FW624A,无定时,三档调节,正常风,3片,1级,机械式,壁扇",壁扇,艾美特(Airmate)电风扇FW624A 壁扇 拉绳挂壁式墙壁扇 摇头 16吋
格力(GREE)电风扇平背遥控式七叶落地扇预约定 FD-4041Bg7-wg 黑,格力威铭专卖店,12670207892,,,40,87,30,4,1,None,遥控方便,"格力(GREE)电风扇平背遥控式七叶落地扇预约定 FD-4041Bg7-wg 黑,12670207892, ,7.85kg,中国大陆,FD-4041Bg7-wg ,8小时以上,四档调节,正常风、自然风、睡眠风,7片及以上,1级,遥控式,落地扇",落地扇,格力(GREE)电风扇平背遥控式七叶落地扇预约定 FD-4041Bg7-wg 黑
格力（GREE） 直流变频风扇/落地扇/电风扇 七叶扇遥控智能 FDZ-40X65Bg7,格力伟宏专卖店,12515436003,,,100,95,100,3,5,None,风力很大 风扇不错 噪音很小 安装方便 造型美观 质量不错 适合宝宝 扇网坚固 睡眠风不错 使用方便 风扇不错,"格力（GREE） 直流变频风扇/落地扇/电风扇 七叶扇遥控智能 FDZ-40X65Bg7,12515436003, ,7.5kg,中国大陆,FDZ-40X65Bg7,8小时以上,无极变速,正常风、自然风、睡眠风,7片及以上,1级,遥控式,落地扇，台扇",落地扇，台扇,格力（GREE） 直流变频风扇/落地扇/电风扇 七叶扇遥控智能 FDZ-40X65Bg7
艾美特(Airmate)电风扇FBW32T2 学生风扇家用转页扇宿舍台扇台式鸿运扇 10吋,艾美特子云专卖店,1536523633,,,500,93,500,20,10,None,噪音很小 质量不错 风很柔和 使用方便 风扇不错 声音小 底座很稳 电机好 睡眠风不错 风力很大 风扇不错 睡眠风不错 使用方便 睡眠风不错 使用方便 底座很稳 电机好 风很柔和 声音小 风扇不错 质量不错 噪音很小 风力很大,"艾美特(Airmate)电风扇FBW32T2 学生风扇家用转页扇宿舍台扇台式鸿运扇 10吋,1536523633, ,2.9kg,FB2532T2,2-8小时,四档调节,正常风,5片,1级,机械式,转页扇",转页扇,艾美特(Airmate)电风扇FBW32T2 学生风扇家用转页扇宿舍台扇台式鸿运扇 10吋
艾美特(Airmate) 遥控落地扇FSW77R  电风扇节能 遥控款 FSW77R,艾美特子云专卖店,1594274844,,,200,95,200,9,3,None,安装方便 风扇不错 质量不错 风力很大 造型美观 安全节能 广角送风 扇网坚固 遥控方便 底座很稳 风扇不错,"艾美特(Airmate) 遥控落地扇FSW77R  电风扇节能 遥控款 FSW77R,1594274844, ,6.92kg,FSW77R,2-8小时,三档调节,正常风,3片,1级,遥控式,落地扇",落地扇,艾美特(Airmate) 遥控落地扇FSW77R  电风扇节能 遥控款 FSW77R
奥德尔（odor）FS40-FY 遥控定时电风扇落地 家用摇头静音 大风力立式落地扇 FY黑色款,奥德尔官方旗舰店,1555885109,,,3000,93,2800,100,80,None,遥控方便 使用方便 安装方便 质量不错 风扇不错 噪音很小 风力很大 远程遥控 风很柔和 底座很稳 适合宝宝 安全节能 遥控方便,"奥德尔（odor）FS40-FY 遥控定时电风扇落地 家用摇头静音 大风力立式落地扇 FY黑色款,1555885109, ,7.1kg,FS40-FY,8小时以上,三档调节,正常风、自然风、睡眠风,5片,2级,遥控式,落地扇",落地扇,奥德尔（odor）FS40-FY 遥控定时电风扇落地 家用摇头静音 大风力立式落地扇 FY黑色款
小米 电器系列 智米智能马桶盖见赠品详情,瑞华精英电器专营店,18289336505,,,9,100,9,0,0,None,,"小米 电器系列 智米智能马桶盖见赠品详情,18289336505, ,1.0kg,8小时以上,无极变速,正常风、自然风、睡眠风,7片及以上,1级,APP控制,落地扇",落地扇,小米 电器系列 智米智能马桶盖见赠品详情
艾美特(Airmate) 电风扇   机械版 壁扇 16吋 双拉绳,艾美特子云专卖店,10217175882,,,300,97,300,3,6,None,噪音很小 质量不错 风力很大 使用方便 安装方便 造型美观 底座很稳 风扇不错 扇网坚固 电机好 风力很大 风扇不错 使用方便,"艾美特(Airmate) 电风扇   机械版 壁扇 16吋 双拉绳 ,10217175882, ,4.8kg,FW4027-5,无定时,三档调节,正常风,5片,1级,机械式,壁扇",壁扇,艾美特(Airmate) 电风扇   机械版 壁扇 16吋 双拉绳 
钻石牌（DIAMOND）五叶遥控落地扇/电风扇静音 一键智能 FSY-40I 黑色,钻石牌非凡专卖店,11992163529,,,100,94,100,7,3,None,风扇不错 遥控方便 风力很大 远程遥控 质量不错 睡眠风不错 安装方便 电机好 颜色漂亮,"钻石牌（DIAMOND）五叶遥控落地扇/电风扇静音 一键智能 FSY-40I 黑色,11992163529, ,7.0kg,中国大陆,2-8小时,四档调节,正常风、自然风、睡眠风,5片,2级,遥控式,落地扇",落地扇,钻石牌（DIAMOND）五叶遥控落地扇/电风扇静音 一键智能 FSY-40I 黑色
格力（GREE） KYT-2501 台式转页扇迷你小风扇学生宿舍台扇电风扇台立家用静音办公 浅灰色,格力泽居专卖店,12505483194,,,300,99,200,4,1,None,噪音很小 质量不错 造型美观 风很柔和 风力很大 扇网坚固 风扇不错 颜色漂亮 使用方便 电机好,"格力（GREE） KYT-2501 台式转页扇迷你小风扇学生宿舍台扇电风扇台立家用静音办公 浅灰色,12505483194, ,2.0kg,2小时以下,四档调节,正常风,5片,3级,机械式,台扇",台扇,格力（GREE） KYT-2501 台式转页扇迷你小风扇学生宿舍台扇电风扇台立家用静音办公 浅灰色
美的（Midea） FS40-15CR 五叶变频遥控落地扇/电风扇,美的环境电器旗舰店,11893457717,,,100,95,100,3,2,None,质量不错 底座很稳 遥控方便 安装方便 风力很大 噪音很小 远程遥控 造型美观 风扇不错 安全节能 安装方便 底座很稳 远程遥控 遥控方便 外观很漂亮 使用方便 远程遥控 噪音很小 造型美观 安装方便,"美的（Midea） FS40-15CR 五叶变频遥控落地扇/电风扇,11893457717, ,10.8kg,中国大陆,FS40-15CR,8小时以上,五档调节,正常风、自然风、睡眠风,5片,无,遥控式,落地扇",落地扇,美的（Midea） FS40-15CR 五叶变频遥控落地扇/电风扇
【京东配送】日本IRIS/爱丽思空气循环扇迷你小电风扇家用台式静音台扇PCF-HD15NC 白色,爱丽思幸辉国际专卖店,10330267810,,,2600,97,2500,40,20,None,噪音很小 造型美观 使用方便 风力很大 风扇不错 质量不错 风很柔和 底座很稳 电机好 扇网坚固 电机好,"【京东配送】日本IRIS/爱丽思空气循环扇迷你小电风扇家用台式静音台扇PCF-HD15NC 白色,10330267810, ,2.0kg,无定时,三档调节,正常风,3片,无,机械式,台扇，空气循环扇",台扇，空气循环扇,【京东配送】日本IRIS/爱丽思空气循环扇迷你小电风扇家用台式静音台扇PCF-HD15NC 白色
艾美特(Airmate)电风扇 1.2米吊扇纯铜电机  吸顶扇48吋家用楼顶扇,艾美特子云专卖店,1547642818,,,1000,93,1000,40,30,None,风扇不错 噪音很小 质量不错 安装方便 使用方便 风力很大 风很柔和 电机好 扇网坚固 底座很稳 广角送风 遥控方便 风力很大 使用方便 睡眠风不错 质量不错,"艾美特(Airmate)电风扇 1.2米吊扇纯铜电机  吸顶扇48吋家用楼顶扇,1547642818, ,5.5kg,1.2米吊扇,无定时,五档调节,正常风,3片,3级,机械式,吊扇",吊扇,艾美特(Airmate)电风扇 1.2米吊扇纯铜电机  吸顶扇48吋家用楼顶扇
艾美特(Airmate) 智能遥控落地扇FS40104R 家用风扇,艾美特子云专卖店,11837955250,,,40,96,40,1,1,None,安装方便 噪音很小 风扇不错 风很柔和 扇网坚固 造型美观 底座很稳 质量不错 远程遥控 风力很大 风很柔和 噪音很小 风扇不错 安装方便 远程遥控 质量不错,"艾美特(Airmate) 智能遥控落地扇FS40104R 家用风扇,11837955250, ,10.45kg,中国大陆,FS40104R,8小时以上,五档调节,正常风、自然风、睡眠风,5片,1级,遥控式,落地扇",落地扇,艾美特(Airmate) 智能遥控落地扇FS40104R 家用风扇
佳星（JASUN）FM-15A 电风扇 电源插头小风扇 台扇 台立扇 学生扇 迷你扇,佳星京东自营旗舰店,1100207,,,7300,91,6600,300,300,None,风扇不错 使用方便 噪音很小 声音小 风很柔和 质量不错 风力很大 底座很稳 还可以吧 造型美观 遥控方便 造型美观 睡眠风不错 底座很稳 风力很大 遥控方便 风扇不错,"佳星FM-15A,1100207,1.11kg,中国大陆,JX-FM-15A,无定时,二档调节,正常风、自然风、睡眠风,3片,3级,机械式,台扇，风扇伴侣",台扇，风扇伴侣,佳星FM-15A
艾美特（AIRMATE）【到手价419】FT70R遥控家用塔扇/落地扇 静音可拆洗风扇,艾美特华安专卖店,11767547620,,,100,92,90,5,3,None,风扇不错 造型美观 使用方便 噪音很小 遥控方便 风很柔和 颜色漂亮 睡眠风不错 安装方便 适合宝宝 安装方便 风扇不错 使用方便,"艾美特（AIRMATE）【到手价419】FT70R遥控家用塔扇/落地扇 静音可拆洗风扇 ,11767547620, ,3.75kg,FT70R,8小时以上,五档调节,正常风、自然风、睡眠风,无叶,5级,遥控式,落地扇，塔扇",落地扇，塔扇,艾美特（AIRMATE）【到手价419】FT70R遥控家用塔扇/落地扇 静音可拆洗风扇 
升菱(SHENGLING) 电风扇 五叶落地扇 机械电扇 FS-401 黑色,泽众家电馆,12556123686,,,300,92,300,10,10,None,风扇不错 安装方便 噪音很小 使用方便 造型美观 颜色漂亮 质量不错 广角送风 底座很稳 风力很大 风扇不错,"升菱(SHENGLING) 电风扇 五叶落地扇 机械电扇 FS-401 黑色,12556123686, ,3.8kg,中国大陆,YM--H610,2小时以下,三档调节,正常风、自然风、睡眠风,5片,2级,机械式,落地扇",落地扇,升菱(SHENGLING) 电风扇 五叶落地扇 机械电扇 FS-401 黑色
Dyson戴森无叶电风扇am06 家用塔式风扇落地扇/塔扇 静音强劲气流-  银白色,LAPY KING 海外官方旗舰店,1988055316,,,8,100,8,0,0,Dyson戴森无叶电风扇am06 家用塔式风扇落地扇/塔扇 静音强劲气流-  银白色,,"Dyson戴森无叶电风扇am06 家用塔式风扇落地扇/塔扇 静音强劲气流-  银白色,1988055316, ,3.0kg,8小时以上,五档调节,正常风、自然风、睡眠风,无叶,1级,遥控式,落地扇，塔扇，台扇",落地扇，塔扇，台扇,Dyson戴森无叶电风扇am06 家用塔式风扇落地扇/塔扇 静音强劲气流-  银白色
美的 （Midea）FS40-13CR 家用学生宿舍办公室台立式遥控摇头静音落地电风扇,美的护理旗舰店,11170204548,,,30,100,30,0,0,None,质量不错 遥控方便 广角送风 安全节能 安装方便 风力很大 质量不错 风力很大 遥控方便 广角送风 安全节能 安装方便,"美的 （Midea）FS40-13CR 家用学生宿舍办公室台立式遥控摇头静音落地电风扇,11170204548, ,8.3kg,中国大陆,DS070101MD007-JD,2-8小时,三档调节,正常风、自然风、睡眠风,5片,1级,遥控式,落地扇",落地扇,美的 （Midea）FS40-13CR 家用学生宿舍办公室台立式遥控摇头静音落地电风扇
灿坤（EUPA） 空气循环扇 落地加滤网防霾净化空气F8105,灿坤旗舰店,10176042953,,,100,100,100,0,0,None,质量不错 风力很大 风扇不错 广角送风 安装方便 造型美观 底座很稳 电机好 使用方便 安全节能,"灿坤（EUPA） 空气循环扇 落地加滤网防霾净化空气F8105,10176042953, ,19.6kg,tsk-f8105,无定时,三档调节,正常风,5片,2级,机械式,落地扇，工业扇，空气循环扇",落地扇，工业扇，空气循环扇,灿坤（EUPA） 空气循环扇 落地加滤网防霾净化空气F8105
荣事达（Royalstar） 家用电风扇/落地扇/五叶落地扇 机械款JD16Z,精创两季品专营店,11188960275,,,100,93,100,2,7,None,风扇不错 底座很稳 噪音很小 质量不错 扇网坚固 睡眠风不错 电机好 安装方便 风很柔和 安全节能 底座很稳 扇网坚固 风扇不错,"荣事达（Royalstar） 家用电风扇/落地扇/五叶落地扇 机械款JD16Z,11188960275, ,5.1kg,中国大陆,2小时以下,三档调节,正常风,5片,2级,机械式,落地扇",落地扇,荣事达（Royalstar） 家用电风扇/落地扇/五叶落地扇 机械款JD16Z
康佳（KONKA） KF-40LY01家用落地电风扇/遥控定时落地扇,泽林电器专营店,10123690475,,,100,90,100,7,10,None,风扇不错 风力很大 遥控方便 使用方便 电机好 噪音很小 扇网坚固 远程遥控 质量不错 造型美观 风扇不错 噪音很小,"康佳（KONKA） KF-40LY01家用落地电风扇/遥控定时落地扇,10123690475, ,6.2kg,2-8小时,三档调节,正常风、自然风、睡眠风,5片,2级,遥控式,落地扇",落地扇,康佳（KONKA） KF-40LY01家用落地电风扇/遥控定时落地扇
凯迪 电风扇台式风扇学生宿舍转页扇小风扇静音迷你鸿运扇家用台扇 浅蓝色,凯迪电器旗舰店,10348747319,,,1200,93,1100,40,30,None,风扇不错 风力很大 质量不错 颜色漂亮 使用方便 噪音很小 造型美观 安全节能 风很柔和 底座很稳 质量不错 底座很稳 风扇不错 质量不错 电机好 安全节能 颜色漂亮 风力很大 适合宝宝 颜色漂亮 扇网坚固 质量不错 底座很稳,"凯迪 电风扇台式风扇学生宿舍转页扇小风扇静音迷你鸿运扇家用台扇 浅蓝色,10348747319, ,2.0kg,E21,无定时,二档调节,正常风,3片,无,机械式,转页扇，台扇",转页扇，台扇,凯迪 电风扇台式风扇学生宿舍转页扇小风扇静音迷你鸿运扇家用台扇 浅蓝色
艾美特（Airmate）【到手价249】FS40105QR新驱蚊扇遥控台式落地扇,艾美特旗舰店,12762291183,,,20,100,20,0,0,None,睡眠风不错 睡眠风不错,"艾美特（Airmate）【到手价249】FS40105QR新驱蚊扇遥控台式落地扇,12762291183, ,7.35kg,FS40105QR,8小时以上,五档以上,正常风,5片,无,遥控式,落地扇",落地扇,艾美特（Airmate）【到手价249】FS40105QR新驱蚊扇遥控台式落地扇
扬子 电风扇 落地扇五叶家用电扇FS-40-808 808遥控款,富士宝电器专营店,11394819237,,,4200,95,4000,100,100,None,安装方便 颜色漂亮 使用方便 风力很大 风扇不错 造型美观 质量不错 广角送风 噪音很小 底座很稳 使用方便 质量不错 风很柔和 安全节能 安装方便 风很柔和 风力很大 睡眠风不错 颜色漂亮 底座很稳 颜色漂亮 使用方便 噪音很小 睡眠风不错 底座很稳,"扬子 电风扇 落地扇五叶家用电扇FS-40-808 808遥控款,11394819237, ,6.0kg,中国大陆,808,2-8小时,三档调节,正常风、自然风、睡眠风,5片,3级,遥控式,落地扇",落地扇,扬子 电风扇 落地扇五叶家用电扇FS-40-808 808遥控款
艾美特(Airmate)壁扇 FW4035T2家用电风扇工程扇 静音 节能,艾美特子云专卖店,1539050956,,,200,97,200,5,3,None,质量不错 使用方便 安装方便 风扇不错 风力很大 造型美观 风很柔和 噪音很小 颜色漂亮 安全节能,"艾美特(Airmate)壁扇 FW4035T2家用电风扇工程扇 静音 节能,1539050956, ,4.25kg,FW4035T2,2-8小时,三档调节,正常风,5片,1级,机械式,壁扇",壁扇,艾美特(Airmate)壁扇 FW4035T2家用电风扇工程扇 静音 节能
艾美特(Airmate)电风扇FTW56T2 机械塔扇 无叶风扇 黑色,艾美特子云专卖店,1569407965,,,200,94,100,8,4,None,造型美观 风扇不错 噪音很小 安装方便 使用方便 风力很大 电机好 质量不错 底座很稳 睡眠风不错 风扇不错 安全节能 扇网坚固 底座很稳,"艾美特(Airmate)电风扇FTW56T2 机械塔扇 无叶风扇 黑色,1569407965, ,6.76kg,FT56T2,2-8小时,三档调节,正常风,无叶,无,机械式,塔扇",塔扇,艾美特(Airmate)电风扇FTW56T2 机械塔扇 无叶风扇 黑色
ZOLEE中联ZL12-180电风扇 迷你台式电扇家用宿舍小风扇床上风扇夹扇 单品,中联生活电器旗舰店,11716017536,,,21000,97,20000,400,200,None,风力很大 使用方便 质量不错 风扇不错 安装方便 噪音很小 造型美观 底座很稳 颜色漂亮 风很柔和,"ZOLEE中联ZL12-180电风扇 迷你台式电扇家用宿舍小风扇床上风扇夹扇 单品,11716017536, ,1.32kg,中国大陆,ZL12-180,无定时,二档调节,正常风、自然风,3片,无,机械式,台扇",台扇,ZOLEE中联ZL12-180电风扇 迷你台式电扇家用宿舍小风扇床上风扇夹扇 单品
kamomefan 电风扇 落地静音 日本智能家用遥控摇头落地扇 281D 白色,通汇国际全球购生活电器专营店,1959718783,,,300,95,300,10,9,kamomefan 电风扇 落地静音 日本智能家用遥控摇头落地扇 281D 白色,风扇不错 质量不错 噪音很小 安装方便 造型美观 风很柔和 使用方便 风力很大 遥控方便 底座很稳 造型美观 电机好,"kamomefan 电风扇 落地静音 日本智能家用遥控摇头落地扇 281D 白色,1959718783, ,4.0kg,HO030415,8小时以上,五档以上,正常风、自然风、睡眠风,7片及以上,1级,遥控式,落地扇",落地扇,kamomefan 电风扇 落地静音 日本智能家用遥控摇头落地扇 281D 白色
先锋（Singfun）大风量静音电风扇/落地扇 办公室/家用电扇风扇定时（遥控或机械可选） 黑色遥控三叶DD1219,先锋乐聪专卖店,11291922631,,,400,94,400,10,10,None,安装方便 使用方便 噪音很小 远程遥控 风扇不错,"先锋（Singfun）大风量静音电风扇/落地扇 办公室/家用电扇风扇定时（遥控或机械可选） 黑色遥控三叶DD1219,11291922631, ,6.4kg,中国大陆,先锋电风扇,2-8小时,三档调节,正常风,3片,1级,机械式,落地扇",落地扇,先锋（Singfun）大风量静音电风扇/落地扇 办公室/家用电扇风扇定时（遥控或机械可选） 黑色遥控三叶DD1219
志高（CHIGO）FS-40-16A13 电风扇/炫彩五扇叶落地扇,盛世昌业专营店,10632948074,,,200,93,200,10,4,None,颜色漂亮 风扇不错 底座很稳 噪音很小 使用方便 安装方便 质量不错 造型美观 风很柔和 风力很大 底座够稳,"志高（CHIGO）FS-40-16A13 电风扇/炫彩五扇叶落地扇 ,10632948074, ,6.3kg,2小时以下,三档调节,正常风,5片,1级,机械式,落地扇",落地扇,志高（CHIGO）FS-40-16A13 电风扇/炫彩五扇叶落地扇 
中联ZL13-180迷你微风扇电风扇小风扇小电扇台式夹扇静音家用学生宿舍蚊帐 标配,网赢电器专营店,1494380579,,,4400,93,4100,100,100,None,风扇不错 安装方便 使用方便 质量不错 噪音很小 风力很大 底座很稳 颜色漂亮 风很柔和 造型美观,"中联ZL13-180迷你微风扇电风扇小风扇小电扇台式夹扇静音家用学生宿舍蚊帐 标配,1494380579, ,1.7kg,ZL13-180,无定时,二档调节,正常风,3片,无,机械式,转页扇，台扇，壁扇，空气循环扇，风扇伴侣",转页扇，台扇，壁扇，空气循环扇，风扇伴侣,中联ZL13-180迷你微风扇电风扇小风扇小电扇台式夹扇静音家用学生宿舍蚊帐 标配
艾美特(Airmate)电风扇SW59T2 台立扇 升降摆头 机械款SW59T2,艾美特子云专卖店,11316976375,,,300,94,200,9,10,None,风很柔和 颜色漂亮 安装方便 风扇不错 使用方便 质量不错 电机好 造型美观 噪音很小 扇网坚固 还好 安装方便 颜色漂亮 使用方便 风扇不错,"艾美特(Airmate)电风扇SW59T2 台立扇 升降摆头 机械款SW59T2,11316976375, ,4.21kg,SW59T2,2-8小时,三档调节,正常风,5片,1级,遥控式,落地扇",落地扇,艾美特(Airmate)电风扇SW59T2 台立扇 升降摆头 机械款SW59T2
艾美特(Airmate) 静音五叶机械落地扇 家用节能电风扇,艾美特子云专卖店,10626995418,,,30,97,30,0,1,None,噪音很小 扇网坚固 电机好 质量不错 睡眠风不错 颜色漂亮 造型美观 安装方便 风扇不错 使用方便 风扇不错 噪音很小 安装方便 造型美观 噪音很小 扇网坚固 噪音很小 扇网坚固 颜色漂亮 睡眠风不错 质量不错 电机好,"艾美特(Airmate) 静音五叶机械落地扇 家用节能电风扇,10626995418, ,7.75kg,中国大陆,XS40AT2-5,2-8小时,三档调节,正常风,5片,1级,机械式,落地扇",落地扇,艾美特(Airmate) 静音五叶机械落地扇 家用节能电风扇
格力(GREE)KYT-2501A 家用床头静音台式转页扇台扇 办公室学生宿舍电风扇鸿运扇 白色,格力众新专营店,11653416623,,,400,100,400,1,0,None,风力很大 底座很稳 造型美观 颜色漂亮 安全节能 质量不错 风很柔和 扇网坚固 风扇不错 使用方便 质量不错 风很柔和 使用方便 造型美观 颜色漂亮 遥控方便 风力很大 电机好,"格力(GREE)KYT-2501A 家用床头静音台式转页扇台扇 办公室学生宿舍电风扇鸿运扇 白色,11653416623, ,2.21kg,中国大陆,KYT-2501a,无定时,三档调节,正常风,5片,2级,机械式,转页扇，台扇",转页扇，台扇,格力(GREE)KYT-2501A 家用床头静音台式转页扇台扇 办公室学生宿舍电风扇鸿运扇 白色
