content_1,score
"""送货安装都很快，师傅们服务态度都很好，点赞",1
"""制冷不错，制热也可以，大品牌应该可以的",1
"""好，送货快，昨天下单，今天就到了，并且也宠装好了。",1
"""配送及时,服务态度好,产品好用,以后还来买",1
"""售后很周到，安装师傅很负责任，买格力没错！",1
"""品质没的说！正牌的格力。关键是物流超快。安装也及时",1
"""空调发货很快，安装也超快，近期不使用空调，安装师傅专门把空调罩起来了，棒棒哒?",1
"""物流师傅很快，包装完好！期待安装后效果！",1
"""内机很漂亮  功能很齐全 细节方面也做的非常好 安装师傅也很好 满意的购物。",1
"""安装服务很到位，送货当天就安装好了",1
"""安装师傅很好三个空调，加了一米加长管一共收费300，服务好专业",1
"""非常满意！师傅辛苦了！服务真到位！",1
"""收到了，挺好的，制热可以，还没有制冷",1
"""很好，安装小哥 速度很快！赞一个",1
"""师傅人蛮好，安装的蛮仔细，蛮到位！",1
"""还没开始用看着还不错外观非常漂亮",1
"""安装师傅服务挺好，空调还没正式用",1
"""送货速度快，安装贴心，格力可以的",1
"""空调很漂亮，送货安装速度，安装人员服务态度好",1
"""空调质量不错，按照师傅的服务也好",1
"""付款第二天就送货并当场安装，速度不要太快！安装的几位兄弟特别给力，满分好评！",1
"""金色，比白色好看些，价格就有些贵了！没有搞活动，什么礼品都没有送，买得太着急了！服务倒不错！",1
"""不错哈，直至在用这个大品牌，之前就买了三台，用了十年了还是很好，现在搬新家了，继续支持格力！",1
"""非常不错，制冷制热速度快，发货速度快，送货及时，安装非常专业，京东购物非常方便，省心，以后购物就来京东了",1
"""空调安装好了 安装师傅多负责的 出了点小插曲 事情虽然很不愉快 但师傅态度挺好",1
"""京东一直很让人信赖，送货他别快，快递员也很好，东西也很好，good好好哈哈哈哈哈",1
"""物流送货很快安装人员货到人就来安装了，安装人员态度非常好临走把卫生打扫的很干净",1
"""还行，想买个其他颜色，结果就金色了，国产空调能不能有点创意啊，不是白色就是金色，很恶俗啊",1
"""空调外观很漂亮，送货快，安装快。",1
"""买了两台格力，新房子，还没用。相信格力的实力。看上去挺漂亮的。",1
"""颜色比较好看，但空调启动有点慢",1
"""师傅很专业，安装也很快，格力就是好",1
"""产品很好，安装服务也很好，非常满意",1
"""发货速度快，安装，服务态度很好",1
"""还没有使用，目前好评，等使用了再来",1
"""效果很好，满意，安装很负责，收费很正规的。",1
"""安装师傅很好！安装的很细致！辛苦啦！",1
"""空调不错，样子好，制热快。静音。",1
"""东西收到了，我老婆很喜欢。\n现在还没安装调试，等用过之后再过来评价。",1
"""空调制热效果一般，不用电辅热一点儿不热，还有就是价格降得太快，才-10天断续降了*块，还好保价成功了，安装人员不错，态度好动作麻利，一分钱没收，表扬一下，就是空调好像一般啊，没有志高制热快还。",1
"""颜色很漂亮，格力的一直很信赖，不错！",1
"""安装师傅很好非常快上午到下午就安装了",1
"""京东送货很及时，并协调安装，一天搞定",1
"""送货速度快，安装速度快，师傅服务态度级好",1
"""一起买了两个，还是相信格力的品质",1
"""送货安装及时，空调外观好看，运行噪音小。节能待检验。希望国货自强。",1
"""不错，效果不错，安装师傅人很好。",1
"""按时安装，师傅态度好，技术好，服务好",1
"""历害了，我的国，支持国货。售后服务杠杠的，装修师父辛苦了。",1
"""刚安装好还没开始用不知道效果咋样，么么哒。。谢谢两位安装师傅辛苦了装了两个多小时",1
"""空调看着不错，没有抽真空，师傅说现在的不用抽真空。",1
"""买给父母的，他们比较喜欢格力，就选了格力这款，性价比还不错，安装师傅态度很好",1
"""京东服务很好，新款空调很漂亮，师傅人很好安装很细心到位，试用一下感觉很好，相信格力的品质",1
"""安装速度给力，师傅负责任",1
"""服务很好，送货和安装都很满意！",1
"""格力中国造中国人自己的名牌企业越做越强，亨誉全世界!",1
"""东西挺好的，外观漂亮",1
"""送货速度快安装快服务到位",1
"""好空调，格力造！让世界爱上中国造。师傅很热情，安装很专业。-14楼，高空作业费只收了50元。空调试了一下，挺不错的，很满意这次网购。",1
"""外形漂亮，声音小，师傅安装得好！",1
"""。。。。。。。非常满意",1
"""送货速度和安装没得说，都挺好的。至于空调质量因为天气不是太冷又不是太热，所以还很难说。",1
"""两部空调等待装机，装了之后，使用后再来反馈，不过买之前问过在格力做研发的朋友，说格力没有出这款机，有点担心是翻新机",1
"""两个安装师傅服务和技术特别好，热情认真，还帮忙最后把所有都收拾干净，因为到货的时间略早，师傅还帮忙把空调都包好防止进灰，给师傅大大的赞！等追评发照片。",1
"""物流不是很给力！为什么到当地第三天才送货也不知道，反正查不到为什么没送货！安装师傅在家等着给好评才走，也是醉了&hellip;&hellip;",1
"""不好意思，一直忘记评价了。态度很好，爸爸很满意，对安装人员赞不绝口的，谢谢了~是爸爸家，所以没办法上图了，但是好评，真心感谢~",1
"""最开心满意的一次购物，物流送货小哥给力送上八楼(步梯)，安装师傅技术好，商品还未正常使用，看来不错，先给五星一个?",1
"""空调装上了，3499拿下的，有点小贵了，还可以更低价的。放窗台，安装不收费的。还以为安装费至少也要-100以上了。",1
"""确实是超静音的，比较好的一款，和以前的是不一样，用后再评价",1
"""买了两台空调，活动力度挺大就是安装费太贵了。其他都挺好。",1
"""机子外观很美，送货快，态度好，装机等售后服务都很到位，态度好。",1
"""帮朋友买的，送货速度挺快的，还没拆包装，朋友说要装修玩才安装估计过完年了！希望朋友用的好",1
"""发货速度快，安装师傅仔细认真！格力值得赞！二十层高，厉害",1
"""安装细心、认真，服务热情、到位！",1
"""商品不错  快递小哥辛苦下着小雨呢态度一如既往的好没的说",1
"""这个空调还行吧，安装师傅服务很好，送货师傅服务也很好。",1
"""发货快，安装的更快，第二天收到货就给安装上了！试了一下制热，不错！",1
"""好的不行不行的，师傅也挺认真仔细，费用合理，格力大品牌",1
"""不错、挺好看的、安装师傅很好、赞",1
"""非常没满意的一次购物",1
"""安装售后各方面都很棒",1
"""好用高档简洁大方大气谁用谁知道",1
"""选来选去，还是格力！",1
"""好空调，格力造！一分钱一分货，格力的东西就是好！",1
"""卖家服务很周到，安装人员服务很到位，效果很好。",1
"""大爱，外观，颜色，非常满意，服务质量一流，格力相信品牌！！",1
"""安装师傅很不错，空调也很好！",1
"""安装师傅非常好，很细心！机器还没用，迟些再评价",1
"""第一套房买的凉之静，第二套房继续买凉之静2，功能更齐全，外观更漂亮了，格力值得信赖。",1
"""目前只能使用热风还是可以，师傅说就是要等3分钟后才能吹热风有可能是保护机子嘛！",1
"""前天上下单，昨天收货，今天安装好，立即用！就是这样方便快捷，舒适满意。质量好，送货快，安装服务周到。师傅高空作业，挺辛苦的，值得赞！???",1
"""当天买第二天就送货到家了，预约来安装也很顺利。还没使用，希望对得起格力的口碑！",1
"""很满意的一次购物，外观也很漂亮、喜欢的玫瑰金&hellip;&hellip;好空调格力造！！安装师傅今早刚帮我们装好，很细致的服务，美美哒&hellip;&hellip;",1
"""师傅安装技术好，服务太度好，完全表现出一个合格的服务人员的素质.",1
"""买了两部空调感觉安装师傅很专业，安装到位，制冷效果也是很好",1
"""非常漂亮，老婆特别喜欢。很满意的一次购物。安装师傅非常有耐心。",1
"""空调送货安装都比较及时，只是包装盒上有脚印。其他都是满意",1
"""空调非常漂亮，静音效果好，制冷和制热都非常快，继续支持格力！",1
"""挺漂亮的，用起来声音也不大，很不错，相信格力品牌!",1
"""安装人员 细心相当好 非常喜欢安装人员",1
"""还没有安装。送货真快。希望没有什么问题",1
"""很好，尤其安装人员技术和态度一流，点赞！",1
"""送货，安装都很棒！京东真不错！！！一定支持",1
"""下雨天还来给安装，赞一个就是安装要收费",1
"""质量不错，送货快，服务也很好",1
"""安装小哥非常负责，也看得出他们的辛苦。空调也还可以，期待后面空调的质量",1
"""空调美观而且静音比想像的好。还会关注的。",1
"""买的比电器城便宜几百，噪音小满意的购物",1
"""空调颜色很好看，装在新房子的，还没开始用，下周用了再追评吧\n，物流和服务都不错的",1
"""京东送货很快，师傅安装态度很好，值得购买。",1
"""安装及时，服务到位态度好。空调外观大方美观，质量效果拭目以待了。",1
"""一个字，好！两个字，很好！三个字，非常好。安静，节能，效果好。",1
"""商品真的很给力  安装师傅也辛苦啦  支持京东",1
"""送货快，外观也还行，跟米黄色墙面搭配好看，安装好了适了制热没问题。",1
"""京东的安装队伍快速专业，价格公道，值得信赖！",1
"""还不错，3.22比之前便宜了200，申请价格保护中，不知道行不行。",1
"""挺不错的！师傅安装的挺到位，客服安装前后沟通到位！电话回访～！赞一下",1
"""送货和安装服务是不错的，天还没热还没开始用。",1
"""不错，挺好看的，格力空调质量也信得过。凉之静二代，希望不会让我失望。感谢师傅的耐心安装。",1
"""京东买东西还是不错的，速度都可以赶上顺丰了，到了价格就可以包邮，包装也还不错，搞活动的时候价格还是挺实惠的",1
"""产品看上去跟图片一样，物流给力，安装师傅热心当天就安装上了，京东服务态度好，办事效率高啊",1
"""空调非常，给力。客服都给力。特别安装师傅一下子都把它全部安装好。就是另外其他费用共360元。",1
"""静音效果不错，省电外观新颖，遗憾的是送货员的素养太差，不懂家电的搬运程序，希望公司培训一下。",1
"""京东速度就是快，从购买到安装三天就搞好了，产品还没正式用不知道怎么样，但外观非常漂亮",1
"""京东师傅很给力，配送安装一体，很速度，！空调也很好，下次还买",1
"""送货快 安装快  不错",1
"""还没使用，感觉应该挺好的哦。毕竟是JD，毕竟是格力空调。而且北京市给的节能补贴真好！",1
"""京东商城值得信赖，我买的空调一周就降价了客服耐心的给我解决问题把差价给我退了回来。",1
"""很细心，不错。强力点赞",1
"""空调不错，待安装完了在评价",1
"""买了几个空调。很不错。安装师傅负责。不乱收费。比我想象中要便宜。",1
"""一如既往地信任格力电器，服务棒。质量嘛，地球人都知道。",1
"""制冷制热都不错，希望后董明珠时代格力售后能够一如既往。",1
"""安装服务都很满意。希望后期有问题的话，维修也要有保障。",1
"""送货很准时，服务态度很好！",1
"""满意，工作人员负责认真，准时！",1
"""非常好，高端大气上档次",1
"""恍恍惚惚恍恍惚惚恍恍惚惚哈哈",1
"""很好，制冷很快，安装也快",1
"""情人节的礼物，用起来肯定舒心",1
"""送货很快，安装师傅认真负责。",1
"""外形美观、功能强大、国产大品牌、家里多少购买、值得信赖！",1
"""好评，给一个好评。还没怎么用。",1
"""送货即时，安装师傅态度好。",1
"""质量很好，一直相信京东，很静音",1
"""昨到货，今就装妥妥的赞！",1
"""送货很快，安装的很好",1
"""东西不错，有机会再买。",1
"""运输空调快，安装师傅非常满意！",1
"""物流蛮快的，送到第二天就安装了",1
"""好评！安装完美，速度快，服务好！",1
"""上午到货下午安装，速度就是快",1
"""送货速度快，空调很不错，试用中",1
"""刚用，暂时感觉挺好的，没有什么问题！",1
"""空调外观很漂亮，装在新房子的，还没用。",1
"""外观很漂亮，制热效果也挺好的",1
"""看外观非常好，大气，还没启动，待用后评价",1
"""很好的空调，送货安装都很到位！",1
"""样子还可以，有点大，性能待确认",1
"""不错，颜色好看，就是要收高空费",1
"""空调不错，安装师傅很负责～",1
"""挺漂亮，安装人员服务也不错",1
"""东西不错 专业知识还要加强",1
"""格力就是格力，这颜色和我家的装修很搭，师傅安装的也很好！",1
"""东西不错了，还可以，还会再来",1
"""买空调选格力，放心省心。服务好",1
"""还可以，价格合适，买来囤货",1
"""买小了，应该买-1.5p，装到次卧去了",1
"""还行吧，各方面都挺好，就是墙面弄的有点脏&hellip;给个好评，希望质量过关",1
"""一直买格力空调，大品牌，一如即往的好！按装师傅汪静服务也非常棒！",1
"""这次京东网购挺满意。希望格力空调能耐用。",1
"""非常好哦，一次性买了三个空调！不仅外观好看！性能也非常棒！推荐格力！",1
"""还没安装，货品不错，服务跟快递都是一流，非常满意，安装好后再来评价",1
"""安装好，服务好，产品好。。。。",1
"""非常不错，颜色也非常喜欢，下次有需要还会再买，也会推荐给朋友。",1
"""安装人员收了一百块的超高作业费，管子长度不够，又收了九十块钱，想起来就心疼。安装收费太狠了！！",1
"""物流很快，安装师傅很好，非常顺利。空调本身的话就要等用了再追评。",1
"""安装师傅很给力，方方面面都想的很周到，当时应该多拍几张照片的",1
"""一次性买了3台，挺好看的，测试了一下冷暖功能都能正常运行，三个师傅来安装的，态度还不错，几个小时就搞定了，不过这次送货时间比预计时间晚了几天，还好不是赶着用的那种",1
"""下单第二天就送货到家了，包装很好，现场安装。金色空调很漂亮，安装师傅很专业，服务态度很好。买空调就是看格力品牌来的，试用制冷效果不错，主要安装还是免费，非常满意。",1
"""格力空调一直都很好，买了不只一台了。活动买的，安装后试了一下，效果不错。尤其表场一下安装师傅，态度好，服务好。很棒。",1
"""质量很好！安装师傅也很棒！",1
"""3月23号格力活动日的时候购买的，看上去很酷的样子。不过现在室内的温度是-18度，不大好测试机器。过几天天热以后试用看看。",1
"""漂亮，下次还买格力！",1
"""产品不错，服务很好",1
"""很好用，京东微联也方便~就是安装特别不好约，客服开始帮我约了结果那边没有记录，耽误了我一周时间?双-1-1做活动便宜的好多，打客服电话很快把差价退我了，这一点很赞！",1
"""不错，送货也很快！送到后安装师傅马上就上门安装了。特别表扬一下安装师傅认真负责，除了帮我把空调安装好还帮我看了以前的空调！",1
"""外观漂亮，安装后测试制冷效果很快。希望能用长久。",1
"""很开心的一次购物，就是感觉价格有点贵了而已，安装师傅服务态度很好，给安装师傅点赞。",1
"""比实体店价格便宜，他要求搞工会之家为等等其他一些附加消费安装高空息休会，休会",1
"""师傅超级无敌的",1
"""空调还不错、装空调的师傅说这空无不错，一级节能；省电点，希望滥用、更新师傅安装，你们辛苦了",1
"""质量一直杠杠的！支持格力空调，制热效果很快的，快递很给力，售后安装也很给力！总之就是买的很开心的",1
"""挺给力的，送货并主动预约安装，速度均很快，工作人员专业礼貌，安装完成后试机运行真的安静，",1
"""买空调还是格力的好，虽然贵点但效果好，京东物流也很快，安装是京东自己装的没有乱收费现象",1
"""新家买的，一次买了2台，格力技术发展也很成熟，所以认准国内品牌，所有新家的东西都是在京东上购买的，安装师傅也很及时，技术熟练，高空作业危险，很辛苦的",1
"""第一次网上买大件电器，空调看了还不错，除了架子要钱安装是免费的，客服也都有提前沟通，蛮好。",1
"""很不错！制冷和制热都不错，很舒适！",1
"""已安装试了一下热的非常快    外观也漂亮  值得购买",1
"""安装很及时，样式也很好看，效果就拭目以待了",1
"""物流很给力，期待安装",1
"""一如既往地相信京东",1
"""送货并主动预约安装，速度均很快，工作人员专业礼貌，安装完成后试机运行真的安静，按标准预示收费清晰，4台空调高空作业费400+3P空调漏电保护开关-1个-100共500元。唯一不足是柜机管道口忘记遮挡处理了，准备改日联系补救。空调制热及其他功能暂未使用，以后补评。",1
"""外观漂亮，声音小，质量好，安装师傅服务好，没得说，值得推荐。",1
"""空调不错，同时买两2台挂机和一台柜机，国产的还是相信格力的品质，外观漂亮，安装也很快，-1天到货，隔天安装。装好后试了一下，制热很快。赞！",1
"""不错，京东速度很好，从购买到安装，体验到了比实体店便宜的价格，优质的服务，很好。",1
"""格力的产品很不错，这款颜色漂亮，和房间很搭配。产品质量很好，服务也不错，会安装标准执行。赞",1
"""发货速度快，下单后次日送货到家，安装师傅也给力，安装非常到位，技术过硬，服务态度好，有问题解答很耐心很到位，五星好评。",1
"""好漂亮的机器，声音很小。安装费收了400元",1
"""非常好，便宜又实惠，活动力度很大嘛，不错不错。。。。",1
"""东西很好，安装服务态度超好，很满意的一次购物！",1
"""看上去很漂亮，大气，但还没使用，相信格力。",1
"""高端大气上档次，好看又好用，安装师傅也很棒！",1
"""物流很给力，安装也很好，河间说不好装，沧州又派人来装，只是收了280元安装费多点",1
"""好用的空调，响应速度快，外形也很好看，省电哦！",1
"""空调不错，很好，很满意。",1
"""外观漂亮，声音很小，而且能wifi控制方便。",1
"""和柜机一起买的，相信格力空调，相信京东品质",1
"""速度太快了，安装的师傅服务很好，不辞辛苦，满分。",1
"""很好 颜色也好看 向来都信赖格力空调",1
"""速度很快，安装也很即使，很好的购买体验。",1
"""看着质量不错，好看美观，安装师傅人挺好",1
"""家电第一次网购，还挺满意，看看后期用的效果如何",1
"""空调颜色漂亮，质量扛扛的，格力空调值得购买",1
"""非常好，质量没的说，售后安装非常快。",1
"""安装师傅技术很好，人也很好讲话，好评！",1
"""中，朋友推荐的，不错，服务也好。送货挺快。",1
"""东西很好，样子很好看，今年新款金色，制冷效果不错",1
"""很好，下单第二天就送到了，第三天就安装好了，非常满意，机子也很赞。",1
"""空调比想象中大，看着蛮好的！装空调师傅是夫妻俩，人很负责很好！",1
"""格力我只选择空调，空调我只选择格力，做最专业的事情，最牛的公司和最牛的人才会做研发，相信二级能效也是刚刚的，不像是其它公司虚标的，快递小哥很给力必须给-103个赞。-100个赞给空调本身，-1个赞给京东平台管理出这么好的员工，-1个赞给快递员用心服务，剩下一个赞送给未来京东希望越来越好。",1
"""格力这款机器造的很漂亮！师傅安装也很好?希望一晚一度电就好了",1
"""图方便，网上买的，相信京东，邻居也是在京东上买的格力空调。",1
"""宝贝收到了，质量很好，价位也很合理，送货速度快，安装师傅态度也很好，好评",1
"""发货速度快，安装师傅很负责。制热效果挺好的，也很静音，总之很满意！",1
"""包装，送货时间，安装过程都很满意，当然如果价格再低一千就比较理想了！",1
"""真心好看，看说明是有除甲醛功能，新房装修就买啦，与壁纸太般配",1
"""师傅很专业，服务很好特别仔细认真。真心给力，下次会回购！",1
"""外观好看，京东送货速度很快，客服也很好，能够及时的解决问题，挺满意的",1
"""满意，跟墙体颜色挺搭的?安装服务好评，试试挺静音的，看以后的质量吧",1
"""物流给力，外观也漂亮！?安装师傅也挺热情，用心。家住22楼，师傅挺不容易！安装后，通电试用了一下。效果不错！！！",1
"""格力空调就是好，产品质量杠杠的，服务更是好，安装给你整得妥妥的。",1
"""高端大气上档次！师傅安装的很认真，这么高太操心了！就收了个空开钱",1
"""因装修灰尘大，安装好后包裹了一下，这挂机整体感觉不错，挺独特，好空调格力造！",1
"""还不错，23号下单，25号早上送来，马上预约了安装，上午就来安装了，神速啊！",1
"""不错，格力的品牌让人相信，安装师傅也很给力，一口气装了三个，辛苦了",1
"""京东的速度杠杠滴！！十八号买的，十九号安装完毕。超级点赞?",1
"""京东商城发货就是速度，昨天晚上买的下午就到了，必须赞一个！",1
"""格力空调信得过，正好有活动很实惠，提温降温都挺快，外观也很不错，推荐推荐...",1
"""安装师傅太负责了，空调质量也好，没什么声音，家里空调一直都买格力的，以后也是。",1
"""空调很好，外观大气上档次，快递和安装都比较给力(32个赞)，制热速度较快",1
"""好评，这个是新款，普遍卖的白色，而这款香槟色看着好看，还是二级能效。安装人员也很好,没有收取安装费，非常满意！",1
"""一号上午下单，二号送到，三号安装，京东速度不错，这个空调瞒漂亮的，试了制热效果不错，价格元旦活动优惠了-100，还送了手环",1
"""样子不错，送货安装都很及时。囤货中，没开始使用，相信大品牌。安装师傅很有耐心，帮助我们解答了专业问题",1
"""促销广告，免费0元安装，免高空作业费，免质架费。结果上门安装都要费，又要安装费又要支架费。是骗子公司",1
"""好评！声音小 试了下制热很快的 师傅安装的挺快 态度还特别好 走的时候还要给收拾垃圾 哈哈哈哈哈哈哈 买家电还是京东靠谱！",1
"""师傅刚装上去，漂亮，点赞。安装专业，而且还另外免费刚我装了一个漏电开关。",1
"""按时送来安装好了。很安静，很省电，效果也很好。安装人员态度和技术也很赞。",1
"""外观好看，制冷效果不错，也很快。安装服务好",1
"""格力还是不错的！大牌值得信赖。安装师傅辛苦咯",1
"""-1-1月8日格力日买的，可以享受北京市民节能补贴，296-1元入，还用了张-12期分期免利息的白条，赞！家里至少买了三台格力挂机了，都是大一匹的，开到29度已经很凉爽，而且很静音，认准格力了，第四台再次入格力，看中这款香槟色好美",1
"""空调不错哦，就是之前的活动没赶上，服务态度也好。",1
"""好看，安静。和窗帘很搭。喜欢。用下看看怎样",1
"""送货迅速。到货后立即主动联系安装。整个流程很紧凑。安装收费合理。竟然没收高空作业费。安装完挺漂亮的。后悔没全部网上买。去实体店买的U雅比这贵-1千。外观功能都差不多。",1
"""满意购物，安装服务满意",1
"""一直都用格力空调，非常不错。在这里特别要表扬安装徐师傅及他的小徒弟，工作态度认真，技术娴熟，态度也好，今天凌晨下单下午-15点就用上了。神速。今天才安上。应该没问题。",1
"""空调很轻，还没使用，加了3米铜管，以后用用看看效果",1
"""款式很好看，应该会很省点，安装师傅很专业，帮我底下垫高了，以后不会被水浸。",1
"""安装好还没使用，外观很漂亮，安装师傅态度很好，外观上有个小瑕疵，拿了个贴纸遮住还不错。",1
"""还没拆开看，明天过来安装，配送员服务态度非常好！?一个",1
"""很漂亮的一款机子，因为挂在新房子，还没试用，应该不会有问题",1
"""安装快速质量好",1
"""送货师傅速度很快，安装也很到位",1
"""刚装上，试了下，-14平米， 有效果。",1
"""配件设计不是很合理，管子不够长，钉子太短等等，空调本身没什么问题",1
"""噪音小，制热快",1
"""很静音，大气上档次。只是安装师傅室外机安装的不是太好",1
"""京东送货太快了，师傅安装态度特别好，值得大家购买。",1
"""空调很好，安装师傅很专业",1
"""好空调格力造、安装师傅很棒、",1
"""外观大气，上档次，值得信赖",1
"""安装师傅很热心，服务到位！",1
"""替亲戚买的，服务好送货快，满意",1
"""看起来高端，用过以后再评价吧",1
"""安装师傅很好！服务一流！",1
"""格力+京东，大品牌，值得信赖",1
"""服务好，安装师傅很尽心，空调漂亮",1
"""不错不错，果然土豪金好看",1
"""不错不错，安装师傅也很专业",1
"""物流很快，第二天就到了，包装完好",1
"""发货速度很快，安装师傅很迅速很专业。",1
"""很喜欢格力这个品牌！给力",1
"""很好，很漂亮，安装师傅细心。",1
"""应该不错吧，还没怎么用呢。",1
"""挺好的，相信格力的东西。",1
"""送货及时，能相互协调时间",1
"""不错，效果比-1・5p 感觉还好，满意",1
"""帮朋友买的，应该不错吧！",1
"""好！送货快，安装很好！",1
"""安装师傅很专业，服务态度好，动作娴熟，不愧是大品牌，专业",1
"""一如既往的买格力，质量好服务好，安装师傅更好，安装熟练服务好",1
"""很漂亮的空调，非常棒！",1
"""送货很快！安装速度不错！",1
"""师傅很快就来安装了，加了几米管子",1
"""很漂亮，声音也小，出热很快",1
"""好好很好必须好服务好安装好",1
"""父母在家安装的，安装师傅很耐心负责，期待回家使用效果。",1
"""全好评～安装师傅棒棒哒～",1
"""颜值高，好用！",1
"""安静，清凉，制热没家里另一台快，不过这个是一匹的，可以理解。安装师傅认真负责，很不错。",1
"""东西不错，就是刚收到就要降价了，申请了保价，不知道有没有用。安装快，确实静音，很棒",1
"""格力空调性价比高，服务安装也很好，当天送到，安装师傅就给安装好了，且没有乱收费，不错。",1
"""非常不错，本来刚开始买的时候还有些担心，因为家里农村，怕不给配送，没想到送的也快，按照的也特别好，就是打孔和外机支架收了80块",1
"""非常满意，师傅很详细解答各种问题，安装速度很快，做事情很细心，非常有礼貌，京东服务很赞",1
"""安装师傅太负责了，空调质量也好，没什么声音，家里空调一直都买格力的，以后也是。",1
"""收到货了，京东物流很给力，服务一级棒，东西还没用！家人帮忙收货，明天安装，拭目以待！",1
"""送货跟服务挺好的，暂未使用。",1
"""虽然还没拆箱，但要给快递哥一百个赞，在楼下等了我差不多-1个钟，支持京东自营店，对自己好点认真购物上京东",1
"""做工精细，漂亮！大品牌，应该还好！",1
"""香槟色的室内机，很典雅大方。外机不大，不占空间。安装小哥服务很好",1
"""确实是不错！工作人员服务态度超级棒！！",1
"""挺好的，格力售后的安装很专业，服务很好",1
"""不错，看上去很漂亮，很安静，风量足够用",1
"""货按要求时间送到，还没装，不知效果如何。",1
"""京东送货很快，安装工人上门及时，服务也不错。",1
"""师傅费了很大功夫才装好 辛苦了 高空安装费-100 加一米馆90 标准收费",1
"""董明珠不好好造空调，跑去造什么车啊！",1
"""外观漂亮大气，制热效果明显，耗电量有待考证。",1
"""空调很好，收到货就来评论了，外观很漂亮质量也很好，不知道用的怎么样，后期更进",1
"""京东配送很快，安装师傅态度很好，还给我们讲解了使用方法，真的不错。",1
"""颜色很美，跟我家的墙布窗帘超级的搭配，我能说就是因为这个色才买的吗",1
"""外观看还可以,试了一下反映挺快的,大品牌应该还行吧,待用久了才知道哟.",1
"""非常漂亮，做工很好，全家都喜欢，还得说大品牌，家里所有空调都是格力的。",1
"""支持中国造，空调颜色好看。天气还没有那么热，还没有测试。一下买了三台",1
"""3.-16抢购的，价格比实体店便宜，发货迅速，包装完好无损，还没安装，先给个好评",1
"""还没拆箱，但家里之前买的奥克斯太鸡肋，吸取教训不会再买那些乱七八糟的品牌，但愿格力不会让我失望",1
"""安装师傅速度快，态度好",1
"""安装很及时，样式也很好看，效果就拭目以待了",1
"""很好的服务，格力空调好。送货师傅很辛苦。安装师傅技术好，安装到位。",1
"""金色的就是比白色的漂亮 虽然还没使用  感觉不错 安装师傅细心",1
"""东西太好了，很漂亮，和我的金色壁纸因协调，出风很快，京东服务好",1
"""格力空调还是值得信赖的，这款颜值也高。只是有点小贵啊",1
"""下午刚收到格力售后就打电话来安装，真是太好太及时了，已装好师傅很用心，总之很完美的啦",1
"""服务和售后格力都是一流。安装师傅也很专业。款式也好看，真心喜欢",1
"""格力品质，金色大方好看，冬天制热快，声音小，安装第二天就来，服务单位，支持董阿姨！",1
"""实物与宣传一致，很好，安装及送货师傅态度都很好！赞?",1
"""送货非常准时，安装服务到位，好评好评！下次还会购买！",1
"""空调制快，外观漂亮，服务态度很好，上午到货中午就上门安装啦。",1
"""制热效果不错，安装师傅很负责。格力的品质，值得购买。",1
"""很漂亮，安装师傅服务态度特别好，特别喜欢。3-15买的，超划算，点个赞",1
"""京东配送很快，安装师傅态度很好，还教我们使用方法，真的不错。",1
"""外型很漂亮，物超所值，发货很快，服务很好，愉快的一次网够，下次还会光顾",1
"""已经安装了，安装师傅态度很好，手艺也还不错&hellip;制冷效果，坐等夏天了&hellip;",1
"""打折的时候购买的 价格非常划算 格力的产品信得过 很静音 制冷效果好",1
"""好空调格力造！不错，一直很喜欢格力的空调，静音省电环保，制冷效果也很好",1
"""非常满意，虽然没有安装，但送货员非常负责态度热情，一百个赞！！",1
"""东西非常不错，安装师傅非常给力，我给82分剩下的因为给你666?",1
"""刚安装好，师傅安装态度很好，试用了下还不错，对格力的品牌一直比较认可，等入住后再观察使用情况",1
"""外观漂亮，格力空调质量好值得信赖国货",1
"""虽然现在买空调比较贵，但新房子还是要先装好空调才入住免得以后折腾，趁年前有点优惠入手两部，价格不便宜，希望好用，格力大品牌，安装服务不错",1
"""抽真空是抽到负压就行了嘛？家里还有台三菱电机抽了-10几分钟，格力就抽3分完事，搞不懂，空调还是不错的，二级能耗的二代凉之静，朋友家用的一代的凉之静一直很好，希望一切如我所愿。",1
"""格力空调真好，京东购物放心",1
"""安装师傅非常准时，安装全程无隐形收费，收费部分都事先告知了用户。安装过程中负责，安装后主动试机，发现问题立即解决。总体购物体验满意。",1
"""质量不错，外观好看，制冷效果不错，服务态度也好，功能多，噪音小，变频的很省电",1
"""货品很好，外观和性能都比较不错，刚装上看着心情都好很多，试用感觉也挺好。希望日后不会出问题。售后安装师傅忙到刚才，服务态度也非常好，辛苦了。",1
"""第一次在京东购物，还是大件，不过非常满意，物流，安装都很完美，赞\\(RQ)/\\(RQ)/\\(RQ)/",1
"""同时买了三台，还是金色好看，而且送货快，安装师傅也非常负责人，告知使用功能及保养知识，赞一个",1
"""一次性买了三台，师傅耐心安装，装完之后还帮手清理垃圾，服务到位。静音，制冷效果可以！",1
"""空调非常好，非常好看，送货也非常快",1
"""容声的冰箱确实不错，京东快递很给力。",1
"""不错吧。安装出了点问题，好在解决了",1
"""给爸妈买的，很赞！送货快，安装到位！",1
"""挺好的，安装师傅很专业，也很自信哈哈",1
"""格力空调真的不错，物流也快，安装也快",1
"""京东商城购物就是给力，送货快安装快，真心不错",1
"""颜值很高 百搭颜色 安装师傅也很靠谱",1
"""不错，安装好，制热效果好，制冷要等夏天再看",1
"""今天装上，金色很漂亮，比想象中还要好",1
