CommentCount,GoodRateShow,GoodCount,F_type,price,GeneralCount,brand,p_Name,PreferentialPrice,PoorCount,shop_name,X_type,type,keyword,ProductID,Y_type
0,100,0,none,2999.00,0,None,飞利浦大口径水果原汁机 低速榨汁机家用 破壁微榨 HR1897,2299.00,0,跨境网,none,"飞利浦大口径水果原汁机 低速榨汁机家用 破壁微榨 HR1897,1967351900, ,5.0kg,1001807,50-80转/分,按键式,原汁机，破壁机,榨汁,塑料，其他",,1967351900,原汁机，破壁机
2,50,1,none,716.00,0,白云（BAIYUN）,洁霸BF575吸尘器 大功率强力酒店洗车场专用吸尘吸水机家用30L 红色,598.00,1,白云官方旗舰店,地面吸头，其他,"洁霸BF575吸尘器 大功率强力酒店洗车场专用吸尘吸水机家用30L 红色,11255103710, ,14.5kg,中国大陆,BF575,地板，地毯，瓷砖，厨房，沙发，床铺，汽车，酒店，工业,干湿两用,桶式吸尘器,电源式（5米-10米）,1400w-1799w,地面吸头，其他",售后太差,11255103710,桶式吸尘器
10,100,10,单冷,889.00,0,尚朋堂,尚朋堂 YS-ACS09 遥控冷风扇/空调扇/电风扇 金色（遥控款）,489.00,0,富士宝电器专营店,none,"尚朋堂 YS-ACS09 遥控冷风扇/空调扇/电风扇 金色（遥控款）,12141984860, ,9.2kg,中国大陆,YS-ACS09,5-7L,2-8小时,三档调节,正常风、自然风、睡眠风,单冷,遥控式,竖出风",节能 声音小 风挺大的 噪音很小 冷风效果好 外型好看 声音小 比风扇风大 比风扇好 声音小 风扇不错 风挺大的 预约定时 比风扇好 制冷效果好 比空调省电 预约定时 声音小 外型好看 风挺大的 风扇不错 噪音很小 冷风效果好 比风扇好 噪音很小 外型好看 外型好看 噪音很小 送货快 声音小 预约定时 加湿空气 风挺大的,12141984860,none
0,100,0,none,2288.00,0,None,飞利浦（Philips）HR2099 榨汁机 强力搅拌机 1100W,2288.00,0,surepromise全球购旗舰店,none,"飞利浦（Philips）HR2099 榨汁机 强力搅拌机 1100W,1970005588, ,4.5kg,BRO1358,12001转/分(含)-15000转/分(含),其它,电动榨汁机,榨汁,不锈钢，其他",,1970005588,电动榨汁机
3,100,3,none,1398.00,0,白云（BAIYUN）,洁霸BF510A吸尘器 超静音车用手持式大功率70L强力吸尘吸水机酒店 橙色,799.00,0,白云官方旗舰店,地面吸头，其他,"洁霸BF510A吸尘器 超静音车用手持式大功率70L强力吸尘吸水机酒店 橙色,11254474769, ,27.8kg,中国大陆,BF510A,地板，地毯，瓷砖，厨房，沙发，床铺，汽车，酒店，工业,干湿两用,桶式吸尘器,电源式（5米-10米）,1800w及以上,地面吸头，其他",,11254474769,桶式吸尘器
0,100,0,单冷,2499.00,0,先锋（SINGFUN）,先锋（Singfun）大风量遥控空调扇/冷风扇/电风扇家用移动制冷小空调DG1602 白色,1398.00,0,先锋华美瑞合专卖店,none,"先锋（Singfun）大风量遥控空调扇/冷风扇/电风扇家用移动制冷小空调DG1602 白色,12672528114, ,12.3kg,中国大陆,DG1602,7L以上,8小时以上,四档调节,正常风、自然风、睡眠风,单冷,遥控式,横出风",,12672528114,none
1,100,1,none,699.00,0,苏泊尔（SUPOR）,苏泊尔（SUPOR）原汁机挤压式榨汁机高出汁率机汁分离 SJ09-200,599.00,0,苏泊尔鹏程专卖店,none,"苏泊尔（SUPOR）原汁机挤压式榨汁机高出汁率机汁分离 SJ09-200,12223761595, ,3.8kg,中国大陆,SJ09-200,榨汁，冰淇淋奶昔，其他,50-80转/分,按键式,原汁机",,12223761595,原汁机
2,100,2,none,1299.00,0,德尔玛（Deerma）,德尔玛（Deerma）CM500小型手持床铺紫外线除螨仪家用手持吸尘器 薄荷绿,599.00,0,德尔玛家电官方旗舰店,其他,"德尔玛（Deerma）CM500小型手持床铺紫外线除螨仪家用手持吸尘器 薄荷绿,10711067520, ,1.6kg,中国大陆,6955578025365,床铺,除螨仪,电源式（5米-10米）,500W以下,其他",质量不错 质量不错,10711067520,除螨仪
5600,92,5200,单冷,49.00,200,HYUNDAI,HYUNDAI 现代空调扇专用冰晶2块装BL-BJ001,39.00,100,韩国现代（HYUNDAI)两季品旗舰店,none,"HYUNDAIBL-BJ001,2713112,90.00g,中国大陆,单冷",送冰晶 送货快 加了冰晶 尺寸合适 加冰很凉快 外型好看 冷风效果好 加湿空气 风扇不错 制冷效果好 可拆洗 声音小 送冰晶 尺寸合适 智能操作 净化空气 加了冰晶 制冷效果好 冷风效果好 送冰晶 加冰很凉快 尺寸合适 净化空气 比风扇好 加了冰晶,2713112,none
6,100,6,none,999.00,0,SKG,SKG 多功能原汁机低速榨汁机多功能家用料理机果汁机2059 红色,599.00,0,SKG旗舰店,none,"SKG 多功能原汁机低速榨汁机多功能家用料理机果汁机2059 红色,11535270703, ,5.75kg,中国大陆,50-80转/分,按键式,原汁机，电动榨汁机,榨汁，搅拌，干磨，冰淇淋奶昔，豆浆，其他,不锈钢",,11535270703,原汁机，电动榨汁机
4,100,4,none,3999.00,0,飞利浦（PHILIPS）,飞利浦（PHILIPS） 飓风离尘技术 大功率强力家用吸尘机除螨迷你吸尘器 FC9911/81,2999.00,0,飞利浦小家电专卖店,缝隙吸头，小吸头，其他,"飞利浦（PHILIPS） 飓风离尘技术 大功率强力家用吸尘机除螨迷你吸尘器 FC9911/81,11930698833, ,6.3kg,地板，地毯，瓷砖，厨房，沙发，床铺，汽车,HEPA滤网（HEPA13及以上），EPA滤网（EPA12及以下），水洗尘杯，水洗滤网,卧式吸尘器,电源式（5米-10米）,1800w及以上,缝隙吸头，小吸头，其他",,11930698833,卧式吸尘器
1,100,1,冷暖,638.00,0,艾美特,菊花冷风机 冷暖两用遥控式家用节能静音调试加热单冷家用型冷风扇 白色,638.00,0,吉航礼品专营店,none,"菊花冷风机 冷暖两用遥控式家用节能静音调试加热单冷家用型冷风扇 白色,12078103274, ,8.5kg,LRH15-01AR,3L以下,无定时,三档调节,正常风,冷暖,遥控式,横出风",风扇不错 风扇不错,12078103274,none
2,100,2,none,3999.00,0,SKG,SKG 27527榨汁机 原汁机 料理机家用全自动慢速多功能豆浆水果大口径炸蔬菜商用 红,599.00,0,SKG小家电旗舰店,none,"SKG 27527榨汁机 原汁机 料理机家用全自动慢速多功能豆浆水果大口径炸蔬菜商用 红,11814236244, ,5.9kg,中国大陆,A8,原汁机,0-50转/分",,11814236244,原汁机
300,98,300,none,8000.00,4,None,戴森 dyson V6  v8 吸尘器 直驱  absolute 工具套装 床褥头 V8 Absolute 保修六个月,3999.00,5,silverlight全球精选,电动吸头，床褥沙发吸头，地面吸头，缝隙吸头,"戴森 dyson V6  v8 吸尘器 直驱  absolute 工具套装 床褥头 V8 Absolute 保修六个月,1968477238, ,6.0kg,地板，地毯，瓷砖，厨房，沙发,无线吸尘器,充电式（无线）,500W以下,电动吸头，床褥沙发吸头，地面吸头，缝隙吸头",小巧轻便 噪音小 功率大 使用方便 质量不错 吸力很大 外观漂亮 刷头多样 吸头很多 易收纳,1968477238,无线吸尘器
4,100,4,单冷,1280.00,0,蝙蝠,蝙蝠(bianfu)BV-22 空调扇/遥控单冷冷风扇/雾化喷雾加湿降温电风扇 曜岩黑 曜岩黑,668.00,0,蝙蝠旗舰店,none,"蝙蝠(bianfu)BV-22 空调扇/遥控单冷冷风扇/雾化喷雾加湿降温电风扇 曜岩黑 曜岩黑,12156812887, ,11.8kg,中国大陆,BV-22,3L以下,8小时以上,三档调节,正常风、自然风、睡眠风,单冷,遥控式,横出风",,12156812887,none
0,100,0,none,599.00,0,苏泊尔（SUPOR）,苏泊尔 榨汁机 SJ18-200 多功能家用全自动 挤压式原汁机 双叶慢速榨汁机 ,599.00,0,格新专营店,none,"苏泊尔 榨汁机 SJ18-200 多功能家用全自动 挤压式原汁机 双叶慢速榨汁机 ,12609802568, ,4.0kg,原汁机,50-80转/分",,12609802568,原汁机
10,100,10,none,3999.00,0,飞利浦（PHILIPS）,飞利浦（PHILIPS） 家用吸尘器 手持卧式吸尘机 大功率无尘袋 小型静音除螨吸尘器 FC9911/81,2999.00,0,飞利浦个人护理专卖店,地面吸头，缝隙吸头，小吸头，其他,"飞利浦（PHILIPS） 家用吸尘器 手持卧式吸尘机 大功率无尘袋 小型静音除螨吸尘器 FC9911/81,11930583755, ,6.3kg,土耳其,FC9911/81,地板，地毯，瓷砖，厨房，沙发，床铺,HEPA滤网（HEPA13及以上），水洗尘杯，水洗滤网，旋风过滤，尘袋式，除螨,卧式吸尘器,电源式（5米-10米）,1800w及以上,地面吸头，缝隙吸头，小吸头，其他",,11930583755,卧式吸尘器
0,100,0,工业,2499.00,0,先锋（SINGFUN）,先锋（Singfun）工业冷风扇/空调扇/商用冷风机移动制冷机FLZ35-17A巨大出风,1199.00,0,先锋华美瑞合专卖店,none,"先锋（Singfun）工业冷风扇/空调扇/商用冷风机移动制冷机FLZ35-17A巨大出风,12762661666, ,16.95kg,中国大陆,FLZ35-17A,7L以上,无定时,三档调节,正常风,工业,机械式,横出风",,12762661666,none
0,100,0,none,2999.00,0,苏泊尔（SUPOR）,SUPOR/苏泊尔 JP03D-800第四代家用多功能加热破壁机 正品新品 茶色,1299.00,0,苏泊尔名美专卖店,none,"SUPOR/苏泊尔 JP03D-800第四代家用多功能加热破壁机 正品新品 茶色,12373320019, ,4.0kg,12001转/分(含)-15000转/分(含)",,12373320019,none
80,98,80,none,5999.00,1,None,戴森吸尘器家用 dyson V8 V6 手持吸尘器 无线吸尘器 家用吸尘器 HH08  V6 Mattress  4吸头,1529.00,1,快乐购海外专营店,其他,"戴森吸尘器家用 dyson V8 V6 手持吸尘器 无线吸尘器 家用吸尘器 HH08  V6 Mattress  4吸头,1978423594, ,3.0kg,地板,无线吸尘器,充电式（无线）,1000w-1399w,其他",,1978423594,无线吸尘器
6,83,5,单冷,598.00,0,金立,金立  家用静音移动加湿制冷风机 水冷风扇 冷气空调扇 冷风扇单冷 水空调制冷机 10F电子版+遥控+蓝色,298.00,1,耐力礼品专营店,none,"金立  家用静音移动加湿制冷风机 水冷风扇 冷气空调扇 冷风扇单冷 水空调制冷机 10F电子版+遥控+蓝色,11477000869, ,200.00g,3-5L,2-8小时,三档调节,正常风、自然风、睡眠风,单冷,遥控式,竖出风",节能 比空调省电 外型好看 净化空气 冷风效果好,11477000869,none
1,100,1,none,1999.00,0,SKG,SKG A9 大口径原汁机 家用慢速榨汁机多功能全自动炸果汁机 金色,1299.00,0,量能电器专营店,none,"SKG A9 大口径原汁机 家用慢速榨汁机多功能全自动炸果汁机 金色,11165460884, ,8.0kg,中国大陆,A9,原汁机,0-50转/分",,11165460884,原汁机
6400,98,6300,none,1099.00,70,飞利浦（PHILIPS）,飞利浦（PHILIPS）除螨吸尘器家用静音大功率迷你小型吸尘器 FC8086/81 尘盒吸尘器,469.00,60,飞利浦小家电专卖店,其他,"飞利浦（PHILIPS）除螨吸尘器家用静音大功率迷你小型吸尘器 FC8086/81 尘盒吸尘器,1741913856, ,1.0kg,地板，地毯，瓷砖，厨房，沙发，床铺，汽车，酒店,EPA滤网（EPA12及以下），水洗尘杯，除螨,卧式吸尘器,电源式（5米-10米）,1400w-1799w,其他",使用方便 质量不错 吸尘器不错 吸尘很干净 吸力很大 东西不错 打扫干净 电源线够长 噪音小 功率大 电源线够长 小巧轻便 吸力很大 功率大 使用方便 质量不错 使用方便 吸头很多 易收纳 打扫干净 刷头多样 小巧轻便 使用方便 吸力很大,1741913856,卧式吸尘器
3,34,1,单冷,499.00,1,澳柯玛（AUCMA）,澳柯玛LG5-C602(Y)家用节能遥控制冷空调扇定时办公宿舍移动省电冷风扇冷风机,299.00,1,澳柯玛小家电旗舰店,none,"澳柯玛LG5-C602(Y)家用节能遥控制冷空调扇定时办公宿舍移动省电冷风扇冷风机,13161398563, ,7.3kg,3-5L,2-8小时,三档调节,正常风、自然风、睡眠风,单冷,遥控式,竖出风",,13161398563,none
0,100,0,none,2000.00,0,None,德国进口Braun博朗手持料理棒 多功能婴儿料理机搅拌机 MQ787,1188.00,0,Beryl Darren海外专营店,none,"德国进口Braun博朗手持料理棒 多功能婴儿料理机搅拌机 MQ787,1985486756, ,1.0kg,德国,0-50转/分",,1985486756,none
40,100,40,none,6999.00,0,None,欧洲直邮戴森(Dyson）吸尘器除螨仪V6 V8高配版吸头工具套装手持式床铺家用无线无绳 V8 ABSOLUTE,4288.00,0,EUROHEALTH海外专营店,电动吸头，床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头,"欧洲直邮戴森(Dyson）吸尘器除螨仪V6 V8高配版吸头工具套装手持式床铺家用无线无绳 V8 ABSOLUTE,1972273566, ,3.27kg,地板，地毯，瓷砖，沙发，床铺，汽车，酒店,无线吸尘器,充电式（无线）,500W以下,电动吸头，床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头",使用方便 外观漂亮,1972273566,无线吸尘器
0,100,0,单冷,1199.00,0,多朗,多朗冷风扇DL-4500/6000水冷空调扇工业冷风机家用制冷风机/扇商用 4500蓝白款 6000风量-遥控款,1199.00,0,衡力诚电器专营店,none,"多朗冷风扇DL-4500/6000水冷空调扇工业冷风机家用制冷风机/扇商用 4500蓝白款 6000风量-遥控款,12782856946, ,21.5kg,中国大陆,DL-4500/6000,7L以上,2-8小时,三档调节,正常风,单冷,遥控式,横出风",,12782856946,none
0,100,0,none,2000.00,0,None,德国进口Braun博朗手持料理棒 多功能婴儿料理机搅拌机 MQ705,999.00,0,Beryl Darren海外专营店,none,"德国进口Braun博朗手持料理棒 多功能婴儿料理机搅拌机 MQ705,1985486753, ,1.0kg,德国,0-50转/分",,1985486753,none
8,100,8,none,3999.00,0,飞利浦（PHILIPS）,飞利浦（PHILIPS）吸尘器家用卧式大功率无尘袋小型静音除螨 FC9912/81亮铜色手柄遥控,3399.00,0,飞利浦环境电器专卖店,床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头,"飞利浦（PHILIPS）吸尘器家用卧式大功率无尘袋小型静音除螨 FC9912/81亮铜色手柄遥控,11828167693, ,6.2kg,中国大陆,FC9912/81,地板，地毯，瓷砖，厨房，沙发，床铺，酒店,HEPA滤网（HEPA13及以上），旋风过滤,卧式吸尘器,电源式（5米-10米）,1800w及以上,床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头",尘杯容量大 使用方便 电源线够长 吸力很大 尘杯容量大 使用方便 电源线够长 吸力很大,11828167693,卧式吸尘器
1,0,0,单冷,1999.00,0,艾美特（AIRMATE）,艾美特 空调扇单冷型塔式扇水空调风扇 强冷 加湿水风扇冷风机,1099.00,1,云购电器专营店,none,"艾美特 空调扇单冷型塔式扇水空调风扇 强冷 加湿水风扇冷风机,13259645594, ,5.0kg,中国大陆,CFTW08,5-7L,8小时以上,五档及以上,正常风、自然风,单冷,遥控式,横出风",,13259645594,none
0,100,0,none,3999.00,0,SKG,SKG A9大口径原汁机慢速榨汁机商用家用果蔬果汁多功能全自动榨汁 金色,1499.00,0,SKG小家电旗舰店,none,"SKG A9大口径原汁机慢速榨汁机商用家用果蔬果汁多功能全自动榨汁 金色,11814286518, ,8.1kg,中国大陆,A9,0-50转/分,榨汁，冰淇淋奶昔，豆浆,原汁机",,11814286518,原汁机
300,100,300,none,4999.00,1,None,dyson戴森吸尘器 戴森V6 V8无线手持吸尘器 V6 total clean高级版,3299.00,0,威讯国际海外专营店,地面吸头，缝隙吸头，毛刷吸头,"dyson戴森吸尘器 戴森V6 V8无线手持吸尘器 V6 total clean高级版,1952455334, ,4.0kg,地板，地毯，瓷砖，床铺,除螨,无线吸尘器,充电式（无线）,500W以下,地面吸头，缝隙吸头，毛刷吸头",东西不错 吸力很大 打扫干净 质量不错 吸尘器不错 使用方便 吸尘很干净 功率大 吸力很大 东西不错 吸尘器不错 打扫干净 东西不错 吸力很大,1952455334,无线吸尘器
0,100,0,单冷,2055.00,0,多朗,多朗DL-SL30水冷空调扇家用冷风机工业制冷风机/扇商用遥控加湿净化 冰晶 3000风量,1198.00,0,多朗专卖店,none,"多朗DL-SL30水冷空调扇家用冷风机工业制冷风机/扇商用遥控加湿净化 冰晶 3000风量,13067172650, ,15.0kg,7L以上,8小时以上,三档调节,正常风、自然风、睡眠风,单冷,遥控式,竖出风",,13067172650,none
0,100,0,none,1699.00,0,None,德国直邮 WMF 福滕宝 KULT系列 德国榨汁机 果汁汁机 WMF 0416300011,1399.00,0,小红象全球购专营店,none,"德国直邮 WMF 福滕宝 KULT系列 德国榨汁机 果汁汁机 WMF 0416300011,1957146137, ,1.0kg,20000转/分(含)以上",,1957146137,none
2,100,2,none,5999.00,0,莱克（LEXY）,莱克吸尘器 VC-SPD502-3 家用大吸力无耗材吸尘器魔洁M83,3999.00,0,莱克(LEXY)旗舰店,电动吸头，地面吸头,"莱克吸尘器 VC-SPD502-3 家用大吸力无耗材吸尘器魔洁M83,10947019699, ,4.0kg,SPD502-3,地板,旋风过滤,无线吸尘器,充电式（无线）,500w-999w,电动吸头，地面吸头",吸尘很干净 使用方便 吸尘器不错 吸力很大 吸尘很干净 使用方便 吸尘器不错 吸力很大,10947019699,无线吸尘器
0,100,0,单冷,2055.00,0,多朗,多朗DL-SL30水冷空调扇家用冷风机工业制冷风机/扇商用加湿扇 3000风量,1198.00,0,多朗旗舰店,none,"多朗DL-SL30水冷空调扇家用冷风机工业制冷风机/扇商用加湿扇 3000风量,13067034520, ,15.0kg,7L以上,8小时以上,三档调节,正常风、自然风、睡眠风,单冷,遥控式,竖出风",,13067034520,none
0,100,0,none,699.00,0,None,[德国直邮]WMF福腾宝0416030012 Stelio橙桔类不锈钢电动榨汁机85W,569.00,0,小红象全球购专营店,none,"[德国直邮]WMF福腾宝0416030012 Stelio橙桔类不锈钢电动榨汁机85W,1957244412, ,1.2kg,20000转/分(含)以上",,1957244412,none
20,88,20,none,999.00,2,凯驰（karcher）,Karcher 干湿两用吸尘器桶式 WD2/MV2 欧洲原装进口,599.00,1,Karcher自营官方旗舰店,地面吸头，缝隙吸头,"凯驰WD2/MV2,4140571,7.0kg,罗马尼亚,地板，地毯，瓷砖，厨房，沙发，床铺，汽车，酒店，工业,EPA滤网（EPA12及以下），水洗滤网，尘袋式，干湿两用，除螨,桶式吸尘器,电源式（5米以下）,1000w-1399w,地面吸头，缝隙吸头",吸力很大 不易缠发 功率大 尘杯容量大 吸尘很干净 使用方便 尘杯容量大 吸力很大,4140571,桶式吸尘器
1,100,1,单冷,1228.00,0,蝙蝠,蝙蝠(bianfu)N25 冷风扇/制冷家用空调扇/单冷风扇 香槟金,539.00,0,蝙蝠旗舰店,none,"蝙蝠(bianfu)N25 冷风扇/制冷家用空调扇/单冷风扇 香槟金,11804253161, ,12.3kg,中国大陆,N25,7L以上,8小时以上,三档调节,正常风、自然风、睡眠风,单冷,遥控式,横出风",,11804253161,none
8,100,8,none,1399.00,0,None,松下Panasonic榨汁机 不锈钢蔬果原汁机 家用电动婴儿果汁机水果机多功能 出汁率高 MJ-DJ01S 优雅银（不锈钢机身）,1099.00,0,跨境网家电旗舰店,none,"松下Panasonic榨汁机 不锈钢蔬果原汁机 家用电动婴儿果汁机水果机多功能 出汁率高 MJ-DJ01S 优雅银（不锈钢机身）,1959049837, ,5.0kg,12001转/分(含)-15000转/分(含),旋钮式,电动榨汁机,榨汁,不锈钢",,1959049837,电动榨汁机
2,100,2,none,4999.00,0,莱克（LEXY）,莱克吸尘器 VC-SPD502-1家用大吸力多功能无线吸尘器魔洁M81,2999.00,0,莱克(LEXY)旗舰店,电动吸头，其他,"莱克吸尘器 VC-SPD502-1家用大吸力多功能无线吸尘器魔洁M81,10947017816, ,5.0kg,SPD502-1,地板，地毯，瓷砖,水洗尘杯,无线吸尘器,充电式（无线）,500W以下,电动吸头，其他",不易缠发 小巧轻便 配件齐全 吸力持久 吸尘很干净 不易缠发 小巧轻便 配件齐全 吸力持久 吸尘很干净,10947017816,无线吸尘器
2,100,2,单冷,799.00,0,欣艾迪,欣艾迪冷风扇2000移动家用冷风机 商用空调扇 环保水冷空调 工业制冷风机 支架款,538.00,0,欣艾迪旗舰店,none,"欣艾迪冷风扇2000移动家用冷风机 商用空调扇 环保水冷空调 工业制冷风机 支架款,11849310142, ,10.0kg,7L以上,无定时,三档调节,正常风、自然风、睡眠风,单冷,机械式,横出风",,11849310142,none
4,100,4,none,1499.00,0,None,Panasonic 松下榨汁机家用 MJ-SJ01W 1.5L大容量原汁机防漏电功能 MJ-DJ01S(不锈钢机身),899.00,0,跨境国际专营店,none,"Panasonic 松下榨汁机家用 MJ-SJ01W 1.5L大容量原汁机防漏电功能 MJ-DJ01S(不锈钢机身),1959082455, ,5.0kg,12001转/分(含)-15000转/分(含),旋钮式,电动榨汁机,榨汁,其他",,1959082455,电动榨汁机
50,96,40,none,1999.00,2,凯驰（karcher）,凯驰(karcher）吸尘器家用除螨静音大功率无耗材vc3,879.00,0,KARCHER凯驰专卖店,床褥沙发吸头，地面吸头，缝隙吸头,"凯驰(karcher）吸尘器家用除螨静音大功率无耗材vc3,10322736958, ,3.0kg,地板，地毯，瓷砖，厨房，沙发，汽车，酒店,EPA滤网（EPA12及以下），水洗尘杯，水洗滤网，旋风过滤，除螨,卧式吸尘器,电源式（5米-10米）,1000w-1399w,床褥沙发吸头，地面吸头，缝隙吸头",外观漂亮 吸力很大 配件齐全 吸尘器不错 功率大 吸力持久 使用方便 易收纳 吸尘很干净 刷头多样 使用方便 配件齐全 吸尘器不错 小巧轻便 易收纳 吸尘器不错 吸力持久 使用方便,10322736958,卧式吸尘器
30,90,30,单冷,999.00,2,奥克斯（AUX）,奥克斯（AUX）FLS-120J/120R 单冷空调扇冷风扇/冷气扇/水冷空调扇 FLS-120R 遥控绿色,339.00,2,奥克斯生活电器旗舰店,none,"奥克斯（AUX）FLS-120J/120R 单冷空调扇冷风扇/冷气扇/水冷空调扇 FLS-120R 遥控绿色,10126328658, ,5.9kg,AUX827系列,3-5L,2-8小时,三档调节,正常风,单冷,机械式,横出风",风挺大的 风挺大的 冷风效果好,10126328658,none
1,100,1,none,880.00,0,None,【全球购】德国直邮 Russell Hobbs 榨汁机 破壁料理机 包邮包税 Desire Glas-Standmixer,588.00,0,德宝购海外专营店,none,"【全球购】德国直邮 Russell Hobbs 榨汁机 破壁料理机 包邮包税 Desire Glas-Standmixer,1961224878, ,2.0kg,20000转/分(含)以上",,1961224878,none
1,100,1,none,3999.00,0,莱克（LEXY）,莱克（LEXY）吸尘器VC-SPD501-3家用无线魔洁M63,3599.00,0,莱克电气专卖店,扁嘴吸头，毛刷吸头，小吸头,"莱克（LEXY）吸尘器VC-SPD501-3家用无线魔洁M63,10379155877, ,5.5kg,中国大陆,地板，地毯，瓷砖,水洗尘杯，水洗滤网，旋风过滤,无线吸尘器,充电式（无线）,500W以下,扁嘴吸头，毛刷吸头，小吸头",易收纳 刷头多样 打扫干净 易收纳 刷头多样 打扫干净,10379155877,无线吸尘器
1,100,1,单冷,999.00,0,好美特,艾美特空调扇 家用制冷水风扇 遥控水风扇塔式冷风扇 黑色,999.00,0,奥曼电器专营店,none,"艾美特空调扇 家用制冷水风扇 遥控水风扇塔式冷风扇 黑色,12881888033, ,8.0kg,CFTW10-AMD,3-5L,2-8小时,三档调节,正常风、自然风、睡眠风,单冷,遥控式,横出风",,12881888033,none
0,100,0,none,599.00,0,None,特福/Tefal BL142A 多功能搅拌机 三合一干磨碎肉榨汁机 易于清洗 ,578.00,0,surepromise全球购旗舰店,none,"特福/Tefal BL142A 多功能搅拌机 三合一干磨碎肉榨汁机 易于清洗 ,1962966994, ,1.4kg,BRO0590,12001转/分(含)-15000转/分(含),按键式,原汁机,榨汁,不锈钢",,1962966994,原汁机
100,98,100,none,750.00,1,杰诺,杰诺 干湿两用大功率桶式小型吸尘器 家用低音商用地毯装修 筒式工业吸水尘503-35L,549.00,1,杰诺官方旗舰店,床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，其他,"杰诺 干湿两用大功率桶式小型吸尘器 家用低音商用地毯装修 筒式工业吸水尘503-35L,1067631704, ,12.47kg,503-35L,地板，地毯，瓷砖，沙发，汽车，酒店,水洗滤网，干湿两用,桶式吸尘器,电源式（5米-10米）,1000w-1399w,床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，其他",打扫干净 吸尘器不错 吸头很多 还可以吧 功率大 吸力很大 吸尘很干净 吸力持久 外观漂亮 配件齐全 吸头很多 吸力持久 功率大 配件齐全 吸力很大 打扫干净 吸尘器不错 吸尘很干净 吸力很大 电源线够长 吸尘器不错 功率大 打扫干净 噪音小 吸尘器不错 电源线够长 打扫干净 刷头多样 打扫干净,1067631704,桶式吸尘器
1,100,1,单冷,1500.00,0,多朗,多朗DL-B035移动冷风机家用空调扇单冷型水冷空调工业制冷风扇/冷气机 DL-B035遥控款,998.00,0,多朗专卖店,none,"多朗DL-B035移动冷风机家用空调扇单冷型水冷空调工业制冷风扇/冷气机 DL-B035遥控款,11595905653, ,17.0kg,7L以上,无定时,三档调节,正常风,单冷,机械式,横出风",,11595905653,none
0,100,0,none,999.00,0,None,Bosch 博世 MES25A0GB (WH) 700W 榨汁机,999.00,0,surepromise全球购旗舰店,none,"Bosch 博世 MES25A0GB (WH) 700W 榨汁机,1963990311, ,1.0kg,BRO0094,15001转/分(含)-18000转/分(含),旋钮式,电动榨汁机,榨汁,不锈钢",,1963990311,电动榨汁机
1,100,1,none,2999.00,0,莱克（LEXY）,莱克（LEXY）吸尘器VC-SPD501-1家用无线魔洁M61,2599.00,0,莱克电气专卖店,毛刷吸头，其他,"莱克（LEXY）吸尘器VC-SPD501-1家用无线魔洁M61,10379119942, ,5.5kg,中国大陆,6946499304400,地板，地毯，瓷砖,水洗尘杯，水洗滤网,无线吸尘器,充电式（无线）,500W以下,毛刷吸头，其他",,10379119942,无线吸尘器
0,100,0,单冷,1279.00,0,多朗,多朗喷雾壁挂扇YTS-55-A 22寸商用雾化喷雾风机壁挂水冷冷气风扇 YTS-55-A ,1079.00,0,衡力诚电器专营店,none,"多朗喷雾壁挂扇YTS-55-A 22寸商用雾化喷雾风机壁挂水冷冷气风扇 YTS-55-A ,12718398264, ,14.0kg,中国大陆,YTS-55-A,3L以下,无定时,二档调节,正常风,单冷,机械式,横出风",,12718398264,none
1,100,1,none,1299.00,0,None,博朗Braun榨汁机J700/J500 大功率不锈钢蔬果原汁机 家用电动婴儿多功能水果机 J700,1166.00,0,跨境宝海外专营店,none,"博朗Braun榨汁机J700/J500 大功率不锈钢蔬果原汁机 家用电动婴儿多功能水果机 J700,1964524515, ,6.2kg,12001转/分(含)-15000转/分(含)",,1964524515,none
7,100,7,none,950.00,0,杰诺,杰诺 工业大型干湿两用大功率桶式吸尘器 筒式吸水商用酒店宾馆地毯洗车场各场所适用 60L,689.00,0,杰诺吸尘器旗舰店,地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，其他,"杰诺 工业大型干湿两用大功率桶式吸尘器 筒式吸水商用酒店宾馆地毯洗车场各场所适用 60L,13039741836, ,15.95kg,503-60L,地毯，瓷砖，汽车，酒店，工业,水洗滤网，干湿两用,桶式吸尘器,电源式（5米-10米）,1800w及以上,地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，其他",易收纳 打扫干净 节能电机 尘杯容量大 吸力很大 吸力持久 质量不错 配件齐全 配件齐全 打扫干净 质量不错 易收纳 节能电机 尘杯容量大 吸力很大 吸力持久,13039741836,桶式吸尘器
