title,ask,answer,content,time_now,user,href
,,"那和我想的不一样，从菜盆用水的角阀接进水，要加个三通，这个三通一般是4分的，可以直接连接吗？,选哪 ...",你要看看你装的的位置需要什么样的，你机器到货了吗？我也忘了是几分的,2014/10/4 16:39,scqgw,
,,你要看看你装的的位置需要什么样的，你机器到货了吗？我也忘了是几分的,"节后发货,进水是打算接在去菜盆的凉水角阀上，需要个三通，这三通 一个分路还是连接去菜盆的软管，另一分路是给洗碗机，就是不知能否直接连接，或者还需要什么配件",2014/10/4 16:46,wda,
,,https://portal.bsh-partner.com/TCcustomBSH/controller/download_file?PDFOBID=wdtoxIfcdcso0pdmdb---v ...,这个文件好象无法下载,2014/10/4 16:47,wda,
,,,用了几年了？我也在用，只是型号不同。,2017/2/9 12:32,bushtbs,
,,,2014年末买的，真正使用也没几次，保养的很好。发现故障后在网上一直没找到答案，所以把我的处理过程贴出来，以便后人需要。,2017/2/9 13:54,sinopec.spc,
,,2014年末买的，真正使用也没几次，保养的很好。发现故障后在网上一直没找到答案，所以把我的处理过程贴出来 ...,感谢你的贴子，给人的启发。我天天用，使用一年多，我的型号为sc73m610ti。,2017/2/9 17:00,bushtbs,
,,"节后发货,进水是打算接在去菜盆的凉水角阀上，需要个三通，这三通 一个分路还是连接去菜盆的软管，另 ...",我也是这样连接的，角阀卸掉接一个三通，一个接角阀去洗菜盆，一个接角阀再接洗碗机进水，你最好等洗碗机到了再买配件，下水我是直接买了一个y型三通，洗碗机的排水直接插进去就行，也没有密封。用着还不错,2014/10/4 17:07,scqgw,
,,这个文件好象无法下载,那就直接去博西官网下载不就行了嘛,2014/10/4 17:12,Scrooge,
,,2014年末买的，真正使用也没几次，保养的很好。发现故障后在网上一直没找到答案，所以把我的处理过程贴出来 ...,说说我的使用经验，洗碗机电源一定要按装开关，这样就不会几年不关电源，保护电脑板，机器上的电源开关只是关了运转部分的电，电源板还有小功率输出，电脑板还有电。进水管路上一定要有开关，不使用时关水路，保护进水阀和水压测试电路(就是你机坏的干黄管触点，这是我的推测)，这是我的经验，供参考。,2017/2/9 20:55,bushtbs,
,,,一块钱的干簧管收费70，上门费60，修机40，知道国货寿命更短的诀窍了吧？,2017/2/10 16:24,dasen,
,,说说我的使用经验，洗碗机电源一定要按装开关，这样就不会几年不关电源，保护电脑板，机器上的电源开关只 ...,确实！一直没有关过电源和水阀。参考你的意见,2017/2/10 19:40,sinopec.spc,
,,我也是这样连接的，角阀卸掉接一个三通，一个接角阀去洗菜盆，一个接角阀再接洗碗机进水，你最好等洗碗机 ...,"进水必须加角阀,下水其实最好做个存水弯",2014/10/4 17:13,Scrooge,
,,"进水必须加角阀,下水其实最好做个存水弯",有存水弯,2014/10/4 17:16,scqgw,
,,一块钱的干簧管收费70，上门费60，修机40，知道国货寿命更短的诀窍了吧？,是的，维修费用实在贵！知道是干簧管故障你也只能找西门子售后，因为整个大淘宝都没有。,2017/2/11 9:47,sinopec.spc,
,,,"配件是整体嘛,170 还可以，虽然只是小零件,单价70,任何电器都要多用，越用越不容易坏",2017/2/11 12:37,Scrooge,
,,我也是这样连接的，角阀卸掉接一个三通，一个接角阀去洗菜盆，一个接角阀再接洗碗机进水，你最好等洗碗机 ...,角阀是4分的，直接和洗碗机进水相连，那洗碗机进水接口应该是4分的,2014/10/4 17:23,wda,
,,角阀是4分的，直接和洗碗机进水相连，那洗碗机进水接口应该是4分的,好像是，忘了，所以你等机器到了，看看缺什么就买什么,2014/10/4 17:25,scqgw,
,,那就直接去博西官网下载不就行了嘛,你给的就是官网,2014/10/4 18:41,wda,
,,确实！一直没有关过电源和水阀。参考你的意见,"我家很多电器是西门子,本来想找他的人留 下电话，以后私下维修。,但他们说，西门子是公司的人维修的，外面没零件卖，只有二手拆机件。,西门子不对外面的维修店供应零件。",2017/3/13 10:55,gzmino,
,,,我也是这个问题 一直以为是水压小了～一年前这问题还质询,2017/5/21 1:43,X神威,
,,是的，维修费用实在贵！知道是干簧管故障你也只能找西门子售后，因为整个大淘宝都没有。,干簧管怎么会没有卖的呢，国产一般0.5元进口的一元大把大把的可以买啊！,2017/5/21 2:13,anestil,
,,你给的就是官网,"官网可以自己下载啊，我那个地址是连接里面的地址,用软件下载好了",2014/10/4 18:43,Scrooge,
,,好像是，忘了，所以你等机器到了，看看缺什么就买什么,"是这样的吧？,进水直接拧在角阀上？是活接？,排水这个是尾端？",2014/10/4 22:07,wda,
关于西门子洗碗机的选择,想再淘宝入一款洗碗机，型号SIEMENS/西门子SN23E831TI，发现淘宝价格都不一样，有三千多，四千多，五千多，好纠结啊？求助,,,2016/4/6 22:29,神人阿呆,https://www.jdbbs.com/thread-6179060-1-1.html
,,说说我的使用经验，洗碗机电源一定要按装开关，这样就不会几年不关电源，保护电脑板，机器上的电源开关只 ...,"不至于这么娇气吧？,洗碗机属于耐用家电，跟洗衣机、电冰箱的耐用性差不多。,我2002年买的海尔洗碗机，一直在用，从来没有拔过电源线，除了运行的时候噪音大，没有任何问题。噪音大，是档次决定的，新的时候噪音就这么大。,考虑以后换洗碗机，换个档次高点的，噪音小的...",2017/5/21 16:09,yyy9,
,,,"找问题169元,配件一元,170元不贵！",2017/9/14 14:25,xinjiangcj,
,,,反正容量大是必须的，要12还是13套那种,2016/4/7 3:21,funboymx123,
,,,"这东西就是价格排列好了，价格低的肯定是串货的，东西肯定一样的，只不过是有些地方为了提高销售量薄利多销。,有可能序列号是抹去的。,3600-3800元一台",2016/4/7 8:51,靛蓝的衬衫,
,,这东西就是价格排列好了，价格低的肯定是串货的，东西肯定一样的，只不过是有些地方为了提高销售量薄利多销 ...,谢啦,2016/4/7 23:25,神人阿呆,
,,"不至于这么娇气吧？,洗碗机属于耐用家电，跟洗衣机、电冰箱的耐用性差不多。,我2002年买的海尔洗 ...",这你就少见多怪了，当时海尔、美的都有。,2017/9/14 15:42,yyy9,
,,"不至于这么娇气吧？,洗碗机属于耐用家电，跟洗衣机、电冰箱的耐用性差不多。,我2002年买的海尔洗 ...","当时，海尔、美的都有。,而且卖洗碗机的商场也不少，西单商场、北太平庄家电卖场都有。我是从西单商场买的。",2017/9/14 15:45,yyy9,
,,,不能半仓洗，差评,2016/4/8 9:53,最爱小本,
,,,这个没假的，哪个便宜买哪个，越大越好,2016/4/8 11:37,scqgw,
～～洗碗机～～～～松下洗碗机为什么比西门子贵两倍多？,"我弄了个辅导班，有十几个孩子中午吃饭，想买个洗碗机，立柜式的。看了下13套的，海尔3000，西门子4000+，松下14000+，怎么会差这么多？,究竟该如何选择？",,,2017/7/18 14:39,山东青州,https://www.jdbbs.com/thread-8328524-1-1.html
,,不能半仓洗，差评,啥意思,2016/4/8 11:44,神人阿呆,
提振论坛人气，聊聊一个大家不太熟悉的家电：洗碗机,"先转帖别人的发言：,我买的是西门子23E831，12套的，锅碗瓢盆都可以放进去，再小锅就不好放了。这个看实体店和网店，销量应该是最大的。,现在使用了3周，一些体会如下：,洗得比较干净，对付油污特别轻松，但是有几样东西洗不太干净，比如干掉的米饭、很粘稠的粥、煮肉的泡沫黏在锅壁、煮蛋的残渣、干掉的面条等，这些就算手洗也需要用手抠或者用钢丝球刷的东西，不太对付得了。,餐具锅具的摆放也比较讲究，碗碟好办，就按照碗架一格一格倾斜放置，锅要垂直放在下篮。锅的侧壁有点弧度比较好，如果是纯圆柱形的锅，侧壁冲洗效果要稍差些。,锅铲、饭勺如果两面都黏了东西，上面可能洗不干净，因为洗碗机冲水只从下面往上冲，上面只有淋水。,洗完后，木筷子不是很干，担心有残留。正在试验环保的洗涤剂替代品，如小苏打替代洗碗粉，柠檬酸替代光亮剂。,铝制高压锅洗完发白。普通炒菜铁锅洗完由于完全没有油了，所以生锈了。,总体的感觉还过得去，但对餐具、锅具等有一定要求，摆放也是门技术活，另外就是需要一些预处理，将黏锅的东西先用钢丝刷刷掉，然后再进洗碗机。因为我很讨厌沾油污，所以都是用带柄的钢丝球刷子，刷完把刷子也扔进去一起洗。,我现在是两个人吃饭，早上吃完不洗，泡着，吃完晚餐一起洗，因为要洗锅，所以基本也装得快满，估计一天洗一次的，最多能支持4-5个人的量。,买这个洗碗机之前我也做了大量的功课，现在用洗碗机的人很少，找了很久，发现无忌论坛和篱笆论坛相对而言有些好帖子。针对一些常见的问题，答疑如下：,1. 费水费电费时？,No、Yes、Yes,一般用水量在10升多点，比手洗省水。,费电是会的，因为要把水加热。但一天一度电，也就几毛钱，还好。,费时也肯定的，一般要洗2个小时，不过这根本无所谓，又不用人看着。,2. 中餐太油腻洗不干净？,No，对付油腻最轻松！热水加洗碗剂，再油都不怕！,3. 中式碗太深洗不干净？,No，洗得很干净，只是比较占地方，相比西餐的碟子能放的数量少一些。,4. 洗涤剂、光亮剂等太费钱？,是有一点，但是推荐用洗涤粉，不用洗涤块，根据餐具多少和油腻程度，自己把握。其实放少少一点就行，热水洗不需太多洗涤剂。如果后续用小苏打代替效果好的话，也很省了。,5. 要先处理残渣再洗才会干净？,简单冲一下就行，如果有垃圾处理机就更方便了。当然比较黏锅的要先刷一下。,6. 锅放不进去，既然要洗锅，还在乎多洗几个碗？,买12套的，炒菜锅、高压锅、菜板什么的通通可以放进去。,7. 还需要消毒柜吗？,可以不要，因为洗碗机已经高温消毒了，有个碗柜就行。,8. 机器洗碗，人洗机器？,No，碗都洗干净了，机器只会更干净！每周把滤网取下冲冲就行。,9. 水垢问题,洗碗盐能减轻结垢，光亮剂有这个作用。盐的作用是软化水，自不必说，光亮剂是使水不易残留在器皿表面，所以结垢也减轻了，所以餐具杯子就会光亮。,10. 洗涤剂是否会残留？,这个我无法确定，后续我会试验小苏打和柠檬酸的组合，如果效果好，那么完全不担心残留问题了，都是可食用的东西。",,,2015/8/22 23:09,ss10,https://www.jdbbs.com/thread-5679101-1-1.html
,,,人傻钱多呗,2017/7/18 14:55,qqings,
,,,显然，你只能买当地有售后服务的。,2017/7/18 23:34,无心道,
,,,一句话，看菜吃饭。,2017/7/19 9:48,疾风鹏少爷,
,,,楼主的测试比较用心，谢谢,2015/8/23 7:57,rogerqee,
,,,"http://www.dajia365.com/article/f76e295dcf5023df.html,……,洗碗机是否能洗得干净是个非常重要的问题，因为如果连东西都洗不干净的话，这洗碗机就没有存的的意义了。为了验证这洗碗机到底能洗得多干净，于是我不停的在厨房中寻找最脏的东西。如果这些长时间没清洗过的，难以清洗的东西都能洗得干净，那足以证明洗碗机的能力有多强。于是，吃完晚饭后，将这些难以清洗的，非常脏的厨房用具和今晚吃饭的餐具一起放进去，不错，刚好放得完，摆得满满的，空间还是够大的。,……",2015/8/24 8:58,ss10,
,,,一万四的 卖3000也可以，卖一万也可以，抓住的是人的心理，认为贵的就是好,2017/7/19 10:08,tjxwb1,
,,,"对比下参数指标，尤其是噪音，一般噪音低的价格贵。,如果使用环境，不在乎声音大小，就选择便宜的海尔。我2003年买的海尔，除了运行时候声音大，其他方面没毛病。",2017/7/19 17:09,yyy9,
,,,"博西也有 一万多的,按照你这种需求,博西4000入门13套就行,松下那台别碰 不适合你",2017/7/19 17:50,Scrooge,
,,,我自己比较懒，只在网上找一些别人的资料分享，但大家有问题尽管问。实际上，10年前我在这里就有一个精华帖子。是北京网友V什么咨询，我和他以及玩家的互动。,2015/8/24 9:01,ss10,
,,,"http://test.smzdm.com/pingce/p/20748/,去年看到这篇文章，我一口气读完，很感慨。睡不着。",2015/8/24 9:44,ss10,
,,,松下那台是台下型的吧，进口的,2017/7/19 18:27,飞翔的荷兰人,
,,,"各取所需,223557jd6rz5mn5rwggg65.jpg,(54.58 KB, 下载次数: 0),下载附件,2017-7-19 22:35 上传",2017/7/19 22:35,疾风鹏少爷,
,,"http://test.smzdm.com/pingce/p/20748/,去年看到这篇文章，我一口气读完，很感慨。睡不着。","这篇文章写的不错，想买洗碗机的可以参考看看。,但文中那款美的洗碗机不值得购买，原因如下：,一、美的质控差，故障率比较高，售后差，很多售后人员都没接触过洗碗机。,二、美的这款8套的活动价2999元，性价比低。相比西门子12套洗碗机是德国原产，从遥远德国运到中国才买才37xx元。,现阶段洗碗机还是西门子23E831最值得推荐。",2015/8/25 9:00,star,
,,,"本帖最后由 dasen 于 2015-9-4 19:56 编辑,洗碗和洗衣一样，还是人工最干净。但是洗衣的劳动强度比较大，物件也大，人工的效率成为问题，所以洗衣机的发明和改进意义比洗碗机大的多。洗碗机的唯一好处就是不伤手，其它的一无是处。主要两种人使用，太忙和太懒的。下面楼层的已经有证明太懒的了，居然黄了三年，如果按时洗干净还需要洗碗机+碱+酶这么麻烦吗？不忙不懒的都能及时解决力所能及的事情。当然了，你有钱非要任性也无可厚非，那是你的自由。",2015/8/25 9:35,dasen,
,,,"好处不仅仅是不伤手。对我来说，每天可以少花近1个小时，而且洗的干净，干燥。,用户的评价才是最客观的。",2015/8/25 9:42,ss10,
,,各取所需,"恩 老爷的 抽屉式,抽屉式最好的地方是 摆放的时候,吃完饭很多碗碟毕竟是汤汤水水,而且洗碗机的碗碟必须倒扣,所以 倒扣的时候难免会有些水,所以博西的话 虽然每次都会倒掉水然后放碗 ，但是放碗后地上总归要擦一下,这点确实不如抽屉，抽屉直接往里倒好了,可惜 ，就是松下的容积比一般的13套确实有差距,所以往往要在容积和易用中间选择",2017/7/19 23:13,Scrooge,
,,一万四的 卖3000也可以，卖一万也可以，抓住的是人的心理，认为贵的就是好,"不，松下也有它的道理,类似的，海尔/费雪派克的 抽屉洗碗机也不便宜,当然 换句话说,博西的旗舰和miele入门开始就不便宜,贵有贵的道理,不过博西在4000价位的13套是近乎无敌的存在,毕竟就使用来说 完全符合要求,而德国产+结构功能都简单 所以确实也耐操,所以我确实更乐意推荐楼主便宜的博西入门13套",2017/7/19 23:16,Scrooge,
,,洗碗和洗衣一样，还是人工最干净。但是洗衣的劳动强度比较大，物件也大，人工的效率成为问题，所以洗衣机的 ...,自己用过了再下定论不迟。,2015/8/25 16:12,魔豆2011,
,,,还没尝试用过这玩意，最早装修时看过产品，好像是海尔的4000块钱，后来没买，就这么过去了。,2015/8/25 16:34,jesson,
,,,现在便宜很多了。西门子德国进口的已经卖到38XX。除非没地方放，建议买。,2015/8/26 8:52,ss10,
,,,"松下的台下式的是原装进口的，肯定贵。,只有台上式的是杭州松下基地生产的。",2017/7/20 8:23,大皮熊,
,,,博西的也是欧洲进口的。国产线还没架好呢。,2017/7/20 11:22,happyskyzl,
,,,我已经买了，西门子的13套独立式。京东买的3999，德国进口的。,2017/7/27 15:56,山东青州,
,,,作为2001年注册的老会员，真想这里热闹点。可惜我熟悉的东西人气也低。,2015/8/27 9:06,ss10,
,,,2口之家用12头的洗碗机有点太高配了吧？而且占地太大，跟洗衣机那么一个。我三口之家正打算买个8头的洗碗机，内嵌在橱柜里的。,2015/8/27 23:10,hzpanda,
,,,"如果今后也是两三个人，8套的也行。,美的和siemens有，刚好可以嵌入橱柜。（常规开口尺寸，一般的橱柜都支持。只是洗锅子类的东西不方便。",2015/8/28 15:02,ss10,
,,"不，松下也有它的道理,类似的，海尔/费雪派克的 抽屉洗碗机也不便宜",博西洗碗机网上没看到有卖的，JD和淘宝都没有,2017/7/27 17:48,wwanlf,
,,我已经买了，西门子的13套独立式。京东买的3999，德国进口的。,"本帖最后由 wwanlf 于 2017-7-27 17:51 编辑,也是打算买这个，但是看到楼上吧友说的博西4K价位也是13套，有些心动。搜了一下，原来博西洗碗机就是西门子，尴尬",2017/7/27 17:49,wwanlf,
,,,"没你说的那样。干饭粒什么的不用特殊处理，就是有食物残渣什么的，比如鸡骨头之类的，先倒到垃圾桶，然后放进去就好了。洗碗机就是为了不用手洗，如果还要手预处理，那还不如直接手洗算了。,洗的干净程度，和碗的摆放角度有很大关系。,特别的，有涂层的锅，不能放进去洗。",2015/8/28 20:04,createorreplace,
,,2口之家用12头的洗碗机有点太高配了吧？而且占地太大，跟洗衣机那么一个。我三口之家正打算买个8头的洗碗机 ...,"用12头主要是可以放锅进去洗。8套的有点难度了。,都是嵌入到橱柜，一样的，地柜高度稍微高点。",2015/8/28 20:06,createorreplace,
,,博西洗碗机网上没看到有卖的，JD和淘宝都没有,"博世 and 西门子,- -",2017/7/27 21:07,Scrooge,
西门子洗碗机73M610Ti和爱适易E200的下水怎么安装比较合适？,"我装修时预留了洗碗机的电源、进水和出水口，其中出水口就是预留一个地漏。 另外，我海淘了一个爱适易E200，看了说明书有一个洗碗机接口。,我看了一些经验分享，说洗碗机的排水需要增加一个什么air gap。,于是，我开始醉了。不知道怎么安装合适。以下哪个方案好：,方案一：洗碗机排水直接走地漏，排水管挂高,方案二：洗碗机排水接垃圾处理器，排水管挂高,方案三：洗碗机排水直接周地漏，排水管挂高接air gap,方案四：洗碗机排水接垃圾处理器，排水管挂高接air gap",,,2015/11/18 15:13,adamln,https://www.jdbbs.com/thread-5750275-1-1.html
,,现在便宜很多了。西门子德国进口的已经卖到38XX。除非没地方放，建议买。,我买的好像也是831，不太记得了，也是12套，奶茶东买的，优惠后36**还送清洁剂套装，比淘宝还便宜。其实这东西价格还是贵了，技术含量不高，我买的是低端德国进口版，因为我曾经看过一帖子说的很实在，一是这东西技术不现金，二是本来目的就是洗干净碗，其他高价的那些多余功能，都是锦上添花，可有可无。有钱就买高端咯。,2015/8/28 20:09,createorreplace,
,,"这篇文章写的不错，想买洗碗机的可以参考看看。,但文中那款美的洗碗机不值得购买，原因如下：,一、美的 ...","西门子确实家电不错，洗碗机的质量很好。,另外，beko马云家卖的，那么多家店，感觉就是一家的马甲，基本都是上海的，而且态度不太好，一副爱买不买的样子，如果不是上海的，建议小心点。。。其实奶茶东送货和价格都比马云家要好，我是关注了半年多，在淘宝咨询过好多卖家才下手的，仅供参考。",2015/8/28 20:12,createorreplace,
,,,方案2就行,2015/11/18 15:48,scqgw,
关于洗碗机和烤箱的选择  谢谢大家,"BEKO/倍科OIM26500X嵌入式电烤箱专业烘焙型12种模式整机进口联保,BEKO倍科半嵌入式洗碗机DSN05210X带半洗功能热风烘干替代253,0,6600包邮到楼下,SIEMENS/西门子SN23E831TI德国进口,SIEMENS/西门子 HB23AB522W 嵌入式电烤箱家用 全自动多功能烘焙,7800包邮到楼下,纠结买哪款  或者大家有其他款推荐吗？谢谢！！！",,,2016/3/21 20:17,kokokunkun,https://www.jdbbs.com/thread-5830906-1-1.html
,,,西门子洗碗机上下水均可，不用出水管高挂，机器本已高挂处理，地漏和上出水均可.,2015/11/20 12:08,bushtbs,
,,,你就美淘个主机吗？电源线和其他配件买的吗？,2015/11/23 0:08,gaojin6026,
,,,海淘主机就够了。我发现买了一个接口配件，其实没用,2015/12/24 16:29,adamln,
,,,beko便宜，西门子贵。洗碗机beko耗电量和水大点，西门子低点。,2016/3/21 20:21,lugangqiang,
,,beko便宜，西门子贵。洗碗机beko耗电量和水大点，西门子低点。,有其他推荐吗？谢谢！,2016/3/21 20:44,kokokunkun,
,,,"最好选择就是接垃圾处理器。,洗碗机排水温度高，正好冲洗垃圾处理器。",2015/12/24 21:28,Y_Y,
,,,买了多少钱？,2016/1/17 21:25,奔奔人生,
,,,一般都是洗碗机到垃圾处理器，当时注意洗碗机位置要高，不然倒流,2016/2/13 20:11,Abe_HO,
,,有其他推荐吗？谢谢！,"西门子的洗碗机，我看到一种12+1的3600元，蛮好的，耗电量也就是 1度一小时。,我感觉这玩意追求的是性能稳定性，而不是先进性。,烤箱没研究，我没需要经常烤东西的。我就用300元的烤箱。",2016/3/21 20:48,lugangqiang,
,,,"本帖最后由 lugangqiang 于 2016-3-21 21:13 编辑,看看此款SIEMENS/西门子SN23E831TI(德国原装进口独立式洗碗机，就是你说的哪款，12+1容量大，价格实惠,1.03度，12升水",2016/3/21 21:06,lugangqiang,
,,,一般都是洗碗机到垃圾处理器，当时注意洗碗机位置要高，不然倒流,2016/2/13 20:11,Abe_HO,
,,,洗碗机排水管弄个存水弯挂在水槽下面接垃圾处理器就可以了。,2017/9/6 22:42,lugangqiang,
关于洗碗机的问题,最近想买一个洗碗机，初步看中的西门子的，在选的过程用怎么发现中高端的型号在淘宝买要便宜好多，淘宝买安全吗？怎么便宜真的我？,,,2016/7/25 14:28,原来是她,https://www.jdbbs.com/thread-7721439-1-1.html
,,,5210说是2530的升级版，好在哪里，某宝没查出所以然。耗电1.05度，水量16升。,2016/3/21 21:11,lugangqiang,
,,5210说是2530的升级版，好在哪里，某宝没查出所以然。耗电1.05度，水量16升。,"DSN2530X替代 DSN1501X家用,2530 14升   1.02度",2016/3/21 21:29,kokokunkun,
,,DSN2530X替代 DSN1501X家用,2530那么便宜？,2016/3/21 21:31,lugangqiang,
,,,能提供机打发票，就可以买。,2016/7/25 15:06,jaso,
,,,这种有保修的，需要安装的，淘宝更安全,2016/7/25 15:10,lugangqiang,
,,,我也是淘宝上买了个， 低端的和京东差距小，高端的便宜1000多，所以还是买高端的， 估计高端的渠道利润大,2016/7/25 15:20,maken79,
,,5210说是2530的升级版，好在哪里，某宝没查出所以然。耗电1.05度，水量16升。,"DSN2530X替代 DSN1501X家用,2530 14升   1.02度",2016/3/21 21:33,kokokunkun,
,,,2530好像销量没啥的嘛,2016/3/21 21:35,lugangqiang,
,,2530好像销量没啥的嘛,淘宝可以刷呀···,2016/3/22 17:44,kokokunkun,
,,,可买，这种可以说目前没有假货，买完大西门子电话上门安装就行了,2016/7/25 16:38,suhhai,
,,,上网搜索“消费主张   洗碗机”，央视拍的，有参考价值。,2017/4/1 15:38,joe_ye,
,,,,2017/4/12 15:47,joneyz,
洗碗机70度洗碗排出的水也是70度吗？白色PVC下水管道能承受的了？？一般对安装有什...,"准备买洗碗机，橱柜下面有81cm高度，准备买个嵌入式的81.5cm高度的，橱柜可能要改造了。。,一般安装需要注意什么？？有什么安装要求？？,洗碗是70度的话，排水也是70度吗？？？，，就怕白色PVC管受不了，老化坏掉就麻烦了",,,2015/11/8 0:43,fly3891,https://www.jdbbs.com/thread-5741361-1-1.html
,,,本来考虑结果一搜，有人说洗碗机要先做好准备工作，米粒粘住碗内的洗不掉还得用手洗，而且摆放也费工夫，有人说花这时间摆放手洗也快洗完了。。。,2017/4/13 17:29,狱霸,
,,,转变观念好不好，用过再来说话,2017/4/13 18:00,纯公鸡,
,,本来考虑结果一搜，有人说洗碗机要先做好准备工作，米粒粘住碗内的洗不掉还得用手洗，而且摆放也费工夫，有 ...,粘结在碗上的米饭也能洗去，放进去之前将米粒去除更好，否则米粒也会积存在机器里面，也要手工去除。,2017/8/25 15:23,coess,
,,,这个，就要看你是买什么档次的洗碗机了。以某德国S品牌为例。它的大部分洗碗机都带有热能交换循环系统，也就是说在热水排出之前，会先进冷水在交换器里，这些冷水便会吸收原本机内高温污水的热量，同时把排水温度降低至50度左右甚至更低。这样做，有四个好处。一是尽可能地保留上次洗涤的热量节约能源，二是省时间刚进的清水由于吸收了一大部分余热，所以再次加温的时间就少了。三是保护排水管。四是减少前后两次水的温差，防止瞬间冷却，保护餐具不爆裂。,2015/11/8 0:50,jiandaliang1,
,,,洗碗机 消毒柜还是要经常用才好的,2015/11/8 8:02,殷殷荒诞,
,,这个，就要看你是买什么档次的洗碗机了。以某德国S品牌为例。它的大部分洗碗机都带有热能交换循环系统，也 ...,"本帖最后由 qqings 于 2015-11-8 14:19 编辑,你说的是高端型号吧,低端型号应该没有,我用的是831,是废水出来后再进冷水的.,我现在用的是普通排水软管延长了3米,走橱柜底下走,没有问题,我想pvc短时间走70度水不会出问题,毕竟不是长期保持70度.,但是给你这么一说,我倒觉得能不能自己搞个热交换系统,弄个大点的保温桶,排水管接上去,脏热水进保温筒,进水管延长一节不锈钢波纹管,盘在保温筒里,这样进水经过波纹管,就被保温筒里的脏热水给加热了,等进水完毕,开启水泵或者阀门,排掉脏水.,无标题.jpg,(34.69 KB, 下载次数: 41),下载附件,2015-11-8 14:19 上传",2015/11/8 13:52,qqings,
,,,碗筷需要碗蓝支撑，那么碗筷和碗蓝接触部位如何清洗干净？譬如手洗，假使手指一直按住碗的某个位置不变，这按住的部位按理是洗不到的。,2017/8/25 16:20,gsm,
,,粘结在碗上的米饭也能洗去，放进去之前将米粒去除更好，否则米粒也会积存在机器里面，也要手工去除。,嗯，靠70度的热水还是能化开的，只是还有个问题会让洗碗机荒废，就是洗碗机洗到后来自己里头都是油污，你还得洗它！上门洗是100块大洋。。。我感觉洗碗机最好还是洗最后过清水那一遍为好，前面还是自己先放不锈钢盆里加洗洁精泡洗，把去油污后的碗再放进洗碗机里洗,2017/8/26 7:32,狱霸,
,,,用完洗碗机后，由于冷热温度关系，隔一两年就要买套碗具,2017/8/26 7:37,海浪FM,
,,"你说的是高端型号吧,低端型号应该没有,我用的是831,是废水出来后再进冷水的.,我现在用的是普通排水软管 ...",弄得太复杂，还是手洗算了！,2015/11/8 15:24,sbhhh,
,,"你说的是高端型号吧,低端型号应该没有,我用的是831,是废水出来后再进冷水的.,我现在用的是普通排水软管 ...",原理上，当然是可以这样，它洗碗机的原理也不过如此。但差别还是很大的。根据原本它公布的一些原理图。洗碗机的这个热交换系统，位于洗碗机壁的两侧，有一定的厚度，所以为什么这个系统在 高端型号上比较常见。如60CM宽的洗碗机。它主要是在主洗程序加热管不再工作的的后半段时间里，进了清水储存在洗碗机的两侧水箱里，一边加热清水，同时降低机内水温，这个过程由电脑控制，进水太早或太晚，都达不到节能的目的。太早了，加热管还在工作，等同时同时加热两份的水。进水太晚了，热交换效率太低也无法达到降低机内水温的效果，还会因突然喷进冷水可能导致被加热的餐具破裂。,2015/11/9 0:55,jiandaliang1,
,,原理上，当然是可以这样，它洗碗机的原理也不过如此。但差别还是很大的。根据原本它公布的一些原理图。洗 ...,"那我这个831低端洗碗机又是靠什么来确保冷水不会损坏热餐具呢?,难道它天生也配有热交换系统,只不过我不知道而已?",2015/11/11 16:26,qqings,
,,嗯，靠70度的热水还是能化开的，只是还有个问题会让洗碗机荒废，就是洗碗机洗到后来自己里头都是油污，你 ...,程序是先喷水浸泡，等污物松软后用加了洗涤剂的70度水高压冲洗，然后再多次清水冲洗，一个完整的程序要195分钟，能冲洗掉的东西都冲干净了。,2017/8/26 16:33,coess,
,,程序是先喷水浸泡，等污物松软后用加了洗涤剂的70度水高压冲洗，然后再多次清水冲洗，一个完整的程序要19 ...,额，滚筒洗衣机有人都受不了说洗衣时间太长，洗个碗195分钟。。。,2017/8/27 6:54,狱霸,
,,嗯，靠70度的热水还是能化开的，只是还有个问题会让洗碗机荒废，就是洗碗机洗到后来自己里头都是油污，你 ...,"我就奇怪了锅碗上面的油污能洗掉,那么洗碗机内壁为什么洗不掉,难道内壁是多孔性活性炭做的?,我的洗碗机已经用了快两年了,除了有时候米粒较多或者有细长的菜叶会堵住滤网,需要清理一下滤网,洗碗机内壁干干净净,至于说洗碗时间太长,我都是早中餐的碗用水简单冲一下放在水槽里,和晚餐的碗一起放进洗碗机里,定时9点以后开洗(电费半价),到早上干干爽爽的锅碗就可以用了.",2017/8/27 9:58,qqings,
,,"那我这个831低端洗碗机又是靠什么来确保冷水不会损坏热餐具呢?,难道它天生也配有热交换系统,只不过我不 ...",没有热交换系统，并不代表就会伤害餐具。热交换系统首要目的是节能，然后是节省时间。如果没有那种高端的热交换系统，通常是先排掉污水，然后进清水，紧接着加热至原来差不多的温度再启动水泵喷淋。洗碗机的清洗原理，并不像洗衣机那样一进清水就直接喷到热餐具上面。打开机门，会发现最下面有一个存水空间。喷淋到餐具上面的水滴落下来之后，就回到这个存水槽，然后经过残渣过滤器，被水泵吸入再次进行喷淋。以现在的电子控制技术，只要是大牌一些的洗碗机，是完全不用担心什么热餐具喷冷水而爆裂的情况的。像西门子那种什么热循环交换系统，晶石烘干系统。首先是技术的一种创新，是品牌实现自我价值的体现。唯有不断的创新，才能在市场上保有一席之地。,2015/11/11 23:22,jiandaliang1,
