title,ask,answer,content,time_now,user,href
（转载帖）八大空调拆解：大金格力均无电路防水保护盒(2),"松下,(,0,,,0.00,,,0.00%,)大金三菱重工三强拆机对比,拆解： 松下CU-HE13KH1空调,压缩机被称为空调心脏部分，其性能直接决定空调能否拥有良好的性能。松下CU-HE13KH1空调采用松下自有品牌压缩机。与上一代产品相比，松下采用新一代变频器，实现“无级争先波变频技术”，提升与直流变频压缩机吻合性的频率控制。,松下CU-HE13KH1空调拆解,松 下CU-HE13KH1空调采用3叶式异径轴流风扇，通过对叶片的特殊设计，增加风量和风压，同时减少切风噪音。实验室数据表明，相比松下旧款产品其风量 提高8&，输入抗阻削减16%，噪音降低1.7分贝。产品采用亲水锡箔蒸发器，通过冷凝水实现蒸发器的自动清洁，提高空调在长时间使用后的高效稳 定。,松下CU-HE13KH1连接管,室外机热交换铜管采用内螺纹设计，同时螺纹的扭曲角度进行优化，提高空调室外机的热交换效率，散热片具有独创立体构造，增加热交换面积。,外机电机由广东威灵电机厂提供，功率40W 转速950r/min,松下CU-HE13KH1空调为全直流变频空调，室内、室外机风扇均采用直流无刷电机。其室外机电机由广东威灵电机厂提供，功率40W 转速950r/min。,拆解：大金FTXF135NC-W,大金空调一直专注于高效能变频压缩机，其钕磁铁摆动式压缩机更是产品的一大亮点。大金FTXF135NC-W采用了大金自行研发的钕磁铁磁租式直流电机。四片钕磁铁嵌入转子中，借助钕磁铁强于普通磁铁10倍的磁性，提高电机的压缩机效率。,大金FTXF135NC-W空调拆解,室外机增加了一组散热片,大 金FTXF135NC-W并没有配备独立的防水盒设计，其电路采用了侧式设计，其电子元件几乎处于裸露状态，其防水仅靠一片保护棉材料和外机顶盖，防水部 分凸显“单薄”。大金FTXF135NC-W采用专用材料进行包裹，保留采用内层为橡胶材料，同时压缩机顶部，底部以及裸露的管路均进行了细致仔细的包 裹。其包裹层数为两侧，这一点相比松下CU-HE13KH1空调的包括材料,采用日本芝浦电机(浙江)制造的无刷电机,大金FTXF135NC-W为全直流变频空调，其驱动风扇全部采用直流塑封无刷电机，室外机采用日本芝浦电机(浙江)制造的无刷电机，额定功率33瓦，转速1000r/min，在规格参数部分优于松下CU-HE13KH1空调。,拆解：三菱重工SRCMB35HVBG,三菱重工SRCMB35HVBG变频空调的室外机部分保持了三菱重工空调一贯的高水准，整体化的钢板结构，加强了室外机的稳定性，镀锌钢板搭配烤漆的工艺设计，加强了产品的防水、防锈能力。产品采用了大尺寸的PCB电路板，并使用专用电路盒以加强防水特性。,三菱重工SRCMB35HVBG变频空调,三 菱重工SRCMB35HVBG变频空调的室外机重量达到了35kg，更重的质量代表了更丰厚的用料。产品采用双排冷凝器，全部采用高效内螺纹铜管，提供热 传导效率。三扇叶的设计，扇叶形状如同镰刀状，尾部锯齿状接口有效降低切风噪音，降低空调运转时的室外机噪音水平。,三菱重工SRCMB35HVBG变频空调,热交换是空调工作的核心三菱重工SRCMB35HVBG采用独创NL节能开窗翅片，通过空气搅动技术实现更为高效的热交换效率，提高制冷制热速度，节能率提高30%，经过优化的M型外机换热翅片，通过高维结构实现热交换和空气流量的平衡，提升10%的热交换效率。,三菱重工SRCMB35HVBG变频空调,三菱重工SRCMB35HVBG为全直流变频空调，空调风扇电机采用了来自日本电产芝浦(浙江)的直流无刷电机，功耗为24瓦，额定转速850r/min，电机可控制转速，更加节能，无电刷设计延长电机的使用寿命。,格力海信科龙TCL格兰仕拆机对比,格力KFR-35GW/(35583)FNAa-A3的室外 机尺寸为776*540*320mm，相比三菱重工780×290×540mm，领着的尺寸基本一致。而在重量部分，三菱重工为35kg，格力为 32kg，简单的以重量判断，格力的“身材”就要单薄了一些，当然这仍高于同类产品的30kg的均重。,格力KFR-35GW/(35583)FNAa-A3,“好空调选格力”是格力空调的广告语，从外机拆解来看，格力没有让用户失望，产品做工严谨扎实，采用双排冷凝器，采用内螺纹铜管。蓝色亲水锡箔冷凝器，通过冷凝水可以实现对冷凝器的自动清洁，提高长时间使用后的运行效率。,格力KFR-35GW/(35583)FNAa-A3,格力KFR-35GW/(35583)FNAa-A3压缩机被紧密的包裹，包裹材料与三菱重工比较一致，只是在夹层中增加了橡胶材质，整体表现优于三菱重工。扇叶部分，采用三扇叶设计，造型更加夸张，同时叶片表面增加了凸点以降低运行噪音。,由珠海凯邦电机有限公司制造的交流电机,格力KFR-35GW/(35583)FNAa-A3不是一款全直流变频机型，点击采用了由珠海凯邦电机有限公司制造的交流电机，额定功率35瓦，额定转速860转/分钟。,海信KFR-35GW/EF80S2 科龙KFR-35GW/EFVMS3a,海信KFR-35GW/EF80S2空调80*55*26cm，尺寸更大，重量也达到了34Kg。拆机后，我们发现EF80S2空调采用了三扇叶设计，扇叶形状类似于镰刀状，特殊的造型设计，减少风扇在切风时的噪音。,海信KFR-35GW/EF80S2空调外机,海信EF80S2空调采用了500级电子膨胀阀，拥有自动、精确地调节节流状态的能力，系统制冷量和能效比高20%。该机采用了海立直流变频压缩机，型 号为ASD102SKPA6JT1。采用R410A制冷剂，转速允许变化范围1000-7200r/min ，制冷剂允许充注量1000g。,科龙KFR-35GW/EFVMS3a空调,科 龙KFR-35GW/EFVMS3a空调室外机由镀锌自攻螺丝固定，风扇采用了三扇叶设计，扇叶采用镰刀状特殊形状处理，。空调采用双排冷凝器，采用亲水 锡箔材料，在开启“清洁”模式后，空调会通过冷凝水对散热翅片进行清洁，以提高散热片的热交换效率。海信、科龙两款产品在室外机内部结构上基本一致，如果 不是两款产品的品牌logo、扇叶形状有所区别外，没有其他差别。,压缩机包裹,海信EF80S2(科龙KFR-35GW/EFVMS3a)空调电路部分用塑料盒进行包裹，起到一定防水性。电路板有独立的密封盖，空调外机上盖配备了专用隔离棉，加强空调电路的防水性。,浙江卧龙电机提供的直流无刷电机,科龙KFR-35GW/EFVMS3a采用了由浙江卧龙电机厂提供的交流电机，额定转速840r/min，额定功率21瓦。,浙江卧龙电机提供的直流无刷电机,海信 KFR-35GW/EF80S2是一款全直流变频空调，在空调散热电机部分，该空调采用了浙江卧龙无刷直流电机，无需其他设备即可平滑的控制风扇转速，更加节能，无电刷设计延长电机的使用寿命。,对比科龙EFVMS3A 海信EF80S2a加入了500级电子膨胀阀,对 比科龙EFVMS3A，尺寸和重量只是两者差异的外表，仅凭用料，海信EF80S2空调显然还不能实现空调能效级别的提升。关键技术在于，海信 EF80S2空调加入了电子膨胀阀。海信EF80S2空调采用了500级电子膨胀阀：温差控制在±0.5°C 拥有自动、精确地调节节流状态的能力，系统 制冷量和能效比高20%。,格兰仕 KFR-35GW/RDVdLD47-150(2),格 兰仕空调拥有自清洁的功能，通过制冷过程中产生的冷凝水，自动清洁冷凝管，避免因灰尘附着而导致的制温效果下降。该机电路板做工清晰，接线部分采用了模块 化设计，易于拆装和维修，不过电路板朝上的设计在结构上并不利于防水。这款格兰仕空调采用了自产风扇，塑封设计，通过了IPX4防水测试以及国家3C认 证。,格兰仕 KFR-35GW/RDVdLD47-150(2),空调压缩机采用了专用的保温棉，保温棉为三层设计，中间填充了橡胶材质。相比一些产品采用“黑心棉”的做法，格兰仕这一点“厚道”。,格兰仕 KFR-35GW/RDVdLD47-150(2),作为变频空调，将220V 50Hz交流电转换为直流电是空调是空调一项重要工作。格力空调变压电路位于空调电路板下方，由一组电感和电流组成。,格兰仕空调采用了自产风扇,拆开空调外机，我们可以看到格兰仕空调采用了自产风扇，塑封设计，通过了IPX4防水测试以及国家3C认证。,TCL KFRd-35GW/DN13BpA,这款TCL变频空调的采用了大直径、不等距的三风扇设计，为的是优化风扇运行，在源头上控制空调运行的噪音；该机的散热翅片采用双排铜管，两排铜管尺寸相同，提高空调室外机热交换的能力。,TCL KFRd-35GW/DN13BpA,TCL钛金空调，创造性地将纳米钛运用于蒸发器和冷凝器表面，令空调机内部长久清洁，提高空调热交换能力，避免因为长时间使用导致空调性能下降。,创造性地将纳米钛运用于蒸发器和冷凝器表面,防锈、防雨是室外机遭遇的最大的挑战，TCL KFRd-35GW/DB12Bp空调室外机采用了烤漆钢板，漆面平滑，起到良好的防水效果，镀锌自攻螺丝的使用，避免因螺丝松动导致的空调外机的损坏。,中山大洋电机,空调采用了中山大洋电机，转速为600-900r/min，交流电机，额定功率27瓦。",,,2016-6-28 13:08,南昌雪军,https://www.jdbbs.com/thread-7651539-1-1.html
,,,松下电机厂是倒闭了还是停产了?自家高端机都不用松下电机。有点像亲生孩子不要，硬把隔壁王老五的孩子当做自家孩子。,2016-6-28 19:28,jesson,
,,,都不咋地的感觉~,2016-6-28 20:30,happy2lcn,
,,格力的内脏不堪入目，跟成龙一个样.,违法而而,2016-6-30 18:15,南昌雪军,
,,都不咋地的感觉~,哈哈········,2016-9-26 16:47,南昌雪军,
,,,摘抄的文章，请务必注明出处，以免版权麻烦,2016-9-26 17:03,被迫生活,
,,摘抄的文章，请务必注明出处，以免版权麻烦,好的··········,2016-9-26 19:03,南昌雪军,
,,,作为一个外行+白电小白，不是看的很懂，最好能加上一些点评，把优缺点都说说，这样更直观,2016-9-28 10:32,zjwjoy,
不知道大金FVXG72JV2CW6这个什么型号？,"FVXG72JV2CW6:老库存处理价格10500，,刚一个大金的经销商给我的消息,不知道是几几年的产品，心里没底",,,2016-9-26 19:03,sam哥哥1981,https://www.jdbbs.com/thread-7847751-1-1.html
,,,http://www.jd-bbs.com/forum.php?mod=viewthread&tid=2579290,2016-9-26 20:03,向前走就这样走,
"大金多联机装好了,一切按我要求进行,然而突然细思极恐","今日安装4mx115一拖二,接管暂且不表,只谈抽真空.,此机液气管都有加液口,安装师傅将气压表的两根管分别接在液口和气口(红管接气管,蓝管接液管,其实这是错的),开启压力表上的高低压阀,开启真空泵,连续抽20分钟,低压表保持在-0.1,关高低压阀,关泵,等待1分钟,低压表指针没有变动,保持在-0.1,慢慢开启液阀,低压表气压上升,立即关闭液阀,低压表气压逐渐下降到稳定,循环操作几次,使低压表稳定下来气压超过0(大约是2-3个压),保持1分钟,气压未下降,拔掉红管(连接在气管上),发出放气的声音,拔掉蓝管(连接在液管上),发出放气的声音,开启液阀,发出气流的声音,开启气阀,发出气流的声音.,以上操作简直完美极了了,可是后来仔细一想......,一切操作都是盯着低压表的,根本没看高压表.,开启液阀的时候,制冷剂进入气管了吗?,开启液阀,制冷剂首先到达电子膨胀阀(此多联机靠膨胀阀控制每个内机的冷媒流量),那么电子膨胀阀在未通电状态,是保持常开呢,还是保持常闭呢,假如保持常开,那没有任何问题,制冷剂通过膨胀阀,进入室内机,然后回到气管,此时高压表应该有压力(表针会动,但是没去看它).,但是如果膨胀阀是关闭的,那制冷剂根本流不过膨胀阀,低压表在膨胀阀之前,确实是有压力了,但是膨胀阀以后包括室内机,都还是真空状态,这时候拔掉红管(接在气管上),空气进入室内机,发出放气的声音........,欧真空白抽了.....,这会吗?",,,2016-9-25 19:38,qqings,https://www.jdbbs.com/thread-7847257-1-1.html
,,,"本帖最后由 qqings 于 2016-9-25 20:08 编辑,根据安装说明书,抽真空只要连接气管的加液口即可,不用连接液管,那么它提供两个加液口干什么呢,而安装师傅都是这么两个都接,抽完负压拔管,在我的要求下才正压拔管的.,其实这里最大的问题是膨胀阀在液管阀门的后面,这和普通空调不一样,如果膨胀阀是关闭状态,那么其实液管阀门到膨胀阀,膨胀阀到内机再到气管阀门,这是两个隔离的空间,刚才的操作中,抽真空是同时对两个空间,但是放液只针对了前一个空间,而后一个空间还是真空状态,这样慢慢拔管,比普通的快速负压拔管还要差.",2016-9-25 20:04,qqings,
,,,"家里还真有装这个的,来自:家电论坛Android客户端",2016-9-25 22:38,发烧二十年,
,,,大概是开发商送的吧。,2016-9-25 22:51,jesson,
,,,"仔细又看了遍安装说明书,说明书是要求连接气管,抽真空,开液阀,如果膨胀阀是关闭的话,制冷剂根本不能流到气管侧.而我的操作是双管齐抽,然后也是开液阀,所以操作也是没有问题的,不用纠结了.,IMAG1176.jpg,(216.85 KB, 下载次数: 0),下载附件,2016-9-26 08:36 上传",2016-9-26 08:39,qqings,
,,,"至于为什么用这机器,既不是开发商送的,也不是别人送的,就是我自己买的,你最多说我傻是吧.,一个客厅一个餐厅,外机机位只有一个,一天用不了几个小时,你说我还能装什么,vrv好对吧,我要那么好干什么,钱是天上掉下来的啊?",2016-9-26 08:52,qqings,
大金FTXJ335 RCDW 1.5p价格3700，FVXS272NC-N 3p价格11700这价格怎样？,"大金FTXJ335 RCDW 1.5p价格3700，FVXS272NC-N 3p价格11700这价格怎样？,另外大金FTXJ335 RCDW 与，大FTXJ336 RCDW ，FVXS272NC-N 3p与FVXG272NC-N 3p有什么区别？",,,2016-9-25 00:10,sam哥哥1981,https://www.jdbbs.com/thread-7847000-1-1.html
新风系统，松下还是大金还是科力鑫？,新房子准备装修，准备上套新风，以前看松下，大金的都得1万左右，无意间在张大妈哪里看到科力鑫的热交换的250风量的才不到3000，不带热交换的更便宜，价格差别很客观，不知各位大神有了解的吗？值不值的入国产的？各位大神来说到说到！,,,2016-9-11 20:09,arbenstone,https://www.jdbbs.com/thread-7831485-1-1.html
,,,楼主你觉得1万块的东西和3000块的东西会一样么？这答案自己心里都有数的,2016-9-13 15:28,robbie14,
,,,"今天问了一下客服，可立新的风机不是直流变频的，而且是自己组装的风机。想要直流的得定制。就这一点pass。,另发现浙江的另一家叫德备的宣传是松下直流变频风机价格比科的稍贵点，但是比松下和大金的还是便宜不少，有了解的说说怎么样。",2016-9-13 22:27,arbenstone,
大金2匹挂机这两款有何区别？,想买一台大金2匹的壁挂机，目前有两款：FTxG250Nc-w直流变频2级能耗8470元。FTxR15ORc-w/N一级能耗8200元。想问一下：为何-级能耗的反而比二级能耗便宜？这两款有何区别？,,,2016-8-27 22:45,星座2号,https://www.jdbbs.com/thread-7758258-1-1.html
,,,"你确定按照大金的标法,150R不是1.5P的机器？,好吧，确实FTXR150RC是2P机,新款 康达气流（虽然我对此表示...吹 继续吹）,1级能耗 强老款不少,具体价格 ，这支由当地卖场才清楚了",2016-8-27 22:55,Scrooge,
,,"你确定按照大金的标法,150R不是1.5P的机器？",看标示FTxG250室外机质量48Kg！,2016-8-27 23:00,星座2号,
,,看标示FTxG250室外机质量48Kg！,"大金还没到，做个新款1级能耗的机器,还不如老的2级能耗的地步，所以...",2016-8-27 23:52,Scrooge,
,,"你确定按照大金的标法,150R不是1.5P的机器？","150,代表1级能耗50机器。",2016-8-29 08:54,cutexuxu,
,,"150,代表1级能耗50机器。","哦 对,原来这样恩 大金一般都是135 235这样子,恩 傻了",2016-8-29 08:55,Scrooge,
,,,"好像g系列高级感,能耗别在意，,基本路数，我猜的，1小排高转加大风机，然后就是各种算数字算法，虚，一点不是在,制冷剂，压缩机类型一样，按重量买不会太搓吧,特别是低能耗区间，压缩机出力小，除湿能力不够，也影响体感",2016-8-29 09:10,che_781,
,,"150,代表1级能耗50机器。","大金的标识最方便看，,前面数字123是能耗，后面两位是制冷量，建议各厂家学习，特别是国产货，别整乱七八糟中文名了",2016-8-29 09:20,che_781,
,,"好像g系列高级感,能耗别在意，,基本路数，我猜的，1小排高转加大风机，然后就是各种算数字算法，虚，一点 ...",R至少改进了打进一只被诟病的高频问题啊,2016-8-30 10:12,Scrooge,
,,R至少改进了打进一只被诟病的高频问题啊,"高频上去了，外机是不是就可以轻一点了，其它感觉没变化啊,外机电子原件重量可以忽略，只有省铜管了，这个明显，高频只是电路驱动改进吧，问题哪种环境也不会一直高频啊，短时的，",2016-8-30 11:34,che_781,
,,R至少改进了打进一只被诟病的高频问题啊,请教一下 大金高频什么问题？,2016-9-4 15:48,cutexuxu,
大金3P柜机U4问题（多次出现且自行恢复了）求助,"家里的大金空调柜机，变频的，具体型号不记得了，就是商场里很容易见到的那种香槟金色的，机器大概是07年开始使用的，到如今9年了，之前一直都很好，但近期出现过几次U4错误码的问题，第一次出问题时喊了售后来维修，售后来了之后检查了下插座，重新上电之后机器竟然好了（其实在售后重新上电之前一天我都试过好几次，都不行），然后售后啥也没检测就开了个收费单走人，但在之后到目前的一个月多一点的时间里，又出现了2次这个问题，第二次是比较快自己恢复了；第三次也是花了几天在今天又自行恢复了，本来都保修了，维修人员明天过来，但晚上和拍单的经理联系说如果故障消失了他们过来也检查不出来啥。,我就是想问下这个问题到底和什么有关系，有说和信号线有关，有说和供电模块有关。我记得第一次出问题之前是下过一场很大的暴雨，我家楼上的空调冷凝水都是直接滴在我家柜机的外机上的，长期都是这样，我怀疑是不是信号线可能性大一点，时间长了估计线皮老化，有裂纹，外界的水导致其短路而导致通讯故障？,求高手解答，谢谢。",,,2016-8-22 19:25,huiyugan,https://www.jdbbs.com/thread-7751143-1-1.html
,,,信号线中间有加长吗？,2016-8-22 19:50,向前走就这样走,
,,信号线中间有加长吗？,没有加长，都是原厂全原状态安装的,2016-8-22 19:53,huiyugan,
,,,先换线试试，可以单独扯一根通信线,2016-8-22 19:58,向前走就这样走,
,,先换线试试，可以单独扯一根通信线,多谢兄弟。售后换这种信号线大概多少钱？下次再出问题我直接让他们换上得了，免得烦,2016-8-22 20:05,huiyugan,
,,多谢兄弟。售后换这种信号线大概多少钱？下次再出问题我直接让他们换上得了，免得烦,"电线很便宜，但如果是叫售后的话，你懂的......,外机位置好的话完全可以自己动手,另外，U4不一定是内外机之间通信故障，有可能内主板到操作板，外主板到模块，甚至是外风机都有可能引起,反正先换线吧。时好时坏的问题最麻烦",2016-8-22 20:08,向前走就这样走,
,,"电线很便宜，但如果是叫售后的话，你懂的......,外机位置好的话完全可以自己动手",嗯，谢谢兄弟了，这玩意自己搞还是比较麻烦，没经验没办法，只能花钱消灾,2016-8-22 20:15,huiyugan,
,,,基本板子零部件开始老化的关系，建议换机比较划算,2016-8-22 20:22,诚诚电器,
,,嗯，谢谢兄弟了，这玩意自己搞还是比较麻烦，没经验没办法，只能花钱消灾,不客气,2016-8-22 20:30,向前走就这样走,
,,基本板子零部件开始老化的关系，建议换机比较划算,机器也就用了不到10年呢，不算多么老吧？现在的新机器估计也就是冷媒方面进步了，电机等方面真不好说,2016-8-22 21:37,huiyugan,
,,"电线很便宜，但如果是叫售后的话，你懂的......,外机位置好的话完全可以自己动手",要是换线的话是不是把你说的这几个通信线都更换一下？,2016-8-22 21:38,huiyugan,
,,要是换线的话是不是把你说的这几个通信线都更换一下？,通信线就1根,2016-8-22 21:40,向前走就这样走,
,,通信线就1根,"哈哈，好吧，我是空调菜鸟,对了，现在国产还有没有好的神机？就是综合性能已经能抗衡日系老牌劲旅的机器",2016-8-22 21:48,huiyugan,
,,,不要说这个问题,2016-8-22 21:55,shenrenrenren,
,,"哈哈，好吧，我是空调菜鸟,对了，现在国产还有没有好的神机？就是综合性能已经能抗 ...","3P机么？,没买过，这个不好说，不过抗衡老款大金应该问题不大",2016-8-22 21:57,向前走就这样走,
,,机器也就用了不到10年呢，不算多么老吧？现在的新机器估计也就是冷媒方面进步了，电机等方面真不好说,空调基本是8到十年。你的9年了够本了,2016-8-23 07:35,诚诚电器,
日规大金URURU 今天上墙了！32，34楼更新遥控照片,等了半天，今天终于把大金URURU上墙了 ，告别我用了10年的三菱重工单冷定频机器，因为福州这个地方冬天真的不需要制热，真空抽了半个小时，至于那些怎么拔管啊  ，什么表 啊   我没有去研究 ，师傅就是一边放冷媒一边拔管，我害怕R32危险，当时拔管的时候我很紧张，就只有一个师傅和我一起安装，累死了，用了两幅的铁架，因为我把变压器也挂在外墙上了，隔离变压器足足60斤重，放在室内怕干扰，所以就用空调铁架，还有这个机器真的灰常安静啊！哪怕最高频率的时候，我开18度，外机也几乎没有声音！ 还有就是空气管子不够长，我买了洗衣机管子来代替，用胶布对接起来，很傻逼得做法，哎，凑合的用用吧！不知道这个机器性能和松下那个进口的VE 有没得比！毕竟我这个只是层色非常新的二手机， 很多功能我不会用，遥控器太复杂了，居然空调还有音量控制，原来是控制遥控滴滴声音的大小，而且还有三个档位，大中小，看来日本人很注重细节，这么小的功能都有哇！还有就是一大堆鸟语的菜单好多，不知道怎么玩！我把这台机器的换气功能开到自动档，换气的时候声音真的很大，呼呼响，好像是从外机顶部抽风进来！,,,2016-7-30 18:42,linweiab,https://www.jdbbs.com/thread-7723895-1-1.html
,,,遥控功能太多 ，不会玩！哎！,2016-7-30 18:44,linweiab,
,,,好机子，期待后续测试。,2016-7-30 19:10,7080137,
,,好机子，期待后续测试。,"不小心按了反对,我想要说明书，还在研究 ，不会玩",2016-7-30 19:20,linweiab,
,,好机子，期待后续测试。,"本帖最后由 linweiab 于 2016-7-30 19:33 编辑,接下来就是把客厅空调换成日规的夏普,http://www.sharp.co.jp/aircon/products/fx.html,就是这台56的机器 ！ 等秋天吧！",2016-7-30 19:21,linweiab,
,,,先来个测试撒。。。。。。。,2016-7-30 19:52,无心道,
,,先来个测试撒。。。。。。。,怎么测！要怎么测！请指点，买什么来测,2016-7-30 19:55,linweiab,
,,,先测功率哪，参照他人牛机测试贴。譬如论坛有人测美的喜马拉雅、格力月亮女神，你搜一下,2016-7-30 19:58,无心道,
,,,"啥渠道能搞到这种机器啊？ 要装这么大的一个变压器,貌似不是一般的折腾哦",2016-7-30 20:44,5th_Freedom,
,,"啥渠道能搞到这种机器啊？ 要装这么大的一个变压器,貌似不是一般的折腾哦",这个变压器是日本进口松下的3000W隔离变压器，因为是隔离的才比较大，其实这台机器2000W都足够了！但是我感觉3000W会比较来的安心一点,2016-7-30 20:48,linweiab,
,,,好东西，佩服,2016-7-30 20:59,GTRRAZ,
,,,"本帖最后由 linweiab 于 2016-7-30 22:06 编辑,想不明白 同一个型号 ，100V 和200V 能效比差那么多！哎   100V居然只有6.2    200V的居然有7.0",2016-7-30 22:04,linweiab,
,,,看上去非常棒，安装给满分。希望使用体验能够上几个台阶。,2016-7-30 22:09,John_Lotto,
,,看上去非常棒，安装给满分。希望使用体验能够上几个台阶。,"本帖最后由 linweiab 于 2016-7-30 23:43 编辑,我现在去日本官网看看，能不能下载到说明书， 好多功能不会用！流光能会有一点点电流滋滋声，虽然声音不大，很好用 ，我都想去日亚   再买一台回来了！",2016-7-30 22:16,linweiab,
,,,本土机尽量买40机以上机型比较方便，200V直接用就行了，不用接变压器。,2016-7-30 23:34,jybabe,
,,这个变压器是日本进口松下的3000W隔离变压器，因为是隔离的才比较大，其实这台机器2000W都足够了！但是我 ...,"哪里能弄到200V的日规大金，或者三菱雾峰也OK，40没有的话56或者63也问题不大,话说楼主这台多少钱",2016-7-31 02:56,dven,
,,本土机尽量买40机以上机型比较方便，200V直接用就行了，不用接变压器。,"本帖最后由 dven 于 2016-7-31 03:01 编辑,买台63估计不比国内三匹柜机差",2016-7-31 02:56,dven,
客厅想买空调3p的，大金跟格力选一个，希望大家给点意见。,"1w左右的求推荐,20160823181647_57bc228f6e31c.jpg,(104.99 KB, 下载次数: 1),下载附件,2016-8-23 18:17 上传,20160823181650_57bc22926dbe0.jpg,(107 KB, 下载次数: 1),下载附件,2016-8-23 18:17 上传,来自:家电论坛Android客户端",,,2016-8-23 18:17,wklkkl,https://www.jdbbs.com/thread-7751605-1-1.html
,,,居然把大金与格力并列做选择，论坛日粉要不开心的。。。。。,2016-8-23 18:33,无心道,
,,居然把大金与格力并列做选择，论坛日粉要不开心的。。。。。,"本帖最后由 Scrooge 于 2016-8-23 18:38 编辑,3级大金又不咋又不是帕蒂能,何况客厅机型 又不是卧室,要温控要静音 要持久稳定,各方面要求都高,客厅没那么高要求啊,就算有 也不一定做得好",2016-8-23 18:36,Scrooge,
,,,一直觉得圆柱靠外形在骗钱，这种冷风直吹人不合理的鬼东西,2016-8-23 18:41,最烂的时代,
,,,加钱上帕蒂能,2016-8-23 18:54,dp10,
,,加钱上帕蒂能,"额,来自:家电论坛Android客户端",2016-8-23 22:11,wklkkl,
,,,"本帖最后由 南昌雪军 于 2016-8-24 03:08 编辑,2者不是一个级别的····你说怎么选？,拿一台海尔帝尊吧···········,要啥有啥,顺便找你500元·········",2016-8-24 03:07,南昌雪军,
,,,大金应该会好点，格力虽然是大金技术但是多少有差距的，不过你大金为啥选这颜色,2016-8-24 07:17,dven,
,,,大金应该会好点，格力虽然是大金技术但是多少有差距的，不过你大金为啥选这颜色,2016-8-24 07:17,dven,
,,,"同意加钱上帕蒂能   既然都上W了,也不差那几千块了",2016-8-24 09:24,zxyz2003,
,,,，不掏钱说话就是硬气,2016-8-24 12:21,shenrenrenren,
,,,目前国内3P的是富士通的那台壁挂机最好，日本同款。价格1W3，自己去实体店砍价,2016-8-24 13:35,as183350604,
大家注意甄别网络上的山寨大金网站，避免上当！,"一直关注论坛，算是老坛友了。前几天家里09年买的大金空调不制冷，报U0故障码，因为已经过保，而且之前的保修单也没了。就在网络上找大金的售后。,没仔细甄别度娘的搜索结果，结果把www.*********.com当作大金官网了，于是按照电话打过去，对方说是没有制冷剂了，于是派1个人上门充制冷剂，又说是外机主板坏了，更换需要1000多，而且得等1周。我没同意换主板，对方要了我380，说是制冷剂300，上门费30，检查费50。空调好了一阵后，又报F3故障码，又联系对方，说再派人来，结果就没下文了！！典型的骗子行为！！,后来才确认，大金官网不是www.*********.com，这个网站是典型的山寨网站。估计就是一个小作坊，架一部电话，有单子就转给路边摊，最后再分赃。,最后找大金官方售后，检查是电磁阀坏掉，而且制冷剂充太多（之前骗子网站派人来充的，估计也没检查压力），更换电磁阀、重新灌充制冷剂搞定，一共收费253。,酷暑来临，上海再次进入烧烤模式。在此现身说法，希望坛友们睁大双眼，避免被山寨网站骗钱，骗时间！！",,,2016-7-23 15:32,jcd,https://www.jdbbs.com/thread-7720618-1-1.html
,,,度娘收钱太多,2016-7-23 18:49,abcde@1234,
,,,前面也差不多 假冒海尔 收费300 根本没修,2016-7-23 19:49,larrycn,
,,,还得靠自己火眼金睛呀！度娘收钱又不是一天两天的事了！出了人命，度娘不还是醉心于外卖吗？,2016-7-23 21:16,jcd,
,,,其实，李鬼们能把空调修好，多花点钱我也认了！问题是它们只收钱不干活！还忽悠你说有大故障！,2016-7-23 21:19,jcd,
,,,后来了解到，空调外机主板不会那么容易挂掉的，现在都是逼着消费者自学当专家呀！,2016-7-25 14:00,jcd,
,,,叫你不用谷歌,2016-7-25 18:54,特斯拉,
,,,ZF不让用！！！,2016-7-28 00:34,jcd,
,,,ZF不让用！！！,2016-7-28 00:35,jcd,
,,,楼主不会科学上网啊，所以只能用百毒啊,2016-7-29 17:42,特斯拉,
,,楼主不会科学上网啊，所以只能用百毒啊,"本帖最后由 jcd 于 2016-8-12 09:30 编辑,请楼上支招呀，不想被度娘欺负了！！私信告知了，多谢多谢！！",2016-8-3 21:35,jcd,
,,楼主不会科学上网啊，所以只能用百毒啊,楼上支招呀，大中华局域网不是开玩笑地！！！！！,2016-8-12 09:31,jcd,
,,,LZ为何删除了网站？,2016-8-12 09:37,jybabe,
,,楼上支招呀，大中华局域网不是开玩笑地！！！！！,电脑端 弄个vpn 或者ss 吧，其他的免费都不稳定，手机端 现在封的厉害，也就还剩几个知名的可以用，但是每天还要流量限制的,2016-8-12 09:38,kop333333,
,,楼主不会科学上网啊，所以只能用百毒啊,不知兄台现在用什么科学上网工具？,2016-8-12 09:45,kop333333,
,,电脑端 弄个vpn 或者ss 吧，其他的免费都不稳定，手机端 现在封的厉害，也就还剩几个知名的可以用，但是 ...,好的，多谢多谢！！我也找到一些VPN，连上后速度很慢。手机端的也不稳定！！防民之口甚于防川，WTF!!!!,2016-8-12 09:47,jcd,
,,电脑端 弄个vpn 或者ss 吧，其他的免费都不稳定，手机端 现在封的厉害，也就还剩几个知名的可以用，但是 ...,ss是什么？？能请教一下吗？？,2016-8-12 09:48,jcd,
,,ss是什么？？能请教一下吗？？,敢不会敢再百度一下ss,2016-8-12 09:59,kop333333,
