creationTime,content_1,mark,days,isMobile,nickname,productSize,referenceName,referenceTime,score,userLevel,userProvince
2017/5/1 16:44,选来选去，还是格力！,2,5,TRUE,"""jd暗夜迷""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/3/15 22:46,5,来自京东Android客户端,钻石会员
2017/5/9 14:43,速度 京东购物安全放心 粮食现在也基本就这里了 希望一如既往的好 要对得起大家的信任 做好中国好电商！,2,21,TRUE,"""哈***爱""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/2/24 13:44,5,来自京东iPhone客户端,PLUS会员
2017/5/15 9:51,至于产品嘛 我没有说不好的 都还是能用的 第三方产品有时候买起来也没啥其他问题 但是产品质量跟物流 就每间店都不同 其他的都还能用的 还有就是今天天气好好哦 好想出去找个妹纸玩玩.,2,2,TRUE,"""6***晓""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/5/15 1:04,5,来自京东Android客户端,钻石会员
2017/5/20 17:50,不错不错不错不错不错吧吃吧吃吧吃吧吃吧吃吧吃吧吃吧,2,1,TRUE,"""T***g""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/5/8 10:11,5,来自京东Android客户端,PLUS会员
2017/6/3 10:01,冲着格力的牌子买的，这款外观还不错，目前还没有使用，暂时没发现问题。京东的价格也是醉了，一天一个样,2,19,TRUE,"""0***0""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/5/1 22:54,5,来自京东iPhone客户端,金牌会员
2017/3/30 14:53,送货速度和安装没得说，都挺好的。至于空调质量因为天气不是太冷又不是太热，所以还很难说。,2,7,FALSE,"""z***q""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/3/23 11:59,5,,金牌会员
2017/6/12 16:33,挺漂亮的，挺安静的，因为房屋结构的原因，安装废了些事，两台空调花了430元,2,6,TRUE,"""S***_""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/6/6 0:02,5,来自京东iPhone客户端,PLUS会员
2017/4/16 12:17,两部空调等待装机，装了之后，使用后再来反馈，不过买之前问过在格力做研发的朋友，说格力没有出这款机，有点担心是翻新机,2,2,TRUE,"""小***芳""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/4/14 9:12,5,来自京东iPhone客户端,钻石会员
2017/3/26 21:00,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2,3,TRUE,"""A***1""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/3/23 11:19,5,来自京东Android客户端,钻石会员
2017/6/1 15:51,，，，，，，，,2,0,TRUE,"""小***d""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/6/1 0:06,5,来自京东Android客户端,钻石会员
2017/6/4 13:00,刚装。还没用。,2,14,TRUE,"""j***f""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/5/1 17:08,5,来自京东iPhone客户端,钻石会员
2016/11/22 18:01,外观漂亮，还没用上，信格力,2,11,TRUE,"""j***n""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2016/11/11 0:10,5,来自京东iPhone客户端,PLUS会员
2017/3/31 20:05,3月23号格力活动日的时候购买的，看上去很酷的样子。不过现在室内的温度是18度，不大好测试机器。过几天天热以后试用看看。,2,8,TRUE,"""s***p""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/3/23 11:07,5,来自京东iPhone客户端,金牌会员
2017/5/4 17:09,京东的发货确实很快但是我看了一下他说你一个人价格差不多祝你一跟我没有Wi-Fi功能便宜100块钱,2,2,TRUE,"""小***飞""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/6/2 17:53,5,来自京东iPhone客户端,PLUS会员[试用]
2017/2/8 13:57,包装，送货时间，安装过程都很满意，当然如果价格再低一千就比较理想了！,2,3,TRUE,"""文***生""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/1/1 21:01,5,来自京东Android客户端,金牌会员
2017/6/8 19:31,挺好看的，不过现在还没使用,2,74,TRUE,"""j***☆""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/3/23 2:00,5,来自京东iPhone客户端,PLUS会员[试用]
2017/6/5 7:29,囤是病，得治。感谢京东，哈哈,2,56,TRUE,"""A***r""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/3/23 0:03,5,来自京东iPhone客户端,PLUS会员
2017/2/6 17:31,随着智能的迅猛发展，越来越多的家居开始引进智能化系统和设备。智能化系统涵盖的内容也从单纯的方式向多种方式相结合的方向发展。可以大胆地预测，在未来五年以内，传统的家居将只会出现在旧城区内，每座城市的核心住宅区都会被智能化家居全面覆盖。充满人性化、创新科技和自动快捷的智能家居会逐渐步入每家每户，在人们的心中生根发芽，最终达成美好的共识。,2,23,FALSE,"""司***o""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/4/29 23:53,4,,钻石会员
2016/12/26 17:09,货很快就收到了。售后说今天来安装，但愿安装师傅技术高态度好，不发生因安装质量和收费等不愉快的事情，否则会毫不犹豫的退货。看评价，反映安装问题的不少，但愿一切顺利！,2,2,TRUE,"""jd_136126jyj""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/2/16 8:46,5,来自京东Android客户端,金牌会员
2017/5/23 10:29,??格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2,61,TRUE,"""s***g""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2017/3/23 8:16,5,来自京东iPhone客户端,钻石会员
2017/5/22 22:28,还行吧，主要是感觉格力的品牌还可以，用用在追评吧，希望不要让消费者失望，另外京东物流很给力，双十一下的单，十二号下午就送货上门了，第二天就有人联系上门安装了，京东自营没让我失望，总之很给力;,2,7,TRUE,"""任时光掠过时针""",凉之静,格力（GREE）大1匹 变频 凉之静Ⅱ 二级能效 微联智能 壁挂式冷暖空调 金色 KFR-26GW/(265971)FNCaD-A2,2016/11/11 1:15,5,来自京东Android客户端,金牌会员
