title,ask,answer,content,time_now,user,href
,,量產屏 的分辨率 說要達到326ppi 的,"真的？那太好了 ，台湾加油啊,用在智能手机上",2012-6-5 23:25,sonyiori,
,,,"本帖最后由 bluejd 于 2016-4-15 12:23 编辑,目前看来还是主要以OLED为发展趋势，但需要时间进化完善",2016-4-15 12:21,bluejd,
看了一部挺美的电影，发点屏摄上来。【SONY HR36M90】,这片子构图和色彩太有艺术气息了。,,,2015-12-16 23:08,xunxun,https://www.jdbbs.com/thread-5781352-1-1.html
,,,还以为是55 “ 的，连巴掌都不到，这里是电视专版撤，楼主拿个手机当电视啊,2012-6-5 23:48,czjiu,
,,还以为是55 “ 的，连巴掌都不到，这里是电视专版撤，楼主拿个手机当电视啊,"你是版主？版主還沒發話呢 [s:14],早上還有個SAMSUNG CMOS 的主題貼呀，你也不管一下 [s:41]",2012-6-6 00:18,gzpatrick,
,,,奇美？电视？？,2012-6-6 09:16,sunflyer,
,,,多图杀猫，把今天的附件流量用完,2015-12-16 23:09,xunxun,
,,,OLED做大才难呀，没看到现在大屏平板唯一的一块只有7.7，新出的TAB2都是PLS,2012-6-6 11:50,draja,
,,"这也碉堡？,乡巴佬大惊小怪","名字碉堡而已，又没有说素质刁 [s:41],我就是 广州贫农，没见过世面，有怪莫怪[s:14]",2012-6-17 10:25,gzpatrick,
,,,,2015-12-16 23:12,chncwk,
,,,继续欣赏,2015-12-16 23:15,xunxun,
,,,"晕倒,咋吵起来了",2012-6-17 10:59,zztkingsun,
3D电视中，你感觉用那种来看3D节目效果才是最完美的啊？,"很想要买一台,3D电视，请问,3D,电视中，你感觉用那种来看3D节目效果才是最完美的啊？",,,2012-4-29 13:23,炫耀灿烂,https://www.jdbbs.com/thread-3655079-1-1.html
,,,"本帖最后由 xunxun 于 2015-12-16 23:22 编辑,END。。。。。。。。。。。。。。。。。。。",2015-12-16 23:17,xunxun,
,,,我觉得3D都是忽悠人的，昏暗的画面。电视节目更加不用说了。,2012-4-29 13:47,snaqrn,
,,,很多人推荐他那款刚上市的无边硬屏3D电视，大家不知明白没有？,2012-4-30 00:10,snaqrn,
,,,很多人推荐他那款刚上市的无边硬屏3D电视，大家不知明白没有？,2012-4-30 00:10,snaqrn,
,,,,2015-12-16 23:17,chncwk,
,,这是啥机器？？？？？？？,HR36M90,2015-12-16 23:31,xunxun,
,,,好枪啊！,2012-5-1 13:42,高保真,
,,,3D买SONY就保险拉。有边无边无所谓。,2012-5-1 15:40,let,
大家都来发发你认为最美的电视造型~,"我先抛砖引玉,e2p364y97953s.jpg,(34.58 KB, 下载次数: 85),下载附件,2012-3-19 23:33 上传",,,2012-3-19 23:33,happydoing,https://www.jdbbs.com/thread-3562350-1-1.html
,,,终于出手了。。,2015-12-17 01:01,阿里斌斌/ka,
,,,有没4K机有这种效果,2015-12-17 01:04,阿里斌斌/ka,
,,,坠入,2015-12-17 08:16,勾魄,
,,,"e2p364y97953s.jpg,(43.36 KB, 下载次数: 85),下载附件,2012-3-19 23:35 上传",2012-3-19 23:35,happydoing,
,,,造型最美的电视适合做家具,2012-3-19 23:50,yack31,
,,,"索尼NX,HX浑然天成，当仁不让",2012-3-20 02:01,okzi,
,,,感觉是不是色彩太浓郁了，不过CH发的那个又有点病态的黄灰色。不知道原片更接近谁,2015-12-17 09:15,472708235,
,,感觉是不是色彩太浓郁了，不过CH发的那个又有点病态的黄灰色。不知道原片更接近谁,这片子色调就是这样的。,2015-12-17 12:38,xunxun,
,,这片子色调就是这样的。,啥片名~,2015-12-17 13:06,阿里斌斌/ka,
,,,家里现在服役SHARP的46GX，近来看好SONY的55HX920或者HX820，浑然天成:victory:,2012-3-20 07:48,飞机飞飞飞,
,,,依先锋的风格不应是圆底座啊。山寨？,2012-3-20 16:01,bill.johnson,
,,,你是想炫那个。。b&o吧,2012-3-22 17:00,haihai081,
,,啥片名~,坠入 The Fall,2015-12-17 15:03,xunxun,
这个才是完美的等离子，秒600M,"作,者,被,禁,止,或,删,除, ,内,容,自,动,屏,蔽",,,2015-10-18 20:29,鲁迪MD2耳机,https://www.jdbbs.com/thread-5724387-1-1.html
,,依先锋的风格不应是圆底座啊。山寨？,500a是圆形底座,2012-3-22 19:02,日系电器,
,,,早期的日立和夏普不错(0405年左右),2012-3-22 19:06,日系电器,
,,,早期飞利浦和松下也不错,2012-3-22 19:06,日系电器,
,,,拍得很漂亮,2015-10-18 20:57,GGGYGYGY,
,,,索尼的悬浮式设计也不错,2012-3-22 19:09,日系电器,
,,,都差不多，大方块，看的时候都看屏幕图像，谁注意边框 啊！,2012-3-22 19:11,37704950,
,,,设计最漂亮的是夏普的XS1和RX1,2012-3-22 19:46,zhangbinworld,
,,,楼主是松下监视器吧？除了它其它机机没有这种画质了。,2015-10-18 21:00,zhengfalian,
,,,拍的真好。颜色适当的在调淡点,2015-10-18 21:03,蓝翎,
,,,这个喇叭花非常好,2015-10-18 21:03,qwee456,
,,你是想炫那个。。b&o吧,呵呵，还有认识B&O的，我觉得我家上SONY的55HX920的话，视觉更佳，配搭B&O更好看,2012-3-22 23:09,飞机飞飞飞,
,,,只要效果好，可以有多丑做多丑的哈！我会支持！,2012-3-22 23:52,蒙特拉QI3,
什么样的3D电视会有最完美的立体影像呢？,一心想要给家里买台3D电视，可一直也没有时间，大家伙给说说吧，你们比较喜欢什么样的呢？,,,2012-3-20 12:00,今朝醉归,https://www.jdbbs.com/thread-3562647-1-1.html
,,,松下超大屏幕机器？,2015-10-18 21:27,passarella,
,,,亮型号,2015-10-18 21:44,五行钉,
,,,作者被禁止或删除 内容自动屏蔽,2015-10-18 21:44,五行钉,
,,,有朋友给我介绍说即将要上市一款无边硬屏的不闪式3D电视，它的观看效果是最出色的，稳定性强，不会有画面重影的毛病，播放流畅真实，画质清晰，再加上3D电视频道在春节就正式开播了，3D内容增加了，《3D乐园》、《舞蹈世界》、《极限斗牛》等节目都非常的精彩，大家很期待吧。,2012-3-20 13:55,崆峒gaka,
,,,偶还是比较喜欢不闪,2012-3-20 14:07,csbxti,
,,,枪文会出现,2012-3-20 14:25,wwxb,
,,,作者被禁止或删除 内容自动屏蔽,2015-10-18 21:44,五行钉,
,,,作者被禁止或删除 内容自动屏蔽,2015-10-18 21:44,五行钉,
,,,作者被禁止或删除 内容自动屏蔽,2015-10-18 21:44,五行钉,
,,天猫视频盒的视频，不是蓝光碟哦,盒子效果竟然这样惊艳，确实可以,2015-10-18 22:52,qwee456,
,,,无边硬屏的3D电视没有画面重影的毛病，播放流畅真实，画质清晰！推荐！,2012-3-20 15:58,梧桐luoyes,
50系列老美的价格出来了，很便宜,上图了，价格降下来了,,,2012-3-4 00:59,dmran,https://www.jdbbs.com/thread-3550747-1-1.html
,,,作者被禁止或删除 内容自动屏蔽,2015-10-18 22:52,qwee456,
,,随手拍的，不是平射高手，见笑,但是拍出的效果确实是高手效果啊,2015-10-18 23:08,qwee456,
,,,作者被禁止或删除 内容自动屏蔽,2015-10-18 23:08,qwee456,
现有一批美的出口洗衣机，型号为MD80-1407LIDG 市场价10990元，我们只需2999元,"作,者,被,禁,止,或,删,除, ,内,容,自,动,屏,蔽",,,2015-10-13 19:11,徐可龙888,https://www.jdbbs.com/thread-5719567-1-1.html
,,,自己坐回沙发,2012-3-4 01:00,dmran,
,,,中国的网站登不上估计在改版,2012-3-4 01:05,dmran,
,,,好高大上的样子,2015-10-13 19:14,sohuang,
,,,这玩意怎么买 发物流吗？,2015-10-13 21:44,sjh0910,
,,,国内价格估计×1.5,2012-3-4 01:06,hellpapa,
,,,价格降下来了，代表画质又再度飞跃了[s:20],2012-3-4 01:08,日系电器,
,,,现在美国30价格与50基本没多大区别，松下应该意识到了pdp价格过高，价格下来了销量会不会上去呢？,2012-3-4 01:23,dmran,
,,,有保修吗？,2015-10-13 21:47,laoyangshu,
,,,,2015-10-13 22:07,qwee456,
,,,这么快就上市了，刚买了3个月就要过时了。,2012-3-4 01:28,kaphyr,
,,,上边尖下边圆，蛋疼的造型。,2012-3-4 01:36,happydoing,
,,,坚决等50C系列出了再出手!!!最好在5.1活动!!!!!!!,2012-3-4 02:23,zzxxmdx,
,,朋友，帮忙推广推广一下谢谢,"这不已经在顶贴了么,这个好像真的挺高级的。",2015-10-13 22:33,qwee456,
,,,DD电机还是传统的皮带传动？,2015-10-13 23:43,robort2010,
,,,不错的东西,2012-3-4 03:18,xjh8406,
,,,没见到VT50的价格？,2012-3-4 08:51,wstbx2005,
,,,松下美国官网的信息。,2012-3-4 08:52,ddhehui,
,,谢谢！,,2015-10-13 23:57,qwee456,
,,,作者被禁止或删除 内容自动屏蔽,2015-10-13 23:57,qwee456,
,,,[s:97][s:97],2012-3-4 09:04,dmran,
,,,松下中国官网网址有变，竟然没前面的WWW了,2012-3-5 03:35,dmran,
,,,"好呀,到时候再搞台50系列的玩玩.",2012-3-5 03:36,hwyangjin,
49X8500B苏宁尾货卖7500 国美的尾货只要5700可能是返修机，如何选？,请问索尼49X8500B苏宁尾货卖7500 国美的尾货只要5700，但国美销售给我说太便宜了，多半是残次机返修机，喊我最好不要买 二选一 还是等国庆活动撸55X8500c 目前要9000左右 最低8600,,,2015-9-23 22:34,boaa,https://www.jdbbs.com/thread-5708723-1-1.html
最完美的显示技术早就有了 SED  可惜被液晶集团联合绞杀了,"耗电只有液晶的三分之一  可以采用印刷技术生产  技术也完全成熟 一句话 “就是超薄和超大尺寸的高端特丽珑 ”！不会有OLED的技术瓶颈和尺寸缺陷！  结果 因为关键材料专利在液晶集团手里 胎死腹中 东芝被迫离开  挨千刀的液晶 人类视觉文明的刽子手！,最可贵的 是 SED具有CRT那样的 对非高清信号的兼容度  因为是点状呈像  就像胶片照相机一样  放大无数倍 也是点圆为单位的 视觉上很舒服  而无论液晶还是等离子 都是格子作为基本单位的 说穿了 就是马赛克！ 一旦信号不是高清信号  马赛克就会显现！",,,2012-1-17 19:16,栗子大梨子,https://www.jdbbs.com/thread-3517060-1-1.html
欧洲的松下比北美的要纯正,"在北美  因为三星  vizon  等廉价大机的冲击  松下也是节节败退,只有德国  英国等追求生活品质  收入高福利好的国家  松下电视还算生存的不错",,,2015-9-4 16:53,栗子大梨子,https://www.jdbbs.com/thread-5687092-1-1.html
,,,[s:41],2012-1-17 19:19,Andnote,
,,,等吧，我现在是很少看电视，电脑的液晶屏就那样了，还能忍受,2012-1-17 20:51,laoyangshu,
,,,日本本土的最纯正,2015-9-4 17:28,蓝翎,
,,,松下在欧洲的销量也不算好了。,2015-9-5 00:48,qwee456,
,,,"百度百科名片,SED（Surface-conduction Electron-emitter Display）谈到平板显示技术，多数人可能只知道液晶和等离子，有人可能还知道有机发光二极管（OLED）显示技术、电致发光EL显示技术和电子纸，但对SED这种显示技术，知道的人可能就不多了。在画质上，SED全面胜过了液晶和等离子电视，而且功耗也比同尺寸的液晶和等离子电视低得多。SED的横空出世，让人们又多了一个选择。",2012-2-17 10:50,autochina,
,,,[s:16][s:16],2012-2-17 11:00,jdbbslgm,
请问，买国美的这两台样机合算不？内有价格,最近想买两台电视，看好55w950b和50w700b，准备一个放客厅一个放书房。天天上三大电商都没活动，要不就有价无市。去国美和苏宁，一问，都下架了。国美还有两台样机，号称开机不超过500小时，55w要4999，50w要3100，请问各位大神可以买样机吗，价格合适吗？谢谢！,,,2015-6-29 16:01,清醒堕落,https://www.jdbbs.com/thread-5651385-1-1.html
,,,恐怕不是单纯材料专利的问题。,2012-2-17 12:50,richzz,
,,,为什么中国山寨这时候就不行了吗？他们不行中国可以搞一搞啊！,2012-2-17 13:42,sunbinjin,
,,,书房有必要放电视吗？显示器足矣。,2015-6-29 16:38,chncwk,
,,,书房还是娱乐房,2015-6-29 16:47,wdw360,
,,,950b 收了吧,2015-6-29 17:09,alexbro,
,,,[s:97][s:97],2012-2-17 14:08,hwyangjin,
,,,园点和圆点中间的空档，用什么填充？,2012-2-17 14:27,ddingd,
,,园点和圆点中间的空档，用什么填充？,"显示器的像素之间都有间隙的，不管是CRT,LCD.PDP只不过是像素点小，人对间隙的感觉不明细了。,你可以拿放大镜到屏幕前面去看看。",2012-2-17 15:44,zyyang1978,
,,,这两台的价格真的都很便宜，赶紧买。,2015-6-29 20:35,qwee456,
,,,果断入950B,2015-6-30 23:47,幼枫,
,,书房有必要放电视吗？显示器足矣。,显示器投入比电视大,2015-7-1 01:01,日系电器,
,,,楼猪犯傻，终于被绞杀了[s:97],2012-2-17 17:55,高清盟友,
,,,好东西不一定能商品化，商品化的不一定是好东西,2012-2-18 01:35,qwerqwer,
,,,"本帖最后由 autochina 于 2012-2-18 01:53 编辑,楼主被绞杀了，俺帮帮忙：,好东西为何迟迟不上市？,作为SED的发明者，佳能公司早在1986年就开始SED相关技术的研发，但当时缺乏半导体芯片和其他电路技术的支持，SED一直没有走出实验室。 　　1999年，东芝公司与佳能就SED显示技术签署了合作协议，双方共同将该技术推向实用化。佳能经历过喷墨打印机漫长而艰辛的独立研发，在微细加工技术上积累了雄厚的实力，而东芝在电视技术上有很强的研发实力，两家合作开发SED显示技术，可谓珠联璧合，对推进SED的产业化极为有利。又经过几年的联合攻关，SED终于到了成熟阶段。2004年9月14日，东芝与佳能联合宣布将成立集研发、生产和销售SED面板及电视设备、显示设备于一体的合资公司SED Inc.（双方各占50%股份）。 　　SED公司借助于佳能和东芝双方强大的研发力量，SED产品眼看就要推出了。可是就在这个节骨眼上，美国Nano-Proprietary公司与佳能公司在SED面板制造工艺的专利授权方面产生了意见分歧，一纸诉状将佳能告上法庭。2007年5月3日，美国法院做出裁定，“佳能公司将Nano-Proprietary公司的受权范围扩大到了东芝等其他日本厂商，违反了协议，Nano-Proprietary公司有权终止与佳能的协议。”佳能在输掉官司之后，只好让东芝退出SED有限公司的股份。在发生了这样的变故之后，原定于2007年第四季度SED产品上市的计划泡了汤。 　　业内人士认为，SED发展道路之所以一波三折，为官司所困只是问题的冰山一角，国际利益集团想方设法阻止下一代显示技术的上市，才是深层次的原因。有消息称，早在两三年前，就有电视制造商打算购买SED技术并将其封存，因为SED电视一旦投产，对液晶和等离子制造商来说无疑是致命的打击。假如说SED的某些关键技术专利被其他公司拥有，而这些公司从自身利益考虑，抱有打死也不卖的想法，将给SED的未来蒙上阴影。,佳能2010年8月18日宣布，将于2010年9月30日解散从事平板电视显示技术“SED（surface-cONductionelectorn-emitterdisplay）”开发的全资子公司SED.受平板电视价格大幅下滑的影响，“我们认为难以在确保赢利的基础上实现SED的投产”（佳能公关部）。SED公司的所有业务将于2010年9月末结束。SED的研究开发计划将在佳能内部进行。",2012-2-18 01:45,autochina,
,,,不行定下来算了，安装两个悬臂，吊在墙上。,2015-7-2 16:27,清醒堕落,
国美的三星中端电视清仓只要2999啊,"http://item.gome.com.cn/9127390619-1116430271.html?cmpid=cps_1017_989_d&sid=1017&wid=989&feedback=d,只可惜仅限北京,我是深圳这边的有哪位好心人帮忙带下一台然后运回深圳啊,运费到付哟{:soso_e100:}",,,2015-5-2 11:04,taul,https://www.jdbbs.com/thread-5498184-1-1.html
今天去国美的心得,"今天去国美看电视，国产的店面好大，合资比较可怜，都是在过道上。,1，感觉lg画质还是不行，看高清卫视不清晰。,2，sony促销人员不在，没得试。,3，夏普便宜那款60寸，画质很差，粗糙。国美卖2万多的52寸夏普，四色机，确实很不错。,4.一直不喜欢三星，还是看了浙江卫视高清，还是觉得三星最清晰，亮丽，色彩都不错。,5，康佳，海信的画质，真的不认可，tcl太亮了，创维清晰度不够，但居然长虹还勉强。,6，麻烦，我居然不能适应快门，适应较差的偏光，三星很贵，但是确实想买，然而对快门很不适应，10分钟就头晕，咋办？",,,2012-2-8 17:46,nnhifi,https://www.jdbbs.com/thread-3532036-1-1.html
,,,我在韶关都有货啊 深圳竟然没有,2015-5-2 12:46,loading0088,
,,我在韶关都有货啊 深圳竟然没有,"能不能帮忙下一台啊,然后运到深圳运费到付",2015-5-2 13:42,taul,
,,"能不能帮忙下一台啊,然后运到深圳运费到付",我看错了,2015-5-2 15:02,loading0088,
,,,另外，松下去年就撤了，找了半天找不到松下。,2012-2-8 19:09,nnhifi,
,,,感觉国产车，舒适感还是差一点啊,2012-2-8 19:56,nnhifi,
,,,貌似这样做购机款要代下者垫付的,2015-5-2 20:55,wdw360,
,,貌似这样做购机款要代下者垫付的,直接闲鱼上交易就行了 在者说我不是骗子,2015-5-3 18:27,taul,
,,貌似这样做购机款要代下者垫付的,可以给点好处费总行吧,2015-5-5 12:08,taul,
,,,本人就开国产车，粗看还行吧，看细节差距还是明显的,2012-2-8 20:01,蒙特拉QI3,
,,,长虹50900如何？,2012-2-8 22:24,bosch2011,
,,看看今年的国产车工艺比5年前的，是否是个质的飞跃,嗯！李书福滴吉利帝豪EC8特别适合你！,2012-2-8 22:58,dw0425,
三个画面很美的纪录片,"BBC：海洋天堂大堡礁,DSCF3287.jpg,(229.72 KB, 下载次数: 6),下载附件,2014-8-21 12:39 上传,DSCF3296.jpg,(175.88 KB, 下载次数: 3),下载附件,2014-8-21 12:40 上传,DSCF3302.jpg,(152.38 KB, 下载次数: 3),下载附件,2014-8-21 12:41 上传,DSCF3320.jpg,(157.86 KB, 下载次数: 3),下载附件,2014-8-21 12:41 上传,DSCF3346.jpg,(161.14 KB, 下载次数: 3),下载附件,2014-8-21 12:42 上传,DSCF3360.jpg,(248.71 KB, 下载次数: 3),下载附件,2014-8-21 12:43 上传,DSCF3369.jpg,(113.14 KB, 下载次数: 3),下载附件,2014-8-21 12:43 上传,雅克贝汉：鸟与梦飞行,DSCF3371.jpg,(79.06 KB, 下载次数: 1),下载附件,2014-8-21 12:44 上传,DSCF3372.jpg,(123.51 KB, 下载次数: 3),下载附件,2014-8-21 12:44 上传,DSCF3377.jpg,(217.32 KB, 下载次数: 3),下载附件,2014-8-21 12:45 上传,DSCF3378.jpg,(149.45 KB, 下载次数: 3),下载附件,2014-8-21 12:45 上传,DSCF3388.jpg,(164.36 KB, 下载次数: 1),下载附件,2014-8-21 12:46 上传,DSCF3375.jpg,(170.73 KB, 下载次数: 3),下载附件,2014-8-21 13:08 上传,DSCF3390.jpg,(163.3 KB, 下载次数: 4),下载附件,2014-8-21 12:46 上传,DSCF3403.jpg,(174.04 KB, 下载次数: 1),下载附件,2014-8-21 12:46 上传,DSCF3426.jpg,(135.28 KB, 下载次数: 3),下载附件,2014-8-21 12:47 上传,DSCF3431.jpg,(165.6 KB, 下载次数: 2),下载附件,2014-8-21 12:47 上传,DSCF3432.jpg,(203.28 KB, 下载次数: 4),下载附件,2014-8-21 12:48 上传,BBC：种出个地球,DSCF3448.jpg,(84.18 KB, 下载次数: 2),下载附件,2014-8-21 12:48 上传,DSCF3466.jpg,(199.9 KB, 下载次数: 3),下载附件,2014-8-21 12:49 上传,DSCF3469.jpg,(288.88 KB, 下载次数: 3),下载附件,2014-8-21 12:49 上传,DSCF3471.jpg,(151.55 KB, 下载次数: 4),下载附件,2014-8-21 12:50 上传,DSCF3473.jpg,(151.27 KB, 下载次数: 4),下载附件,2014-8-21 12:51 上传,DSCF3475.jpg,(119.36 KB, 下载次数: 3),下载附件,2014-8-21 12:52 上传,DSCF3476.jpg,(140.74 KB, 下载次数: 5),下载附件,2014-8-21 12:53 上传,DSCF3485.jpg,(184.73 KB, 下载次数: 3),下载附件,2014-8-21 12:54 上传,DSCF3489.jpg,(127.14 KB, 下载次数: 3),下载附件,2014-8-21 12:56 上传,DSCF3497.jpg,(129.84 KB, 下载次数: 2),下载附件,2014-8-21 12:59 上传,DSCF3511.jpg,(113.78 KB, 下载次数: 4),下载附件,2014-8-21 13:01 上传,DSCF3518.jpg,(152.77 KB, 下载次数: 3),下载附件,2014-8-21 13:02 上传,DSCF3528.jpg,(111.39 KB, 下载次数: 4),下载附件,2014-8-21 13:04 上传,DSCF3532.jpg,(195.43 KB, 下载次数: 3),下载附件,2014-8-21 13:05 上传",,,2014-8-21 13:13,阿里斌斌/ka,https://www.jdbbs.com/thread-5110342-1-1.html
,,,长这么大了还没去过国美,2012-2-8 23:04,mingsz8,
,,,等三星OLED,2012-2-8 23:05,蓝翎,
,,,国产长虹应该不错了,2012-2-9 10:00,wuliujia,
,,,不错，有链接吗？我也去下个,2014-8-21 13:18,飘在空中的鱼,
,,不错，有链接吗？我也去下个,"我这几个是在京东白菜价买的碟，下载可能没有那么清晰,http://www.qvocd.org/emule.php?vid-20890.html,鸟与梦飞行,http://www.qvocd.org/emule.php?vid-25541.html,大堡礁,http://www.bttiantang.com/subject/19431.html,种出个地球",2014-8-21 16:49,阿里斌斌/ka,
北京国美的松下TH-P55VT31C最近一直没货，网上商城无法下单，其他大小城市都有，为何,如题，北京国美的松下TH-P55VT31C最近一直没货，网上商城无法下单，其他大小城市都有，不知为何原因？自觉挺搞笑的，有人买的地方无货，真的理解不了！,,,2012-1-19 22:50,想弄明白,https://www.jdbbs.com/thread-3518167-1-1.html
,,"我这几个是在京东白菜价买的碟，下载可能没有那么清晰,http://www.qvocd.org/emule.php?vid-20890.htm ...",谢谢,2014-8-21 17:46,飘在空中的鱼,
,,,厉害，BBc的纪录片效果好的要死,2014-8-22 14:14,看MV,
,,,"本帖最后由 黄金招财猫 于 2014-8-22 14:57 编辑,还不错，你放个时间的风景看看,大堡礁可以下这个：magnet:?xt=urn:btih:F01DF526D6420539B08E5F4E9D289450D96F3FBA",2014-8-22 14:40,黄金招财猫,
,,,京东吧，13999目前。,2012-1-20 11:03,koalal,
,,,"12888,长沙能够买到.",2012-1-20 14:15,hwyangjin,
,,"还不错，你放个时间的风景看看,大堡礁可以下这个：magnet:?xt=urn:btih:F01DF526D6420539B08E5F4E9D289450 ...","{:soso_e101:}4K 这播不起啊。。。。,QQ图片20140822145825.jpg,(40.83 KB, 下载次数: 0),下载附件,2014-8-22 14:59 上传",2014-8-22 14:59,阿里斌斌/ka,
,,,我京东买过一个南太平洋，结果一看是1080i的，不过效果也很美了,2014-8-24 15:23,byyyc,
想买个65x9500b，不过淘宝的个人卖家和国美的价格差了好几千，靠谱吗,"在淘宝上其他的东西都买过，就是没有买过这么大件的，不过淘宝上的价格还是挺心动的，这种差价合不合理呀，有什么要注意的吗？,多谢了！",,,2014-7-7 23:11,saraphines,https://www.jdbbs.com/thread-5093525-1-1.html
,,,北京人人品不行～,2012-1-20 15:42,yang1983626,
,,,"同样观察很久了。北京的。也想下手。,估计京东也会跟进降价。",2012-1-23 17:11,tvbear,
,,,这道理不明白，都被X东买走了。[s:14],2012-1-23 19:27,快乐一家人,
,,,淘宝销量考前的都是自己很多不良商家炒作的，一定要看好商家的信誉评价，目前淘宝销量已经被那几家奸商控制了。,2014-7-8 08:30,白云飘飘2010,
,,,"本帖最后由 chncwk 于 2014-7-8 08:36 编辑,最好找天猫店，押金10万的那种。,找淘宝C店的话需要有时间和耐心细细甄别，先审核资料，然后看评论，交易数量，口碑等一系列数据。,最重要的一条，不能找最便宜的买，尤其是明显低于市场均价的，猫腻非常之大，除非有充足的理由，否则远离这种货。",2014-7-8 08:34,chncwk,
,,,这东西最好在本地买，看看taobao上有没有本地店铺吧。起码有了问题好找。,2014-7-8 08:37,白CIVIC,
,,,国美网上那个套餐价格确实吸引人，我也想出手，但是没货{:soso_e118:},2012-1-23 23:11,happyzw,
,,北京人人品不行～,大过年的，朋友们都在相互祝福，居然还是有人愿意找骂！！！！,2012-1-23 23:27,lovieden,
,,,真的不知国美怎么想的，这么大个北京市场春节前居然不备货，也不调货，反到是很多二三线城市都有现货，比较让人搓火。,2012-1-24 00:12,想弄明白,
,,这东西最好在本地买，看看taobao上有没有本地店铺吧。起码有了问题好找。,思域哥说的对。,2014-7-8 09:04,斯哥诺,
,,,便宜的都是北京的，而问题就出在北京这几个商家，我之前差点在淘宝买，最后担心还是在国美买了。,2014-7-8 09:33,AyaneC3,
,,,便宜的都是北京的，而问题就出在北京这几个商家，我之前差点在淘宝买，最后担心还是在国美买了。,2014-7-8 09:33,AyaneC3,
,,,其他地方备货没卖出去，网上一起销售呗。,2012-1-24 00:31,kaphyr,
,,,12楼的朋友是不是买贵了，心里不平衡呀？应该没啥区别吧？！,2012-1-24 10:52,想弄明白,
,,便宜的都是北京的，而问题就出在北京这几个商家，我之前差点在淘宝买，最后担心还是在国美买了。,"本帖最后由 白云飘飘2010 于 2014-7-8 09:53 编辑,其实那几家店铺都是一个商家开的，淘宝的三星，夏普，索尼销量都被控制了。",2014-7-8 09:48,白云飘飘2010,
,,,电视机这东西还是不要光图便宜,2014-7-8 09:54,mickeycccc,
,,,坛子里有人在国美团购21000不到就买到了，真心羡慕,2014-7-8 09:58,troopersky,
,,,"讨厌wuwejia这个人 在多个帖子里大放厥词,论坛有没有单独屏蔽某个人的设置？,31C是国美包销 国美本来就有价格优势,但在北京地区促销力度太小",2012-1-25 19:03,tvbear,
,,"讨厌wuwejia这个人 在多个帖子里大放厥词,论坛有没有单独屏蔽某个人的设置？","本帖最后由 迎风狗 于 2012-1-25 19:10 编辑,北京年前st 系列国美的价格最低，31C国美实体店都没货。,北京实体店总体来讲，等离子电视，大中比国美稍贵，苏宁最贵之。",2012-1-25 19:07,迎风狗,
,,,靠谱,2014-7-8 10:37,日本帝国军,
,,靠谱,"本帖最后由 饭团鱼85 于 2014-7-8 11:04 编辑,TB卖电视的吧？",2014-7-8 10:53,饭团鱼85,
国美网上商城是国美的渠道吗？怎么上面的套餐价格比单买电视还要便宜？,"http://www.gome.com.cn/product/1000035916.html,国美网上商城是国美的渠道吗？怎么上面的套餐价格比单买电视还要便宜。,套餐:55vt31+配件12888， 而单买要14000多,这个可信吗？,求大侠指点，如果可靠，我打算下单啦！,谢谢",,,2012-1-8 17:44,koalal,https://www.jdbbs.com/thread-3508244-1-1.html
,,,不推荐淘宝出了问题找谁去？,2014-7-8 12:00,hql,
,,TB卖电视的吧？,sb一个,2014-7-8 12:50,日本帝国军,
,,,啥时候能再到20444？？,2014-7-8 13:49,dwzm,
,,,没人注意这个问题吗？[s:16],2012-1-8 19:34,koalal,
,,,国美网上商城大家电基本都是本地国美配送,2012-1-8 21:16,北方睡神,
这次国美的速度很给力啊,"早上10点下单付款46GT31,10点10分打电话来确认地址，问何时可以送货，我说今天可以不嘛，国美说没问题,刚收到消息 已经出库 正在派送,很给力嘛,顺便网上淘了2副眼镜。。。。3D时代我来啦！！！",,,2011-12-29 11:50,sunangel,https://www.jdbbs.com/thread-3498089-1-1.html
,,不推荐淘宝出了问题找谁去？,"我电视淘宝买的，好的很！    本地买，他敢拿盒子里全部都是水泥灰尘的机器给你！还说是全新！ 退货还要看脸色！    淘宝买东西和地面买，更有优势！ 当然不能绝对！,来自:家电论坛Android客户端,湖北省武汉市江汉区万年街109号",2014-7-8 13:53,kuzi0915,
,,,恭喜楼主，我也买了这台！淘的眼睛哪里买的，好的话，我也试试！,2011-12-29 11:57,devildan,
追求完美的我 目标锁定在55VT31上了,"55寸不是我喜欢的尺寸  但是 GT30国内取消了THX  感觉不爽,说实话  作为今年大陆画质最佳的机型  55VT31价格真不错",,,2011-12-24 15:54,栗子大梨子,https://www.jdbbs.com/thread-3491616-1-1.html
,,啥时候能再到20444？？,估计明年下市之前才可以。或者今年双11,2014-7-8 13:59,AyaneC3,
,,sb一个,到底谁SB？看你网名就知道不是好东西！大汉奸一个,2014-7-8 14:42,饭团鱼85,
,,,买吧 现在入手挺合适的,2011-12-24 15:56,wixily,
,,,明智的选择,2011-12-24 16:00,老烧迷,
,,,努力吧！等你好消息,2011-12-24 19:30,maquay,
,,估计明年下市之前才可以。或者今年双11,也在关注，不知道十一和双十一和明年元旦哪个更低，不想等下市再买了，担心尾货的质量,2014-7-8 14:57,crystal168,
