p_Name,shop_name,ProductID,price,PreferentialPrice,CommentCount,GoodRateShow,GoodCount,GeneralCount,PoorCount,brand,keyword,type,X_type,X_name
永生（eosin） FSJ-160A电风扇 夹扇 台式 迷你小风扇 学生宿舍床头风扇 浅蓝色,永生旗舰店,12173631091,,,200,88,200,10,20,永生（eosin）,安装方便 噪音很小 使用方便 风扇不错 质量不错 底座很稳 睡眠风不错 颜色漂亮 造型美观 风很柔和 睡眠风不错 遥控方便 噪音很小,"永生（eosin） FSJ-160A电风扇 夹扇 台式 迷你小风扇 学生宿舍床头风扇 浅蓝色,12173631091, ,1.0kg,中国大陆,FSJ-160A,无定时,二档调节,正常风,3片,无,机械式,台扇，USB风扇",台扇，USB风扇,永生（eosin） FSJ-160A电风扇 夹扇 台式 迷你小风扇 学生宿舍床头风扇 浅蓝色
万宝（Wanbao）12寸落地扇电风扇 小型落地扇家用宿舍静音迷你学生电扇 京东配送 黄色,万宝电器专卖店,14772365956,,,30,94,30,1,1,万宝（Wanbao）,颜色漂亮 使用方便 风力很大 底座很稳 噪音很小 风很柔和 造型美观 质量不错 颜色漂亮 使用方便 风力很大 底座很稳 噪音很小 风很柔和 造型美观 质量不错,"万宝（Wanbao）12寸落地扇电风扇 小型落地扇家用宿舍静音迷你学生电扇 京东配送 黄色,14772365956, ,4.5kg,中国大陆,2小时以下,二档调节,正常风,3片,2级,机械式,落地扇",落地扇,万宝（Wanbao）12寸落地扇电风扇 小型落地扇家用宿舍静音迷你学生电扇 京东配送 黄色
艾美特(Airmate)  S30193T2 家用台立扇/电风扇小孩学生老人风扇卧室柔风扇 白色,艾美特官方旗舰店,12065515824,,,70,98,70,1,1,艾美特,扇网坚固 安装方便 质量不错 造型美观 使用方便 噪音很小 风很柔和 底座很稳 风扇不错 颜色漂亮 扇网坚固 使用方便 睡眠风不错 颜色漂亮 质量不错,"艾美特(Airmate)  S30193T2 家用台立扇/电风扇小孩学生老人风扇卧室柔风扇 白色,12065515824, ,4.65kg,中国大陆,S30193T2,2-8小时,三档调节,正常风,5片,1级,机械式,台扇",台扇,艾美特(Airmate)  S30193T2 家用台立扇/电风扇小孩学生老人风扇卧室柔风扇 白色
奥德尔 壁扇挂壁式电风扇FW40-A4S壁扇宿舍静音家用电风扇墙壁扇 清凉12寸,奥德尔官方旗舰店,12063095885,,,300,94,300,10,9,奥德尔（odor）,质量不错 使用方便 安装方便 造型美观 风扇不错 噪音很小 风很柔和 扇网坚固 底座很稳 安全节能 质量不错 风扇不错 底座很稳 造型美观,"奥德尔 壁扇挂壁式电风扇FW40-A4S壁扇宿舍静音家用电风扇墙壁扇 清凉12寸,12063095885, ,5.0kg,中国大陆,无定时,三档调节,正常风,5片,2级,机械式,壁扇",壁扇,奥德尔 壁扇挂壁式电风扇FW40-A4S壁扇宿舍静音家用电风扇墙壁扇 清凉12寸
【狂欢继续 京东配送】沃牧塔扇 无页电风扇 静音大厦扇台式扇立式风扇摇头  家用办公室寝室 白色机械款,沃沐电器专营店,12575651614,,,200,97,200,4,2,沃牧（/）,噪音很小 使用方便 颜色漂亮 安全节能 质量不错 风扇不错 造型美观 遥控方便 安装方便 广角送风,"【狂欢继续 京东配送】沃牧塔扇 无页电风扇 静音大厦扇台式扇立式风扇摇头  家用办公室寝室 白色机械款,12575651614, ,4.0kg,2-8小时,三档调节,正常风,无叶,1级,机械式,塔扇",塔扇,【狂欢继续 京东配送】沃牧塔扇 无页电风扇 静音大厦扇台式扇立式风扇摇头  家用办公室寝室 白色机械款
万宝（Wanbao）儿童落地扇电风扇家用静音小型落地扇学生宿舍电扇12寸 京东配送 粉红色,万宝电器专卖店,14711442243,,,30,94,30,1,1,万宝（Wanbao）,,"万宝（Wanbao）儿童落地扇电风扇家用静音小型落地扇学生宿舍电扇12寸 京东配送 粉红色,14711442243, ,4.5kg,中国大陆,2小时以下,二档调节,正常风,3片,2级,机械式,落地扇",落地扇,万宝（Wanbao）儿童落地扇电风扇家用静音小型落地扇学生宿舍电扇12寸 京东配送 粉红色
艾美特(Airmate)电风扇FS4086RI-W 落地扇 家用电扇宿舍 遥控风扇,艾美特子云专卖店,1536259927,,,100,97,100,1,3,艾美特（AIRMATE）,风扇不错 噪音很小 安装方便 使用方便 电机好 颜色漂亮 睡眠风不错 底座很稳 远程遥控 造型美观 使用方便 颜色漂亮 安装方便 造型美观 远程遥控 底座很稳 扇网坚固 使用方便 颜色漂亮 远程遥控 噪音很小 电机好 底座很稳 风力很大 造型美观 质量不错 风扇不错,"艾美特(Airmate)电风扇FS4086RI-W 落地扇 家用电扇宿舍 遥控风扇,1536259927, ,9.45kg,FS4086RI-W,8小时以上,五档以上,正常风,7片及以上,1级,遥控式,落地扇",落地扇,艾美特(Airmate)电风扇FS4086RI-W 落地扇 家用电扇宿舍 遥控风扇
艾美特(Airmate)电风扇 变频直流 台扇FD3035M 公主电风扇,艾美特子云专卖店,14888602155,,,10,100,10,0,0,艾美特（AIRMATE）,使用方便 造型美观 使用方便 造型美观,"艾美特(Airmate)电风扇 变频直流 台扇FD3035M 公主电风扇,14888602155, ,4.76kg,中国大陆,FD3035M,8小时以上,五档以上,正常风、自然风、睡眠风,5片,1级,机械式,台扇",台扇,艾美特(Airmate)电风扇 变频直流 台扇FD3035M 公主电风扇
【京仓直发】尊威(JOUE)USB风扇/电风扇台式/移动静音宿舍学习迷你小风扇  ZWF3 蜜桃粉,尊威电器旗舰店,11740713562,,,3600,94,3400,80,100,尊威（JOUE）,造型美观 使用方便 质量不错 噪音很小 安全节能 风很柔和 颜色漂亮 安装方便 风扇不错 适合宝宝,"【京仓直发】尊威(JOUE)USB风扇/电风扇台式/移动静音宿舍学习迷你小风扇  ZWF3 蜜桃粉,11740713562, ,1.0kg,F3,无定时,二档调节,正常风,3片,无,机械式,台扇，USB风扇",台扇，USB风扇,【京仓直发】尊威(JOUE)USB风扇/电风扇台式/移动静音宿舍学习迷你小风扇  ZWF3 蜜桃粉
可仕遥控塔扇/电风扇 无叶电扇 风扇落地 可摇头 定时 送风 FT75-7R 静音风扇 FT75-7R 黑色遥控,可仕旗舰店,11846644605,,,300,92,200,10,7,可仕（COSI）,遥控方便 风扇不错 质量不错 睡眠风不错 使用方便 风很柔和,"可仕遥控塔扇/电风扇 无叶电扇 风扇落地 可摇头 定时 送风 FT75-7R 静音风扇 FT75-7R 黑色遥控,11846644605, ,3.6kg,中国大陆,2-8小时,三档调节,正常风,无叶,1级,遥控式,塔扇",塔扇,可仕遥控塔扇/电风扇 无叶电扇 风扇落地 可摇头 定时 送风 FT75-7R 静音风扇 FT75-7R 黑色遥控
天骏小天使（TIJUMP）风扇电风扇吊扇吊风扇工业风扇餐厅客厅现代简约银色三叶风扇SF60-3Y-92,天骏小天使官方旗舰店,3956763,,,10,93,10,1,0,天骏小天使,质量不错 质量好 品牌好 颜色好看 遥控方便 是正品 质量好 品牌好 颜色好看 质量不错,"天骏小天使SF60-3Y-92,3956763,7.5kg,中国大陆,三档调节,正常风,3片,无,遥控式,吊扇",吊扇,天骏小天使SF60-3Y-92
吉星电风扇落地扇静音省电儿童家用迷你学生扇宿舍小电扇小风扇 黑色,吉星生活电器旗舰店,12987599433,,,40,85,30,2,5,吉星,风力很大 安装方便 价廉物美,"吉星电风扇落地扇静音省电儿童家用迷你学生扇宿舍小电扇小风扇 黑色,12987599433, ,3.6kg,中国大陆,无定时,三档调节,正常风,3片,2级,机械式,落地扇",落地扇,吉星电风扇落地扇静音省电儿童家用迷你学生扇宿舍小电扇小风扇 黑色
荣事达（Royalstar）遥控五风叶电风扇/落地扇/五扇叶可升降落地扇JD17Z,泽林电器专营店,13285655394,,,7,100,7,0,0,荣事达（Royalstar）,,"荣事达（Royalstar）遥控五风叶电风扇/落地扇/五扇叶可升降落地扇JD17Z,13285655394, ,6.22kg,中国大陆,2-8小时,三档调节,正常风、自然风、睡眠风,5片,2级,遥控式,落地扇",落地扇,荣事达（Royalstar）遥控五风叶电风扇/落地扇/五扇叶可升降落地扇JD17Z
骆驼（CAMEL）FS-25TZ电风扇台式小风扇迷你学生宿舍小台扇转页扇 兰色款,安涛专营店,10278732434,,,2300,96,2200,60,30,骆驼（CAMEL）,使用方便 风扇不错 质量不错 颜色漂亮 风力很大 安装方便 风很柔和 安全节能 噪音很小 造型美观 噪音很小 广角送风 风力很大 造型美观 使用方便 颜色漂亮,"骆驼（CAMEL）FS-25TZ电风扇台式小风扇迷你学生宿舍小台扇转页扇 兰色款,10278732434, ,1.58kg,FS-25TZ,2小时以下,三档调节,正常风,6片,3级,机械式,转页扇",转页扇,骆驼（CAMEL）FS-25TZ电风扇台式小风扇迷你学生宿舍小台扇转页扇 兰色款
阿格瑞斯无叶风扇超静音 床头壁扇摇头遥控家用壁挂式 电风落地扇 浅蓝色,迈恒母婴专营店,11531824721,,,400,95,400,10,10,ACERAS,造型美观 风扇不错 使用方便 质量不错 远程遥控 睡眠风不错 底座很稳 风很柔和 安装方便 安全节能,"阿格瑞斯无叶风扇超静音 床头壁扇摇头遥控家用壁挂式 电风落地扇 浅蓝色,11531824721, ,3.1kg,中国大陆, SKJ-CR303WD,2-8小时,五档调节,正常风,无叶,无,遥控式,台扇，壁扇",台扇，壁扇,阿格瑞斯无叶风扇超静音 床头壁扇摇头遥控家用壁挂式 电风落地扇 浅蓝色
家奈（GENE by HIROSE）空气循环扇迷你电风扇家用台式静音摇头台扇CFS-14D,家奈旗舰店,13241109986,,,40,98,40,1,0,家奈（GENE by HIROSE）,风扇不错 噪音很小 广角送风 风很柔和 安全节能 颜色漂亮 遥控方便 安装方便 电机好 风扇不错 安全节能 颜色漂亮 噪音很小 遥控方便,"家奈（GENE by HIROSE）空气循环扇迷你电风扇家用台式静音摇头台扇CFS-14D,13241109986, ,2.2kg,8小时以上,四档调节,正常风、自然风、睡眠风,3片,1级,遥控式,空气循环扇",空气循环扇,家奈（GENE by HIROSE）空气循环扇迷你电风扇家用台式静音摇头台扇CFS-14D
志高（CHIGO）FS-40-16A23RC 电风扇/五扇叶遥控落地扇,盛世昌业专营店,10634960965,,,10,92,10,0,1,志高（CHIGO）,颜色漂亮 噪音很小 使用方便 风很柔和 远程遥控 颜色漂亮 噪音很小 使用方便 风很柔和 远程遥控,"志高（CHIGO）FS-40-16A23RC 电风扇/五扇叶遥控落地扇,10634960965, ,7.16kg,2-8小时,三档调节,正常风、自然风、睡眠风,5片,1级,遥控式,落地扇",落地扇,志高（CHIGO）FS-40-16A23RC 电风扇/五扇叶遥控落地扇
艾美特 电风扇静音无叶塔扇家用立式大夏扇智能落地扇 黑色,云购电器专营店,12755196104,,,4,100,4,0,0,艾美特（AIRMATE）,,"艾美特 电风扇静音无叶塔扇家用立式大夏扇智能落地扇 黑色,12755196104, ,7.9kg,中国大陆,FT56R,2-8小时,三档调节,正常风、自然风,无叶,1级,遥控式,落地扇",落地扇,艾美特 电风扇静音无叶塔扇家用立式大夏扇智能落地扇 黑色
【京东配送】远东风扇FB-40-B3 16寸电风扇 机械壁扇 杏色,远东电器旗舰店,1660720269,,,100,94,100,4,7,远东,质量不错 风扇不错 安装方便 噪音很小 造型美观 安全节能 底座很稳 使用方便 颜色漂亮 风很柔和 风扇不错 风很柔和 风扇不错 颜色漂亮 电机好 底座很稳 质量不错 安装方便,"【京东配送】远东风扇FB-40-B3 16寸电风扇 机械壁扇 杏色,1660720269, ,3.5kg,FB-40-B3,2小时以下,三档调节,正常风,3片,3级,机械式,壁扇",壁扇,【京东配送】远东风扇FB-40-B3 16寸电风扇 机械壁扇 杏色
巴慕达（BALMUDA）EGF-3280-WK 空气循环机 循环风扇,BALMUDA旗舰店,1560306134,,,10,86,10,1,1,BALMUDA,声音小 睡眠风不错 电机好 风力很大 安装方便 使用方便 遥控方便 风很柔和 风扇不错 风扇不错,"巴慕达（BALMUDA）EGF-3280-WK 空气循环机 循环风扇,1560306134, ,2.5kg,2-8小时,四档调节,正常风、自然风,7片及以上,1级,遥控式,空气循环扇",空气循环扇,巴慕达（BALMUDA）EGF-3280-WK 空气循环机 循环风扇
艾美特(Airmate) 家用电风扇FS4028DR遥控节能静音 8字摇头落地扇五叶扇,艾美特子云专卖店,11554377276,,,20,95,20,1,0,艾美特（AIRMATE）,,"艾美特(Airmate) 家用电风扇FS4028DR遥控节能静音 8字摇头落地扇五叶扇,11554377276, ,8.9kg,中国大陆,FS4028DR,8小时以上,五档以上,正常风,5片,1级,遥控式,落地扇",落地扇,艾美特(Airmate) 家用电风扇FS4028DR遥控节能静音 8字摇头落地扇五叶扇
艾美特(Airmate) S30193R 家用遥控静音台立扇/电风扇 白色,艾美特官方旗舰店,12065621040,,,90,95,90,2,3,艾美特,噪音很小 扇网坚固 遥控方便 颜色漂亮 风扇不错 适合宝宝,"艾美特(Airmate) S30193R 家用遥控静音台立扇/电风扇 白色,12065621040, ,4.64kg,中国大陆,S30193R,2-8小时,三档调节,正常风,5片,1级,遥控式,台扇",台扇,艾美特(Airmate) S30193R 家用遥控静音台立扇/电风扇 白色
长虹（CHANGHONG）1801T 无叶风扇 家用台式无叶电风扇台扇 智能款,富士宝电器专营店,13562954808,,,9,100,9,0,0,长虹,质量不错 风很柔和 安全节能 质量不错 风很柔和 安全节能 质量不错 颜色漂亮 安全节能 质量不错 风扇不错 扇网坚固 电机好 安装方便 噪音很小 电机好 造型美观 颜色漂亮 风力很大 底座很稳 颜色漂亮 电机好 噪音很小 造型美观 噪音很小 使用方便 颜色漂亮,"长虹（CHANGHONG）1801T 无叶风扇 家用台式无叶电风扇台扇 智能款,13562954808, ,3.0kg,中国大陆,1801T ,2-8小时,无极变速,正常风、自然风、睡眠风,无叶,1级,遥控式,台扇，空气循环扇",台扇，空气循环扇,长虹（CHANGHONG）1801T 无叶风扇 家用台式无叶电风扇台扇 智能款
艾美特(Airmate)  升降转页扇/电风扇 电扇机械控制,艾美特旗舰店,10501934867,,,20,91,20,2,0,艾美特（AIRMATE）,噪音很小 风扇不错 底座很稳 使用方便 风很柔和 安全节能 噪音很小 风很柔和 安全节能 噪音很小,"艾美特(Airmate)  升降转页扇/电风扇 电扇机械控制,10501934867, ,6.5kg,FBW09T2,2小时以下,三档调节,正常风,5片,1级,机械式,转页扇",转页扇,艾美特(Airmate)  升降转页扇/电风扇 电扇机械控制
先科 （SAST) FD-209五片落地扇/电风扇/电扇 清凉机械黑色,信诚华商专营店,10260624486,,,1200,92,1100,60,30,先科（SAST）,安装方便 风扇不错 风力很大 底座很稳 颜色漂亮 使用方便 质量不错 造型美观 噪音很小 安全节能 底座很稳 安全节能 远程遥控 质量不错 风扇不错 使用方便 风扇不错 安全节能 广角送风 遥控方便 造型美观 风扇不错 风力很大,"先科 （SAST) FD-209五片落地扇/电风扇/电扇 清凉机械黑色,10260624486, ,6.3kg,2小时以下,三档调节,正常风,5片,2级,机械式,落地扇",落地扇,先科 （SAST) FD-209五片落地扇/电风扇/电扇 清凉机械黑色
,万通君喜全球购专营店,1980279626,,,60,100,60,0,0,None,风扇不错 安装方便 风很柔和 噪音很小 底座很稳 质量不错 风扇不错 安装方便 风很柔和 风扇不错 质量不错 噪音很小,"BALMUDA巴慕达 EGF-1380 1560 1580 GreenFan自然风电风扇 EGF-1380-国行白灰色,1980279626, ,6.46kg,2-8小时,四档调节,正常风,7片及以上,1级,遥控式,落地扇",落地扇,BALMUDA巴慕达 EGF-1380 1560 1580 GreenFan自然风电风扇 EGF-1380-国行白灰色
艾美特(Airmate) FT67UR 塔扇/喷雾加湿塔扇 白色,艾美特官方旗舰店,13016333540,,,2,100,2,0,0,艾美特,,"艾美特(Airmate) FT67UR 塔扇/喷雾加湿塔扇 白色,13016333540, ,7.96kg,中国大陆,FT67UR,8小时以上,三档调节,正常风、自然风、睡眠风,无叶,无,遥控式,塔扇",塔扇,艾美特(Airmate) FT67UR 塔扇/喷雾加湿塔扇 白色
天骏小天使（TIJUMP）隐形风扇灯吊扇灯风扇吊灯吊灯扇带灯吊扇起飞扇隐形扇时尚LED吊灯SF60-8Y1L-06,天骏小天使官方旗舰店,4593950,,,30,95,30,2,0,天骏小天使,远程遥控 还可以 品牌好 睡眠风不错 电机好 造型美观 使用方便 质量不错 风扇不错 远程遥控 安全节能 质量不错 风扇不错 远程遥控 安全节能 质量不错 风扇不错 远程遥控 安全节能,"天骏小天使SF60-8Y1L-06,4593950,10.0kg,中国大陆,三档调节,正常风,7片及以上,无,遥控式,吊扇",吊扇,天骏小天使SF60-8Y1L-06
艾美特(Airmate)台立扇 黄色:SW59R-B 遥控 静音节能,台企名品馆—家电专营店,13680027061,,,7,100,7,0,0,艾美特,,"艾美特(Airmate)台立扇 黄色:SW59R-B 遥控 静音节能,13680027061, ,5.05kg,2-8小时,三档调节,正常风,5片,1级,遥控式,落地扇",落地扇,艾美特(Airmate)台立扇 黄色:SW59R-B 遥控 静音节能
康佳（KONKA）电风扇/家用壁扇/壁挂摇头/墙壁扇/学生宿舍 KF-40WY03遥控款,泽林电器专营店,10511210386,,,100,94,100,8,4,康佳（KONKA）,造型美观 远程遥控 遥控方便 风很柔和 风力很大 扇网坚固 颜色漂亮 安装方便 质量不错 颜色漂亮 安装方便 造型美观 质量不错,"康佳（KONKA）电风扇/家用壁扇/壁挂摇头/墙壁扇/学生宿舍 KF-40WY03遥控款,10511210386, ,3.74kg,无定时,三档调节,正常风,5片,2级,机械式,壁扇",壁扇,康佳（KONKA）电风扇/家用壁扇/壁挂摇头/墙壁扇/学生宿舍 KF-40WY03遥控款
澳柯玛电风扇落地扇家用FS-40ND06(Y)宿舍办公遥控电扇定时学生风扇,澳柯玛小家电旗舰店,11225101830,,,40,89,40,1,4,澳柯玛（AUCMA）,遥控方便 安装方便 风力很大 造型美观 睡眠风不错 底座很稳 颜色漂亮 广角送风 风很柔和 风扇不错 遥控方便 安装方便 风很柔和 广角送风 颜色漂亮,"澳柯玛电风扇落地扇家用FS-40ND06(Y)宿舍办公遥控电扇定时学生风扇,11225101830, ,6.2kg,8小时以上,三档调节,正常风,5片,2级,遥控式,落地扇",落地扇,澳柯玛电风扇落地扇家用FS-40ND06(Y)宿舍办公遥控电扇定时学生风扇
格力（GREE）KYS-3001B-WG 遥控式转页扇/电风扇 格力白,格力乾越专卖店,13282119261,,,3,100,3,0,0,格力（GREE）,,"格力（GREE）KYS-3001B-WG 遥控式转页扇/电风扇 格力白,13282119261, ,5.1kg,中国大陆,KYS-3001B-WG,2-8小时,三档调节,正常风、自然风、睡眠风,5片,1级,遥控式,转页扇，台扇",转页扇，台扇,格力（GREE）KYS-3001B-WG 遥控式转页扇/电风扇 格力白
日本IRIS/爱丽思遥控定时塔扇家用摇头电风扇办公室落地扇无叶风扇IDF-01C 白色,爱丽思幸辉国际专卖店,12556849874,,,20,100,20,0,0,IRIS,底座很稳 远程遥控 造型美观 遥控方便 风扇不错 适合宝宝 噪音很小,"日本IRIS/爱丽思遥控定时塔扇家用摇头电风扇办公室落地扇无叶风扇IDF-01C 白色,12556849874, ,7.5kg,2-8小时,三档调节,正常风、自然风、睡眠风,无叶,无,遥控式,落地扇，塔扇",落地扇，塔扇,日本IRIS/爱丽思遥控定时塔扇家用摇头电风扇办公室落地扇无叶风扇IDF-01C 白色
中联客餐厅专用900mm27寸吊扇家用卧室餐厅可用大风扇吸顶风 单品加3米延长线,中联生活电器旗舰店,11791767078,,,600,94,500,10,10,中联（ZOLEE）,风扇不错 安装方便 使用方便 噪音很小 广角送风 质量不错 风很柔和 睡眠风不错 适合宝宝 风力很大,"中联客餐厅专用900mm27寸吊扇家用卧室餐厅可用大风扇吸顶风 单品加3米延长线,11791767078, ,1.2kg,中国大陆,ZL-DIAOSHAN,8小时以上,四档调节,正常风、自然风,3片,无,机械式,吊扇",吊扇,中联客餐厅专用900mm27寸吊扇家用卧室餐厅可用大风扇吸顶风 单品加3米延长线
佳星（JASUN）JF02 电风扇 电源插头夹扇 台夹两用扇 台立扇 学生扇 迷你扇 床头扇,佳星京东自营旗舰店,1100206,,,4700,89,4200,300,200,佳星（JASUN）,还可以吧 使用方便 风扇不错 安装方便 噪音很小 风很柔和 质量不错 风力很大 扇网坚固 安全节能,"佳星JF02,1100206,1.12kg,中国大陆,JX-JF02,二档调节,正常风、自然风、睡眠风,3片,1级,机械式,台扇，风扇伴侣",台扇，风扇伴侣,佳星JF02
中联FG10-28迷你微风扇电风扇小风扇小电扇小吊扇静音家用学生宿舍床头蚊帐 绿色,网赢电器专营店,1482372207,,,2400,91,2200,100,90,中联（ZOLEE）,噪音很小 安装方便 使用方便 声音小 风很柔和 质量不错 风扇不错 睡眠风不错 电机好 风力很大 质量不错 噪音很小 睡眠风不错 安全节能 使用方便,"中联FG10-28迷你微风扇电风扇小风扇小电扇小吊扇静音家用学生宿舍床头蚊帐 绿色,1482372207, ,0.8kg,FG10-28,无定时,二档调节,正常风,5片,无,机械式,转页扇，吊扇，风扇伴侣，欧式仿古扇",转页扇，吊扇，风扇伴侣，欧式仿古扇,中联FG10-28迷你微风扇电风扇小风扇小电扇小吊扇静音家用学生宿舍床头蚊帐 绿色
远东FD-45 360度旋转吸顶扇 18寸楼顶扇 吊扇 节能静音宿舍吊顶电风扇 FD-45-F5白色,远东电器旗舰店,10592438512,,,50,95,50,1,2,远东,质量不错 风力很大 安装方便 底座很稳 使用方便 噪音很小 风扇不错 电机好 安全节能 质量不错 底座很稳 质量不错 风力很大 使用方便,"远东FD-45 360度旋转吸顶扇 18寸楼顶扇 吊扇 节能静音宿舍吊顶电风扇 FD-45-F5白色,10592438512, ,7.0kg,无定时,三档调节,正常风,3片,3级,机械式,吊扇",吊扇,远东FD-45 360度旋转吸顶扇 18寸楼顶扇 吊扇 节能静音宿舍吊顶电风扇 FD-45-F5白色
格力（GREE）WKY-30X60Bh5 家用新品电风扇时尚高档风扇节能静音遥控雾化扇,格力小家电专营店,13066121289,,,2,100,2,0,0,格力（GREE）,造型美观 颜色漂亮 底座很稳,"格力（GREE）WKY-30X60Bh5 家用新品电风扇时尚高档风扇节能静音遥控雾化扇,13066121289, ,8.5kg,中国大陆,WKY-30X60Bh5,2-8小时,四档调节,正常风、自然风、睡眠风,5片,无,遥控式,落地扇，转页扇，空气循环扇",落地扇，转页扇，空气循环扇,格力（GREE）WKY-30X60Bh5 家用新品电风扇时尚高档风扇节能静音遥控雾化扇
华生（Wahson）FT40-1206台扇 电风扇/落地扇 16寸台扇FT40-1206,今旺腾腾专营店,10906414330,,,100,96,100,2,5,华生（Wahson）,安装方便 底座很稳 噪音很小 造型美观 风力很大 风扇不错 风很柔和 扇网坚固 质量不错 遥控方便 底座很稳 使用方便 噪音很小 造型美观 风力很大 质量不错 风力很大,"华生（Wahson）FT40-1206台扇 电风扇/落地扇 16寸台扇FT40-1206,10906414330, ,3.8kg,2小时以下,三档调节,正常风,5片,2级,机械式,台扇",台扇,华生（Wahson）FT40-1206台扇 电风扇/落地扇 16寸台扇FT40-1206
格力（GREE）FB-4001B-WG家用静音遥控挂壁电风扇 办公室工程宿舍商城,格力清力专卖店,11777491692,,,20,92,20,1,1,格力（GREE）,安全节能 造型美观 广角送风 造型美观,"格力（GREE）FB-4001B-WG家用静音遥控挂壁电风扇 办公室工程宿舍商城,11777491692, ,5.44kg,中国大陆,FB-4001B-WG,无定时,三档调节,正常风,3片,1级,遥控式,壁扇",壁扇,格力（GREE）FB-4001B-WG家用静音遥控挂壁电风扇 办公室工程宿舍商城
居优乐MB-06 USB电风扇支架风扇 小风扇 风扇 迷你风扇 小电扇  usb风扇 黑色.+1.5米usb延长线,品桂专营店,11811440927,,,5300,91,4800,200,200,居优乐,风扇不错 安装方便 质量不错 使用方便 噪音很小 扇网坚固 风力很大 底座很稳 造型美观 安全节能,"居优乐MB-06 USB电风扇支架风扇 小风扇 风扇 迷你风扇 小电扇  usb风扇 黑色.+1.5米usb延长线,11811440927, ,0.7kg,无定时,无极变速,正常风,4片,1级,机械式,USB风扇",USB风扇,居优乐MB-06 USB电风扇支架风扇 小风扇 风扇 迷你风扇 小电扇  usb风扇 黑色.+1.5米usb延长线
华宝 FS45傲风/遥控 落地扇/工业扇 家用扇 牛角扇 18寸商用落地风扇450MM,顺德乐信电器专营店,1166192459,,,40,94,40,2,1,华宝,还可以吧 使用方便 遥控方便 风扇不错 风力很大 底座很稳 质量不错 安装方便 扇网坚固 安装方便 遥控方便 风扇不错,"华宝 FS45傲风/遥控 落地扇/工业扇 家用扇 牛角扇 18寸商用落地风扇450MM,1166192459, ,7.5kg,FS45,8小时以上,三档调节,正常风、自然风、睡眠风,3片,3级,遥控式,落地扇",落地扇,华宝 FS45傲风/遥控 落地扇/工业扇 家用扇 牛角扇 18寸商用落地风扇450MM
StadlerForm斯泰得乐Q扇瑞士家电不锈钢精制电风扇三挡可调快速大风量家用办公个性,机创专营店,10160836620,,,8,87,7,1,0,斯泰得乐（Stadler Form）,,"StadlerForm斯泰得乐Q扇瑞士家电不锈钢精制电风扇三挡可调快速大风量家用办公个性,10160836620, ,6.0kg,无定时,三档调节,正常风,3片,1级,机械式,台扇",台扇,StadlerForm斯泰得乐Q扇瑞士家电不锈钢精制电风扇三挡可调快速大风量家用办公个性
格力(GREE)落地扇遥控电风扇家用五叶大风FD-4025Bh5-WG 白,格力威铭专卖店,10172915843,,,500,94,500,10,10,格力（GREE）,风扇不错 质量不错 噪音很小 风力很大 安装方便 遥控方便 底座很稳 造型美观 使用方便 风很柔和 噪音很小 质量不错 遥控方便 风力很大 造型美观 颜色漂亮 底座很稳 噪音很小 安装方便 使用方便 风扇不错 造型美观 安装方便 颜色漂亮 电机好 使用方便 电机好 造型美观 底座很稳 安全节能 安全节能 使用方便,"格力(GREE)落地扇遥控电风扇家用五叶大风FD-4025Bh5-WG 白,10172915843, ,7.55kg,FD-4025Bh5-WG,2-8小时,三档调节,正常风,5片,2级,遥控式,落地扇",落地扇,格力(GREE)落地扇遥控电风扇家用五叶大风FD-4025Bh5-WG 白
格力（GREE）变频直流电风扇/七叶遥控可充电落地扇/台地扇FSZ-3008Bbg7-WG,格力TOSOT旗舰店,1685324238,,,50,88,40,3,3,格力（GREE）,使用方便 风很柔和 底座很稳 造型美观 风扇不错 远程遥控 安装方便 噪音很小 安全节能 遥控方便 造型美观 风扇不错 电机好 使用方便 风很柔和,"格力（GREE）变频直流电风扇/七叶遥控可充电落地扇/台地扇FSZ-3008Bbg7-WG,1685324238, ,7.51kg,FSZ-3008Bbg7-WG,2-8小时,无极变速,正常风、自然风、睡眠风,7片及以上,1级,遥控式,落地扇",落地扇,格力（GREE）变频直流电风扇/七叶遥控可充电落地扇/台地扇FSZ-3008Bbg7-WG
格力(GREE)FD-4042Bg7-WG智能电风扇遥控落地扇7叶家用静音 白色,格力清力专卖店,11777868671,,,20,95,10,0,1,格力（GREE）,不错的宝贝 物有所值 电机好 遥控方便 造型美观 颜色漂亮 颜色漂亮 风很柔和 颜色漂亮 底座很稳 遥控方便,"格力(GREE)FD-4042Bg7-WG智能电风扇遥控落地扇7叶家用静音 白色,11777868671, ,10.89kg,中国大陆,FD-4042BG7-WG,2-8小时,四档调节,正常风,7片及以上,1级,遥控式,落地扇",落地扇,格力(GREE)FD-4042Bg7-WG智能电风扇遥控落地扇7叶家用静音 白色
艾美特(Airmate)电风扇塔扇FT41R 无叶风扇大厦风扇 静音 遥控家用香熏盒 白色,台企名品馆—家电专营店,13669904102,,,10,100,10,0,0,艾美特,噪音很小 噪音很小,"艾美特(Airmate)电风扇塔扇FT41R 无叶风扇大厦风扇 静音 遥控家用香熏盒 白色,13669904102, ,5.1kg,2-8小时,三档调节,正常风、自然风、睡眠风,无叶,无,遥控式,塔扇",塔扇,艾美特(Airmate)电风扇塔扇FT41R 无叶风扇大厦风扇 静音 遥控家用香熏盒 白色
