PreferentialPrice,FBnumber,PoorCount,p_Name,shop_name,ProductID,price,type,GoodCount,GoodRateShow,keyword,GeneralCount,CommentCount
8200,台扇,8500,97,5片,80,319,艾美特(Airmate) SW56T2 五叶台立扇/电风扇,噪音很小 风扇不错 安装方便 质量不错 风很柔和 使用方便 声音小 电机好 底座很稳 睡眠风不错 噪音很小 安装方便 风很柔和,200,189,152561,艾美特生活电器旗舰店
18000,落地扇,19000,94,5片,300,269,先锋（Singfun）遥控电风扇/落地扇DD1219,还可以吧 遥控方便 风扇不错 一般 质量不错 安装方便 风力很大 使用方便 噪音很小 远程遥控 安全节能 噪音很小 风力很大 远程遥控 使用方便,700,159,838041,先锋两季品旗舰店
3500,吊扇,3800,93,3片,100,599,奥克斯 (AUX) FD-140 电风扇/1400mm吊扇,风扇不错 质量不错 风力很大 安装方便 噪音很小 风很柔和 电机好 使用方便 造型美观 扇网坚固 颜色漂亮 质量不错 造型美观 使用方便 广角送风 安装方便 底座很稳 风扇不错,100,159,1415061,奥克斯电风扇旗舰店
500,塔扇,600,97,无叶,9,359,美的（Midea）FZ10-15BRW 塔扇无叶风扇/智能风扇/遥控电风扇 静音立式风扇,质量不错 使用方便 造型美观 遥控方便 风力很大 风扇不错 安全节能 噪音很小 安装方便 风很柔和,10,329,11166367999,美的绿灯侠专卖店
2500,落地扇,2600,96,5片,40,299,格力(GREE)电风扇落地扇家用静音定时5叶大风量FD-4027h5-WG 白色,噪音很小 造型美观 风很柔和 风力很大 安装方便 风扇不错 使用方便 底座很稳 质量不错 安全节能,60,159,10194646155,格力威铭专卖店
9400,台扇,9600,97,3片,50,399,艾美特(Airmate) FDW09T2 台扇/电风扇,噪音很小 质量不错 风扇不错 安装方便 风很柔和 使用方便 声音小 风力很大 底座很稳 电机好,100,159,1365498,艾美特生活电器旗舰店
1000,落地扇,1000,96,5片,10,799,艾美特(Airmate) FS40105QR 五叶遥控驱蚊扇/落地扇/电风扇,底座很稳 质量不错 风很柔和 风力很大 遥控方便 噪音很小 安装方便 造型美观 安全节能 使用方便 远程遥控 安全节能 遥控方便,20,399,4533800,艾美特生活电器旗舰店
900,落地扇,1000,98,5片,10,399,美的（Midea）电风扇 落地 智能变频 遥控风扇 静音落地扇 FS40-17JRW 白色,风很柔和 造型美观 安装方便 风扇不错 噪音很小 遥控方便 质量不错 底座很稳 远程遥控 使用方便 底座很稳 睡眠风不错 造型美观 安装方便 经济实惠 质量不错 遥控方便 风很柔和 造型美观,10,329,11653229698,美的小家电官方旗舰店
1000,壁扇,1100,96,5片,20,329,美的（Media）FW40-11AR 电风扇/五叶遥控壁扇,风扇不错 遥控方便 声音小 风力很大 质量不错 造型美观 噪音很小 使用方便 安装方便 颜色漂亮 颜色漂亮,20,239,1408768,美的两季品旗舰店
1100,落地扇,1100,97,7片及以上,20,499,格力（GREE)电风扇/直流变频遥控落地扇/7叶电扇 FDZ-40X65Bg7 粉蓝色,安装方便 使用方便 噪音很小 质量不错 风很柔和 电机好 风扇不错 遥控方便 颜色漂亮 安全节能 广角送风 安装方便 遥控方便,10,339,11043379708,格力TOSOT旗舰店
13000,台扇，壁扇，空气循环扇，USB风扇，风扇伴侣,13000,95,4片,200,99,奥克斯（AUX）FO-18A7 电风扇/7寸USB风扇/台扇/夹扇/床头小风扇,风扇不错 使用方便 质量不错 噪音很小 风很柔和 底座很稳 风力很大 造型美观 安装方便 颜色漂亮,300,59,2501425,奥克斯电风扇旗舰店
170000,落地扇,180000,96,5片,2400,299,艾美特(Airmate) FSW65R-5 五叶遥控落地扇/电风扇,还可以吧 安装方便 遥控方便 风扇不错 质量不错 风力很大 使用方便 噪音很小 远程遥控 风很柔和 风力很大 风很柔和 底座很稳 使用方便 安全节能 风力很大 质量不错 使用方便 造型美观 安装方便 底座很稳 颜色漂亮 睡眠风不错,5600,239,829765,艾美特生活电器旗舰店
1300,落地扇,1400,97,5片,8,239,格力（GREE）FD-4009-WG 五叶机械落地扇/电风扇,风扇不错 噪音很小 质量不错 安装方便 风力很大 风很柔和 电机好 底座很稳 使用方便 造型美观,20,169,4483860,格力生活电器旗舰店
1300,落地扇,1300,97,3片,10,239,格力（GREE）FD-4033-WG 三叶机械落地扇/电风扇,质量不错 风扇不错 安装方便 风力很大 造型美观 噪音很小 使用方便 底座很稳 安全节能 风很柔和,20,159,4483854,格力生活电器旗舰店
700,台扇,700,97,7片及以上,10,299,美的（Midea）FTS30-17A 家用升降转页扇/台地扇/电风扇,风扇不错 噪音很小 质量不错 造型美观 风很柔和 安装方便 扇网坚固 底座很稳 风力很大 颜色漂亮 风很柔和 安装方便,10,258,4424976,美的两季品旗舰店
41000,落地扇，空气循环扇,43000,94,5片,600,399,奥克斯（AUX）FS-40-A1626RC 电风扇/酷黑五扇叶遥控落地扇,遥控方便 风扇不错 风力很大 安装方便 质量不错 使用方便 还可以吧 远程遥控 底座很稳 造型美观,1500,149,1058012,奥克斯电风扇旗舰店
1700,落地扇,1800,96,5片,30,498,【京仓直送】先锋（Singfun）可定时落地立式冷风扇厨房卧室遥控静音大风力电风扇落地扇 DD1312遥控5叶,风力很大 质量不错 风扇不错 噪音很小 安装方便 使用方便 遥控方便 造型美观 底座很稳 扇网坚固,40,159,10225600578,先锋生活电器旗舰店
400,转页扇,400,96,5片,9,289,美的（Midea）KYS30-10CR 遥控转页落地扇 升降定时静音家用风扇,风扇不错 造型美观 质量不错 风很柔和 噪音很小 底座很稳 安装方便 遥控方便 使用方便 安全节能,8,269,11166548108,美的绿灯侠专卖店
2000,落地扇,2100,95,5片,50,318,格力（GREE）FD-4025Bah5-WG电风扇大风量/家用五叶遥控定时落地,遥控方便 风扇不错 质量不错 造型美观 使用方便 安装方便 风力很大 风很柔和 颜色漂亮 噪音很小 质量不错 安装方便 颜色漂亮 噪音很小 遥控方便,40,218,10203314990,格力TOSOT旗舰店
100,落地扇,100,97,7片及以上,2,1199,格力（GREE）FSZ-3008Bbg7-WG  直流变频台地扇/七叶遥控落地扇/电风扇,造型美观 风扇不错 电机好 质量不错 风很柔和 噪音很小 遥控方便 安全节能 安装方便 颜色漂亮 风扇不错 远程遥控 睡眠风不错 扇网坚固 安全节能 质量不错 遥控方便 电机好 风很柔和 安装方便 风扇不错 使用方便 远程遥控 安全节能 睡眠风不错 安装方便 电机好 风很柔和 使用方便 电机好 造型美观 风很柔和,3,879,4621800,格力生活电器旗舰店
11000,吊扇，风扇伴侣,11000,95,6片,200,89,奥克斯（AUX）FC-16A1 电风扇/六叶小吊扇/蚊帐扇/宿舍吊扇,噪音很小 安装方便 风扇不错 风很柔和 使用方便 质量不错 安全节能 风力很大 睡眠风不错 造型美观,300,49,2501326,奥克斯电风扇旗舰店
3300,落地扇,3400,96,3片,60,398,格力（GREE）FDE-40 家用客厅省电静音机械式落地扇 节能定时立式办公宿舍床头电风扇,质量不错 风扇不错 噪音很小 风力很大 使用方便 安装方便 颜色漂亮 风很柔和 造型美观 底座很稳,60,159,10138054173,格力明达丰专卖店
3000,落地扇,3100,95,5片,90,699,格力(GREE)电风扇落地遥控家用静音五叶电扇FD-4008Ba-WG 红白,噪音很小 质量不错 造型美观 风扇不错 遥控方便 安装方便 颜色漂亮 使用方便 风很柔和 风力很大 扇网坚固 造型美观 风扇不错 使用方便 底座很稳,70,279,10213332011,格力威铭专卖店
1400,吊扇,1600,91,3片,70,1490,艾美特（AIRMATE）FZ5610【全新升级】1.4米56寸电风扇吊扇 大风量电扇工程扇 白色,风扇不错 风力很大 质量不错 安装方便 电机好 造型美观 使用方便 噪音很小 风很柔和 安全节能 造型美观 使用方便 质量不错 风扇不错 广角送风 质量不错 造型美观 电机好,60,149,10158057235,艾美特华安专卖店
100,塔扇,100,99,无叶,0,899,艾美特(Airmate) FTW57T2 塔扇/电风扇,质量不错 造型美观 底座很稳 风扇不错 噪音很小 安装方便 风很柔和 睡眠风不错 风力很大 广角送风,1,349,4155459,艾美特生活电器旗舰店
100,塔扇,100,94,无叶,4,5490,艾美特（AIRMATE）【到手价419】FT70R电风扇塔扇家用塔式无叶落地扇 静音拆洗,风很柔和 造型美观 遥控方便 噪音很小 使用方便 风扇不错 安装方便 睡眠风不错 扇网坚固 广角送风 风扇不错 睡眠风不错 噪音很小 遥控方便,4,499,11956390126,艾美特旗舰店
3200,台扇,3400,95,5片,60,168,格力(GREE)小风扇鸿运扇转页扇静音台式电风扇KYT-2501a 白蓝,噪音很小 风扇不错 质量不错 使用方便 风很柔和 风力很大 造型美观 颜色漂亮 底座很稳 安全节能 安全节能 风力很大 风扇不错 风很柔和 颜色漂亮,100,89,10147055621,格力威铭专卖店
3800,塔扇,4000,96,无叶,50,459,先锋（Singfun）遥控塔扇/电风扇/落地扇DTS-G1 ,安装方便 遥控方便 使用方便 造型美观 风很柔和 风扇不错 噪音很小 质量不错 风力很大 远程遥控 质量不错 遥控方便 安装方便 遥控方便 风扇不错,100,249,2559490,先锋两季品旗舰店
200,落地扇，转页扇,200,99,5片,1,699,先锋（Singfun）蒲扇/遥控电风扇/落地扇/升降转页扇DL1706婴童适用超柔风,风很柔和 噪音很小 造型美观 安全节能 适合宝宝 安装方便 睡眠风不错 风扇不错 质量不错 遥控方便 遥控方便 底座很稳 质量不错 电机好 安全节能 安装方便 风很柔和 安全节能 睡眠风不错 颜色漂亮 适合宝宝,2,599,4483856,先锋两季品旗舰店
300,落地扇，转页扇,300,96,5片,7,299,格力(GREE)KYS-30X60家用节能升降式落地转页扇 宿舍办公静音定时鸿运落地电风扇 GREE,质量不错 风很柔和 噪音很小 风扇不错 底座很稳 造型美观 颜色漂亮 风力很大 扇网坚固 电机好,9,178,11805608164,格力明达丰专卖店
2300,台扇,2400,96,5片,30,328,Gree/格力风扇 KYT-2501 学生电风扇家用转页扇灰色鸿运扇静音小台扇,噪音很小 质量不错 风很柔和 风扇不错 使用方便 睡眠风不错 造型美观 风力很大 电机好 底座很稳 风很柔和 质量不错 使用方便 电机好 质量不错 噪音很小 风力很大,50,129,1564365433,格力小家电专营店
7200,落地扇,7600,96,5片,100,299,先锋（Singfun）五叶遥控静音电风扇/落地扇DD1312,遥控方便 风扇不错 风力很大 安装方便 远程遥控 质量不错 使用方便 噪音很小 造型美观 风很柔和 使用方便 远程遥控 安装方便 遥控方便,200,179,1370596,先锋两季品旗舰店
1100,落地扇,1200,94,5片,30,699,艾美特(Airmate) FSA4095R-WJ 五叶智能落地扇/电风扇 京东微联APP控制,质量不错 安全节能 安装方便 风很柔和 电机好 风扇不错 噪音很小 使用方便 底座很稳 睡眠风不错,30,269,2501689,艾美特生活电器旗舰店
900,塔扇,1000,94,无叶,30,279,美的（Midea）塔扇 无叶风扇 静音柔风电风扇 落地扇 ,风扇不错 噪音很小 造型美观 使用方便 安装方便 风很柔和 风力很大 质量不错 广角送风 颜色漂亮 安装方便 风很柔和,30,239,10338373852,美的小家电官方旗舰店
500,台扇,500,95,5片,10,149,美的（Midea）KYT25-15AW 台式转页扇/电风扇/鸿运扇/台式学生宿舍家用,使用方便 风扇不错 噪音很小 质量不错 风力很大 造型美观 风很柔和 颜色漂亮 安全节能 底座很稳 造型美观 颜色漂亮 噪音很小,10,139,10949052636,美的绿灯侠专卖店
1100,台扇,1100,97,5片,10,320,格力（GREE)小电风扇12寸台扇转叶扇学生宿舍静音鸿运扇KYT-3001A,噪音很小 质量不错 使用方便 风很柔和 风扇不错 风力很大 声音小 底座很稳 睡眠风不错 电机好 造型美观 睡眠风不错 安全节能 质量不错 风力很大 使用方便 适合宝宝 质量不错 噪音很小 使用方便 造型美观 扇网坚固 颜色漂亮 风很柔和,20,149,1589259760,格力TOSOT旗舰店
300,落地扇,300,96,5片,9,299,【京仓直送】格力（GREE）立式电风扇机械落地扇立式家用落地扇静音摇头电扇五叶扇可定时 FD-4027h5-WG,风扇不错 风力很大 噪音很小 使用方便 安装方便 质量不错 安全节能 底座很稳 造型美观 风很柔和,9,189,11432400813,格力欧楠专卖店
400,落地扇，塔扇，台扇，工业扇，空气循环扇,400,97,3片,7,199, 格力（GREE）FD-4012-WG 机械式落地扇/电风扇 家用办公室静音电扇 台式,噪音很小 风力很大 使用方便 安全节能 扇网坚固 风扇不错 质量不错 风很柔和 造型美观 电机好,3,149,12282315855,格力伟宏专卖店
900,吊扇,1000,94,5片,30,500,艾美特(Airmate)电风扇金属叶五片静音吸顶扇1.4米吊扇 FZ5609楼顶扇,风扇不错 风力很大 质量不错 造型美观 噪音很小 电机好 安全节能 风很柔和 使用方便 底座很稳 风力很大 噪音很小,30,289,10073933741,艾美特子云专卖店
90,落地扇,90,97,7片及以上,1,498,格力（GREE）FS-3005Bg7-WG 平背台地扇/电风扇,遥控方便 造型美观 质量不错 风扇不错 底座很稳 噪音很小 风很柔和 电机好 安装方便 安全节能 电机好 遥控方便 噪音很小 安装方便 使用方便,2,338,4979782,格力生活电器旗舰店
100,塔扇,100,96,无叶,2,999,艾美特(Airmate) FT70R 静音塔扇/电风扇/遥控睡眠风扇 白色,安装方便 造型美观 风扇不错 广角送风 风很柔和 遥控方便 安全节能 风力很大 安装方便 广角送风,2,449,12415767096,艾美特专卖店
600,塔扇,700,89,无叶,20,899,艾美特(Airmate) FTA47R-WJ 智能塔扇/电风扇 京东微联APP控制,安装方便 造型美观 风扇不错 使用方便 风很柔和 遥控方便 远程遥控 质量不错 安全节能 颜色漂亮,50,329,2418840,艾美特生活电器旗舰店
1000,落地扇,1100,96,7片及以上,10,999,艾美特(Airmate) FSA4087RI-WJ 七叶智能落地扇/电风扇 京东微联APP控制,风扇不错 声音小 质量不错 安装方便 噪音很小 遥控方便 风力很大 风很柔和 远程遥控 底座很稳 远程遥控 风扇不错 风力很大 造型美观 电机好 质量不错 颜色漂亮 底座很稳 电机好 噪音很小 风力很大 风扇不错 噪音很小 风力很大 风很柔和 遥控方便 风扇不错,20,399,1454917,艾美特生活电器旗舰店
3000,转页扇,3100,97,5片,40,298,格力(GREE)KYT-2501A 家用床头静音台式转页扇 办公学生室宿舍电风扇鸿运扇,质量不错 噪音很小 风扇不错 使用方便 造型美观 风很柔和 风力很大 底座很稳 安全节能 颜色漂亮 质量不错 风扇不错 噪音很小 风很柔和,70,89,10162152537,格力明达丰专卖店
600,塔扇,600,93,无叶,20,1209,艾美特(Airmate) 塔扇FTW57R无叶电风扇 节能省电 遥控,造型美观 使用方便 遥控方便 质量不错 颜色漂亮 风力很大 风扇不错 风很柔和 底座很稳 安装方便 风很柔和 底座很稳 适合宝宝 质量不错 造型美观 造型美观 风很柔和 风扇不错 噪音很小 颜色漂亮,10,399,1536413477,艾美特子云专卖店
100,落地扇,100,95,7片及以上,1,1199,美的（Midea）FS40-17AR 高端九叶变频遥控落地扇/电风扇,风很柔和 颜色漂亮 噪音很小 质量不错 造型美观 安装方便 安全节能 睡眠风不错 远程遥控 风扇不错 质量不错 扇网坚固 使用方便 安全节能 噪音很小 安全节能 睡眠风不错 风力很大 风很柔和 噪音很小 睡眠风不错 适合宝宝 噪音很小 远程遥控 远程遥控 安装方便 造型美观 电机好 噪音很小,4,999,4424980,美的两季品旗舰店
5400,台扇,5800,94,3片,100,179,美的（Midea）FTW18-12L 台夹两用扇/电风扇,使用方便 质量不错 风扇不错 风力很大 底座很稳 安装方便 风很柔和 噪音很小 还可以吧 声音小 使用方便 电机好 造型美观 安全节能 颜色漂亮 扇网坚固 造型美观 颜色漂亮 风力很大 风扇不错 使用方便,200,128,857977,美的两季品旗舰店
9900,转页扇,10000,96,5片,100,199,先锋（Singfun）台式转页扇/电风扇DK3302,风扇不错 使用方便 质量不错 风力很大 风很柔和 颜色漂亮 噪音很小 造型美观 底座很稳 安全节能 底座很稳 质量不错 风很柔和 颜色漂亮 风力很大 底座很稳 风很柔和 使用方便 风力很大 风扇不错 质量不错,200,69,2593396,先锋两季品旗舰店
1100,壁扇,1100,96,5片,20,799,艾美特(Airmate)遥控壁扇 FW3521R电风扇家用节能14吋摇头壁挂5片叶,风扇不错 安装方便 质量不错 噪音很小 风力很大 使用方便 风很柔和 遥控方便 造型美观 远程遥控 质量不错 广角送风 扇网坚固 睡眠风不错 使用方便,20,239,1540230565,艾美特子云专卖店
200,落地扇，塔扇，转页扇，台扇，空气循环扇，风扇伴侣,200,100,无叶,0,499,美的（Midea）电风扇落地塔扇家用静音遥控定时扇摇头宿舍学生办公室大厦扇台式扇无叶风扇 遥控版,适合宝宝 底座很稳 造型美观 使用方便 颜色漂亮 噪音很小 安全节能 安装方便 电机好 远程遥控 风很柔和 睡眠风不错 适合宝宝 扇网坚固 广角送风 颜色漂亮 扇网坚固 遥控方便 安全节能 遥控方便 风很柔和 底座很稳 风力很大 造型美观,1,329,1988725641,跨境数码全球购旗舰店
100,落地扇，转页扇，台扇,100,96,5片,1,299,格力（GREE）电风扇KYSI-30D转页扇鸿运扇落地扇立式升降五叶定时静音风扇 KYSI-30D机械五叶扇,风很柔和 质量不错 风扇不错 风力很大 使用方便 安全节能 安装方便 底座很稳 噪音很小 扇网坚固 风很柔和,4,189,12678455507,格力欧楠专卖店
100,转页扇,100,94,5片,4,249,美的（Midea）KYS30-5A 台式风扇落地台扇 升降转页扇静音定时鸿运扇,风扇不错 质量不错 噪音很小 风很柔和 安装方便 造型美观 底座很稳 广角送风 颜色漂亮 睡眠风不错 风扇不错 噪音很小 造型美观 安装方便 风扇不错 广角送风,7,229,11281378401,美的绿灯侠专卖店
300,塔扇,300,94,无叶,9,1029,艾美特(Airmate)电风扇FTW56R 遥控塔扇无叶风扇 黑色,造型美观 质量不错 遥控方便 安装方便 风扇不错 使用方便 噪音很小 安全节能 风力很大 底座很稳 遥控方便 噪音很小 安全节能 造型美观 遥控方便 造型美观,9,349,1569293724,艾美特子云专卖店
1000,塔扇,1100,93,无叶,30,1099,艾美特(Airmate) FTA57R-WJ 智能塔扇/电风扇 京东微联APP控制,使用方便 遥控方便 质量不错 风扇不错 风力很大 造型美观 风很柔和 底座很稳 远程遥控 安全节能 造型美观 风扇不错 睡眠风不错 安装方便 电机好 风力很大 广角送风 风扇不错 质量不错 遥控方便 远程遥控,40,399,1540374,艾美特生活电器旗舰店
1300,落地扇,1400,94,3片,40,526,GREE/格力风扇 FD-4012-WG 家用静音电风扇定时节能落地扇,质量不错 风力很大 噪音很小 风扇不错 安装方便 造型美观 底座很稳 使用方便 颜色漂亮 电机好,30,169,1566209583,格力小家电专营店
700,落地扇,700,96,3片,10,189,格力电风扇落地扇家用FD-4012-WG宿舍办公电扇定时静音学生落地风扇,使用方便 安全节能 颜色漂亮 风力很大 噪音很小 扇网坚固 风很柔和 造型美观 底座很稳 睡眠风不错,10,149,11301837456,格力清力专卖店
400,壁扇,400,97,3片,5,239,格力（GREE）FB-4005-WG  壁扇/三叶扇/电风扇,使用方便 风扇不错 噪音很小 风力很大 安装方便 造型美观 质量不错 风很柔和 电机好 扇网坚固 安装方便 使用方便 颜色漂亮 电机好 风扇不错,8,179,4483858,格力生活电器旗舰店
2500,落地扇,2500,97,5片,20,399,格力（GREE）FD-4026Bg5-wg 遥控式落地扇/电风扇,质量不错 噪音很小 安装方便 遥控方便 造型美观 风很柔和 风扇不错 风力很大 底座很稳 使用方便 安装方便 噪音很小 造型美观 质量不错 安装方便 扇网坚固 电机好 风力很大 质量不错 造型美观 睡眠风不错 遥控方便 噪音很小 风很柔和 扇网坚固 风扇不错,30,269,2599499,格力生活电器旗舰店
400,落地扇,400,97,3片,7,179,格力电风扇家用落地扇FD-4020-WG宿舍立式静音学生落地摇头风扇,安装方便 使用方便 造型美观 电机好 安全节能 扇网坚固 噪音很小 质量不错 底座很稳 颜色漂亮,10,129,11331588170,悦联专营店
200,落地扇,200,97,7片及以上,5,799,格力（GREE)电风扇 直流变频 遥控 落地扇 7风叶 FDZ-40X65Bg7 淡蓝色,质量不错 风很柔和 遥控方便 远程遥控 安装方便 使用方便 颜色漂亮 底座很稳 造型美观 噪音很小,2,369,11704349111,格力傲信专卖店
600,落地扇,700,94,5片,10,699,艾美特(Airmate) FSW62R 直流变频遥控落地扇/电风扇,声音小 还可以吧 一般 噪音很小 造型美观 风很柔和 质量不错 底座很稳 电机好 遥控方便 颜色漂亮 噪音很小 遥控方便 使用方便 底座很稳 噪音很小 电机好 风力很大 质量不错 颜色漂亮,30,549,1083231,艾美特生活电器旗舰店
40,落地扇,40,96,7片及以上,0,2099,艾美特(Airmate) FS4081SR 七叶遥控智能语音控制落地扇/电风扇/风扇,风力很大 噪音很小 使用方便 造型美观 颜色漂亮 电机好 安装方便 广角送风 风很柔和 底座很稳 适合宝宝 风很柔和 造型美观 噪音很小 使用方便 广角送风 风很柔和 造型美观 底座很稳 风很柔和 扇网坚固 颜色漂亮 造型美观 风力很大,2,999,5101708,艾美特生活电器旗舰店
200,落地扇,200,89,5片,10,2190,艾美特(Airmate)【到手价199】五叶遥控落地扇/电风扇FS4092R-WA,风扇不错 遥控方便 安装方便 风很柔和 使用方便 风力很大 噪音很小 质量不错 安全节能 扇网坚固,10,239,10502318585,艾美特旗舰店
400,落地扇,400,97,5片,5,318,格力（GREE）KYS-3001B-WG遥控电风扇家用静音五叶落地扇学生宿舍转叶扇,颜色漂亮 质量不错 造型美观 遥控方便 风很柔和 底座很稳 安全节能 远程遥控 风扇不错 使用方便 噪音很小 安装方便 风扇不错 安装方便 风扇不错,10,238,11778321390,格力清力专卖店
30,落地扇,30,94,7片及以上,0,2099,艾美特(Airmate) FS40101R 七叶遥控直流变频落地扇/电风扇,风扇不错 睡眠风不错 使用方便 噪音很小 质量不错 颜色漂亮 造型美观 适合宝宝 风很柔和 电机好 睡眠风不错 使用方便 噪音很小 质量不错 质量不错 安全节能 风扇不错,2,1199,4533792,艾美特生活电器旗舰店
90,落地扇,100,96,7片及以上,2,819,美的（Midea）FS40-17CR 九叶变频遥控落地扇/电风扇,风很柔和 底座很稳 遥控方便 噪音很小 造型美观 质量不错 安全节能 使用方便 远程遥控 风扇不错 风力很大 适合宝宝 遥控方便 安全节能 风很柔和 底座很稳 睡眠风不错 适合宝宝 噪音很小 扇网坚固 质量不错 使用方便 底座很稳 风很柔和 电机好,2,799,3871795,美的两季品旗舰店
300,落地扇,400,94,5片,7,499,先锋（Singfun）DD3302 五叶直流变频落地扇/电风扇 ,声音小 噪音很小 安装方便 风很柔和 质量不错 电机好 使用方便 风扇不错 颜色漂亮 安全节能 噪音很小 安全节能 电机好,10,329,1397829,先锋两季品旗舰店
40,落地扇，转页扇，台扇，空气循环扇,50,96,5片,0,1099,格力（GREE）电风扇/雾化加湿风扇/遥控落地扇/家用喷雾扇 WKY-30X60Bh5 白浅蓝,使用方便 风扇不错 造型美观 遥控方便 噪音很小 颜色漂亮 适合宝宝 安装方便 噪音很小 风扇不错 颜色漂亮 适合宝宝 造型美观 造型美观 遥控方便,2,899,12480321642,格力TOSOT旗舰店
3600,壁扇,3700,97,4片,30,369,奥克斯（AUX）FW-40-C1601RC 电风扇/四扇叶遥控壁扇,遥控方便 安装方便 风扇不错 使用方便 质量不错 风力很大 噪音很小 远程遥控 安全节能 造型美观 遥控方便,80,149,1058013,奥克斯电风扇旗舰店
100,落地扇，空气循环扇,100,90,5片,6,1399,奥克斯（AUX) FS-40-A1649RC 电风扇/喷雾加湿风扇/冷风扇/遥控落地扇/雾化扇 白色,质量不错 风很柔和 底座很稳 造型美观 安全节能 扇网坚固 遥控方便 噪音很小 安装方便 声音小,10,599,1415062,奥克斯电风扇旗舰店
200,落地扇，工业扇，空气循环扇,300,97,4片,4,899,奥克斯（AUX）FS-75 电风扇/工业扇/落地扇/商务扇,风力很大 质量不错 风扇不错 底座很稳 扇网坚固 使用方便 噪音很小 安装方便 电机好 颜色漂亮 安装方便 底座很稳 风扇不错,5,379,2418608,奥克斯电风扇旗舰店
400,塔扇,500,94,无叶,10,369,美的（Midea）塔扇 静音遥控电扇 落地扇 FZ10-15BRW ,造型美观 安装方便 遥控方便 风很柔和 使用方便 质量不错 风扇不错 远程遥控 底座很稳 广角送风 广角送风 底座很稳 遥控方便 风很柔和 质量不错 风扇不错 底座很稳 安装方便 安装方便 风扇不错 造型美观 噪音很小 安全节能 风力很大 风扇不错 质量不错 风力很大 使用方便,20,359,10423671988,美的小家电官方旗舰店
400,落地扇,400,92,5片,20,2190,艾美特（AIRMATE）【到手价199】FS4092R-WA 家用五叶遥控落地扇/电风 黑色,风扇不错 安装方便 风很柔和 风力很大 使用方便 噪音很小 质量不错 远程遥控 造型美观 扇网坚固 安全节能 噪音很小 风扇不错 风力很大 造型美观 底座很稳 风扇不错 使用方便 噪音很小 颜色漂亮,10,249,10158203830,艾美特华安专卖店
100,落地扇，台扇，工业扇,100,98,5片,3,299,格力（GREE）FD-4025Bah5-WG 五叶遥控落地扇 电风扇 家用静音大风量 ,噪音很小 风扇不错 使用方便 遥控方便 质量不错 颜色漂亮 底座很稳 风很柔和 广角送风 安装方便,0,218,12266727905,格力伟宏专卖店
700,落地扇，工业扇，空气循环扇,700,97,5片,10,699,奥克斯( AUX)  FS-45A 电风扇/18寸工业落地扇,风力很大 风扇不错 质量不错 安装方便 颜色漂亮 使用方便 噪音很小 底座很稳 电机好 扇网坚固 质量不错 风力很大,8,199,1412489,奥克斯电风扇旗舰店
100,落地扇,100,89,5片,8,2290,艾美特(Airmate)【到手价219】电风扇家用落地扇FS4092R-WB立式台扇,安装方便 颜色漂亮 质量不错 造型美观 扇网坚固 遥控方便 安全节能 风扇不错 底座很稳 远程遥控,7,269,10681468361,艾美特旗舰店
800,转页扇，台扇,800,94,5片,20,199,格力（GREE)电风扇家用 KYT-2501 台扇 转页扇 定时 倾倒断电,噪音很小 风很柔和 使用方便 质量不错 风扇不错 电机好 风力很大 睡眠风不错 底座很稳 安装方便 质量不错 噪音很小 广角送风 风力很大 电机好 风扇不错 噪音很小 使用方便 造型美观 电机好 噪音很小 质量不错 噪音很小 使用方便 底座很稳 质量不错,30,129,10130163662,格力傲信专卖店
400,落地扇,400,93,3片,10,299,格力（GREE) FD-4012a-WG电风扇家用落地扇办公室静音三叶定时电扇 白色,风扇不错 安装方便 噪音很小 风力很大 使用方便 底座很稳 颜色漂亮 扇网坚固 质量不错 风很柔和 风力很大 风扇不错 造型美观 电机好 底座很稳,20,169,10162122072,格力TOSOT旗舰店
10,塔扇,10,100,无叶,0,2099,艾美特(Airmate) FT67UR 遥控水雾塔扇/电风扇,噪音很小 质量不错 造型美观 适合宝宝 颜色漂亮 风很柔和 电机好 底座很稳 安全节能 遥控方便 造型美观 噪音很小 风很柔和 遥控方便 电机好 质量不错 安全节能 电机好 噪音很小 风很柔和 颜色漂亮 适合宝宝 底座很稳 造型美观 颜色漂亮 质量不错 噪音很小 适合宝宝 睡眠风不错,0,999,4533776,艾美特生活电器旗舰店
100,转页扇,100,99,5片,0,699,美的（Midea）KYS30-10CR 家用电风扇升降定时静音转页扇 落地扇 带遥控,扇网坚固 风很柔和 安装方便 使用方便 噪音很小 风扇不错 遥控方便 颜色漂亮 广角送风 造型美观 广角送风 风很柔和 底座很稳,1,269,12490169736,美的护理旗舰店
100,落地扇,100,99,5片,0,369,美的电风扇FS40-17JRW家用立式变频遥控落地扇超静音摇头台式电扇,底座很稳 扇网坚固 风力很大 造型美观 适合宝宝 噪音很小 风很柔和 电机好 颜色漂亮 广角送风 噪音很小 安装方便 遥控方便 风扇不错,2,329,11893777868,美的环境电器旗舰店
100,塔扇,100,93,无叶,7,319,美的（Midea）FZ10-17DW 塔扇无叶风扇/家用电风扇/静音立式风扇 白色,安全节能 质量不错 睡眠风不错 适合宝宝 风很柔和 风力很大 风扇不错 遥控方便 颜色漂亮 安装方便,1,269,11524626939,美的环境电器旗舰店
