GoodRateShow,FBnumber,keyword,GeneralCount,PreferentialPrice,ProductID,p_Name,type,PoorCount,GoodCount,CommentCount,price,shop_name
1,400,1987583779,3片,USB风扇，风扇伴侣,4,噪音很小 风很柔和 广角送风 造型美观 安全节能 电机好 底座很稳 质量不错 使用方便 风扇不错 风力很大 安全节能 底座很稳 使用方便 扇网坚固 底座很稳 电机好 睡眠风不错 风很柔和 风力很大 电机好 安装方便 扇网坚固 风力很大 睡眠风不错,99,400,299.00,跨境数码全球购旗舰店,NUTK 手持小风扇 USB可充电风扇 学生迷你便携办公室家用 电脑桌面台式移动静音小风扇 绿色,199.00
5,100,12266665899,无叶,塔扇,6,风扇不错 风很柔和 质量不错 噪音很小 造型美观 底座很稳 安全节能 广角送风 颜色漂亮 安装方便 安装方便 风很柔和 噪音很小 电机好 造型美观,93,100,599.00,TCL新云尚专卖店,TCL塔扇/电风扇/落地扇 静音摇头立式风扇 机械款,189.00
30,3700,1058013,4片,壁扇,80,遥控方便 安装方便 风扇不错 使用方便 质量不错 风力很大 噪音很小 远程遥控 安全节能 造型美观 遥控方便,97,3600,369.00,奥克斯电风扇旗舰店,奥克斯（AUX）FW-40-C1601RC 电风扇/四扇叶遥控壁扇,149.00
100,6500,608060,5片,落地扇，转页扇,600,还可以吧 遥控方便 安装方便 远程遥控 声音小 风扇不错 使用方便 质量不错 风很柔和 风力很大,88,5700,258.00,华生旗舰店,华生（Wahson）KYT30-1201SY 电风扇/遥控升降转页扇/风扇,129.00
7,400,4899822,5片,转页扇,10,质量不错 安全节能 风力很大 风扇不错 颜色漂亮 扇网坚固 电机好 噪音很小 广角送风 风很柔和 风力很大 造型美观 噪音很小 睡眠风不错,95,400,139.00,荣事达（Royalstar）两季品旗舰店,荣事达（Royalstar）电风扇/台式转页扇/定时台扇/五风叶学生床头换气鸿运风扇JD15Z,59.00
6,100,1415062,5片,落地扇，空气循环扇,10,质量不错 风很柔和 底座很稳 造型美观 安全节能 扇网坚固 遥控方便 噪音很小 安装方便 声音小,90,100,1399.00,奥克斯电风扇旗舰店,奥克斯（AUX) FS-40-A1649RC 电风扇/喷雾加湿风扇/冷风扇/遥控落地扇/雾化扇 白色,599.00
4,300,2418608,4片,落地扇，工业扇，空气循环扇,5,风力很大 质量不错 风扇不错 底座很稳 扇网坚固 使用方便 噪音很小 安装方便 电机好 颜色漂亮 安装方便 底座很稳 风扇不错,97,200,899.00,奥克斯电风扇旗舰店,奥克斯（AUX）FS-75 电风扇/工业扇/落地扇/商务扇,379.00
3,300,10175593020,5片,落地扇，空气循环扇,8,安装方便 使用方便 风力很大 风扇不错 底座很稳 电机好 造型美观 扇网坚固 风很柔和 颜色漂亮 电机好 风力很大 使用方便,96,300,699.00,灿坤旗舰店,【下单立减30！】灿坤（eupa)空气循环电风扇 落地扇家用办公室TSK-F8103,448.00
10,500,10423671988,无叶,塔扇,20,造型美观 安装方便 遥控方便 风很柔和 使用方便 质量不错 风扇不错 远程遥控 底座很稳 广角送风 广角送风 底座很稳 遥控方便 风很柔和 质量不错 风扇不错 底座很稳 安装方便 安装方便 风扇不错 造型美观 噪音很小 安全节能 风力很大 风扇不错 质量不错 风力很大 使用方便,94,400,369.00,美的小家电官方旗舰店,美的（Midea）塔扇 静音遥控电扇 落地扇 FZ10-15BRW ,359.00
20,400,10158203830,5片,落地扇,10,风扇不错 安装方便 风很柔和 风力很大 使用方便 噪音很小 质量不错 远程遥控 造型美观 扇网坚固 安全节能 噪音很小 风扇不错 风力很大 造型美观 底座很稳 风扇不错 使用方便 噪音很小 颜色漂亮,92,400,2190.00,艾美特华安专卖店,艾美特（AIRMATE）【到手价199】FS4092R-WA 家用五叶遥控落地扇/电风 黑色,249.00
6,300,1595907,3片,工业扇,10,质量不错 风力很大 底座很稳 风扇不错 扇网坚固 安装方便 电机好 使用方便 安全节能 颜色漂亮 360°摇头 远程遥控 底座很稳 质量不错 颜色漂亮,95,300,358.00,长城官方旗舰店,长城（CHANGCHENG）FL-65 电风扇 工业扇工厂车间厂房落地扇,299.00
0,20,12094748620,7片及以上,落地扇，空气循环扇,0,风很柔和 扇网坚固 风扇不错 风力很大 质量不错 造型美观 噪音很小 安全节能 电机好 适合宝宝 扇网坚固 风扇不错 安全节能 风很柔和 使用方便,100,20,2999.00,莱克(LEXY)旗舰店,莱克新品 魔力风智能空气循环调节扇F501 电风扇落地家用摇头立式静音 ,2499.00
30,1900,2525481,5片,台扇,50,风扇不错 风力很大 安装方便 风很柔和 质量不错 使用方便 噪音很小 造型美观 底座很稳 颜色漂亮 使用方便 造型美观 颜色漂亮 底座很稳 噪音很小 广角送风 噪音很小 睡眠风不错 风扇不错 安装方便 风力很大 扇网坚固,95,1800,159.00,澳柯玛两季品旗舰店,澳柯玛（AUCMA）FT-30N612 5叶AS扇叶台扇/电风扇,98.00
3,100,12266727905,5片,落地扇，台扇，工业扇,0,噪音很小 风扇不错 使用方便 遥控方便 质量不错 颜色漂亮 底座很稳 风很柔和 广角送风 安装方便,98,100,299.00,格力伟宏专卖店,格力（GREE）FD-4025Bah5-WG 五叶遥控落地扇 电风扇 家用静音大风量 ,218.00
0,40,1982773103,无叶,落地扇,0,质量不错 造型美观 风很柔和 使用方便 颜色漂亮 风扇不错 安全节能 扇网坚固 风力很大 适合宝宝 风力很大 造型美观 质量不错 颜色漂亮 睡眠风不错 适合宝宝 电机好 使用方便 风扇不错 质量不错 质量不错 颜色漂亮 质量不错 造型美观 使用方便 风很柔和 质量不错 使用方便 质量不错 质量不错 风很柔和,100,40,4190.00,骏扬国际海外专营店,戴森（Dyson）AM09无叶风扇取暖器电暖气电风扇 冷暖两用 黑色,3180.00
10,700,1412489,5片,落地扇，工业扇，空气循环扇,8,风力很大 风扇不错 质量不错 安装方便 颜色漂亮 使用方便 噪音很小 底座很稳 电机好 扇网坚固 质量不错 风力很大,97,700,699.00,奥克斯电风扇旗舰店,奥克斯( AUX)  FS-45A 电风扇/18寸工业落地扇,199.00
2,700,2392329,5片,落地扇，台扇,10,质量不错 噪音很小 风很柔和 风扇不错 安装方便 遥控方便 造型美观 电机好 睡眠风不错 使用方便 造型美观 质量不错 风力很大 睡眠风不错 噪音很小 扇网坚固 底座很稳 扇网坚固 安全节能 安装方便 遥控方便 底座很稳,98,700,659.00,MORITA旗舰店,森田（MORITA） SZ-AR30H 5叶智能遥控电风扇/落地扇/台立扇,399.00
8,100,10681468361,5片,落地扇,7,安装方便 颜色漂亮 质量不错 造型美观 扇网坚固 遥控方便 安全节能 风扇不错 底座很稳 远程遥控,89,100,2290.00,艾美特旗舰店,艾美特(Airmate)【到手价219】电风扇家用落地扇FS4092R-WB立式台扇,269.00
20,800,10130163662,5片,转页扇，台扇,30,噪音很小 风很柔和 使用方便 质量不错 风扇不错 电机好 风力很大 睡眠风不错 底座很稳 安装方便 质量不错 噪音很小 广角送风 风力很大 电机好 风扇不错 噪音很小 使用方便 造型美观 电机好 噪音很小 质量不错 噪音很小 使用方便 底座很稳 质量不错,94,800,199.00,格力傲信专卖店,格力（GREE)电风扇家用 KYT-2501 台扇 转页扇 定时 倾倒断电,129.00
10,400,10162122072,3片,落地扇,20,风扇不错 安装方便 噪音很小 风力很大 使用方便 底座很稳 颜色漂亮 扇网坚固 质量不错 风很柔和 风力很大 风扇不错 造型美观 电机好 底座很稳,93,400,299.00,格力TOSOT旗舰店,格力（GREE) FD-4012a-WG电风扇家用落地扇办公室静音三叶定时电扇 白色,169.00
2,100,1959717473,7片及以上,落地扇,2,质量不错 使用方便 安装方便 风扇不错 风力很大 底座很稳 颜色漂亮 造型美观 安全节能 风很柔和 安装方便 扇网坚固 造型美观 颜色漂亮 底座很稳 颜色漂亮 噪音很小 风扇不错 质量不错 睡眠风不错 风力很大 造型美观 使用方便 安全节能 电机好 噪音很小 质量不错 安装方便 风力很大 质量不错,98,100,4599.00,通汇国际全球购生活电器专营店,kamomefan 电风扇 落地静音台式 智能家用遥控摇头落地扇 302D 白色款,1588.00
0,10,4533776,无叶,塔扇,0,噪音很小 质量不错 造型美观 适合宝宝 颜色漂亮 风很柔和 电机好 底座很稳 安全节能 遥控方便 造型美观 噪音很小 风很柔和 遥控方便 电机好 质量不错 安全节能 电机好 噪音很小 风很柔和 颜色漂亮 适合宝宝 底座很稳 造型美观 颜色漂亮 质量不错 噪音很小 适合宝宝 睡眠风不错,100,10,2099.00,艾美特生活电器旗舰店,艾美特(Airmate) FT67UR 遥控水雾塔扇/电风扇,999.00
4,400,10392478829,3片,台扇，空气循环扇,7,质量不错 造型美观 使用方便 噪音很小 风扇不错 扇网坚固 电机好 睡眠风不错 安全节能 风很柔和,97,400,488.00,爱丽思幸辉国际专卖店,【京东配送】日本IRIS/爱丽思空气循环扇电风扇家用台式对流扇静音摇头台扇PCF-M15C 白色,248.00
4,100,10254910887,7片及以上,落地扇,4,远程遥控 噪音很小 风很柔和 睡眠风不错 底座很稳 安全节能 质量不错 安装方便 颜色漂亮 适合宝宝,94,100,648.00,格力TOSOT旗舰店,大松（TOSOT）电风扇/7叶遥控直流变频落地扇/静音风扇FSZ-3008Bg7,498.00
0,100,12490169736,5片,转页扇,2,扇网坚固 风很柔和 安装方便 使用方便 噪音很小 风扇不错 遥控方便 颜色漂亮 广角送风 造型美观 广角送风 风很柔和 底座很稳,98,100,699.00,美的护理旗舰店,美的（Midea）KYS30-10CR 家用电风扇升降定时静音转页扇 落地扇 带遥控,269.00
0,100,11893777868,5片,落地扇,2,底座很稳 扇网坚固 造型美观 风很柔和 噪音很小 风力很大 适合宝宝 广角送风 电机好 颜色漂亮 噪音很小 安装方便 遥控方便 风扇不错,99,100,369.00,美的环境电器旗舰店,美的电风扇FS40-17JRW家用立式变频遥控落地扇超静音摇头台式电扇,329.00
90,2800,11781356481,5片,落地扇,100,风力很大 质量不错 风很柔和 安装方便 噪音很小 使用方便 颜色漂亮 造型美观 扇网坚固 底座很稳,93,2600,139.00,凯迪电器官方旗舰店,凯迪 电风扇家用落地扇静音办公室宿舍电扇摇头定时立式风扇非遥控风扇 A21黑色定时,89.00
0,30,11968421258,7片及以上,落地扇,0,使用方便 质量不错 电机好 遥控方便 噪音很小 风扇不错 风力很大 底座很稳 睡眠风不错 安全节能 电机好 风力很大 噪音很小 使用方便 广角送风,100,30,899.00,小米弘祥信盛专卖店,小米（MI）电风扇 智米落地扇智能遥控直流变频自然风静音落地扇 小米电风扇-白色,799.00
1,200,1988711942,无叶,落地扇，塔扇,1,风扇不错 使用方便 电机好 风力很大 颜色漂亮 风很柔和 底座很稳 睡眠风不错 扇网坚固 遥控方便 扇网坚固 睡眠风不错,100,200,599.00,跨境数码全球购旗舰店,TCL电风扇家用静音塔扇遥控定时落地扇摇头宿舍大厦扇台式扇无叶风扇 机械版,199.00
7,100,11524626939,无叶,塔扇,1,安全节能 质量不错 睡眠风不错 适合宝宝 风很柔和 风力很大 风扇不错 遥控方便 颜色漂亮 安装方便,93,100,319.00,美的环境电器旗舰店,美的（Midea）FZ10-17DW 塔扇无叶风扇/家用电风扇/静音立式风扇 白色,269.00
5,200,12880202279,5片,落地扇,7,风力很大 风扇不错 安全节能 底座很稳 安装方便 造型美观 质量不错 广角送风 扇网坚固 颜色漂亮 风力很大,95,200,169.00,日彩旗舰店,日彩（RICAI）FS-40-AR1603家用床头定时落地扇 节能立式办公室静音电风扇 黑色,79.00
6,200,11317342671,7片及以上,塔扇,10,风扇不错 遥控方便 造型美观 远程遥控,91,200,698.00,艾美特子云专卖店,艾美特(Airmate)电风扇塔扇 FT47R-W 无叶风扇大厦风扇 静音 遥控家用香熏盒 黑色,269.00
60,3400,2495918,5片,壁扇,80,安装方便 质量不错 风扇不错 风力很大 使用方便 安全节能 噪音很小 风很柔和 电机好 广角送风,96,3200,299.00,康佳两季品旗舰店,康佳（KONKA）壁扇/电风扇/ 机械式壁扇/不带遥控KF-40W03,99.00
0,100,4899806,5片,台扇,4,风扇不错 使用方便 颜色漂亮 安全节能 广角送风 造型美观 安装方便 电机好 底座很稳 噪音很小,97,100,199.00,荣事达（Royalstar）两季品旗舰店,荣事达（Royalstar）台式五风叶电风扇/台扇JD26T,99.00
30,800,11374377414,3片,台扇,30,风扇不错 使用方便 造型美观 安全节能 安装方便 颜色漂亮 质量不错 风很柔和 噪音很小 风力很大,92,700,99.00,凌耀生活电器旗舰店,凌耀（LINGYAO）LY-031大白卡通台式小电风扇办公室台扇学生宿舍迷你节能风扇转页扇,38.00
2,100,12395337004,5片,落地扇，空气循环扇,5,安装方便 远程遥控 底座很稳 遥控方便 安全节能 质量不错 广角送风 风扇不错 使用方便 颜色漂亮,96,100,299.00,奥克斯旗舰店,奥克斯(AUX) 遥控静音五叶升降落地扇/电风扇/风扇FS-40-1640RC,145.00
20,1100,1536539063,5片,转页扇,30,噪音很小 风很柔和 风扇不错 质量不错 使用方便 颜色漂亮 底座很稳 声音小 风力很大 安全节能 噪音很小 风扇不错 安装方便 360°摇头 扇网坚固 噪音很小 质量不错 风力很大 安全节能 风扇不错 安装方便 质量不错 噪音很小 造型美观 底座很稳 质量不错 风很柔和 噪音很小 质量不错,95,1100,459.00,艾美特子云专卖店,艾美特(Airmate) 台式转页扇FBW32T2L 定时12吋 金属后网,149.00
4,100,12396200647,无叶,塔扇,9,质量不错 噪音很小 广角送风 风很柔和 造型美观 颜色漂亮 电机好 遥控方便 适合宝宝 安装方便 风很柔和 广角送风 使用方便 质量不错 噪音很小 造型美观,93,100,699.00,TCL丁丁专卖店,TCL塔扇/电风扇/落地扇/摇头立式定时静音无叶遥控大夏扇 白色遥控款,239.00
1,30,1972691092,无叶,落地扇,1,,94,30,7999.00,海淘商全球购专营店,戴森Dyson 家用无叶冷暖风扇AM05/AM09  加湿净化AM10 静音 AM09-白色 冷暖两用,2988.00
30,1900,838037,5片,落地扇,90,还可以吧 风扇不错 安装方便 风力很大 使用方便 质量不错 底座很稳 声音小 颜色漂亮 造型美观,93,1800,259.00,先锋两季品旗舰店,先锋（Singfun）电风扇/落地扇DD1221,129.00
10,1000,10226879113,3片,落地扇，台扇，工业扇,10,风力很大 风扇不错 使用方便 质量不错 电机好 广角送风 安装方便 扇网坚固 噪音很小 安全节能 安装方便 使用方便 安全节能 造型美观 底座很稳 电机好 风力很大 风扇不错,96,900,269.00,先创旗舰店,【京东配送】先创BL-P大工业风扇/电风扇台式/趴地扇/落地扇/台扇/台地扇 【20寸工业商用】【转速1320】【风量7200】,249.00
60,5400,2501328,3片,转页扇，台扇，空气循环扇，风扇伴侣,100,风扇不错 质量不错 风力很大 使用方便 造型美观 风很柔和 颜色漂亮 噪音很小 安全节能 底座很稳 风扇不错 风力很大 质量不错 造型美观 风力很大,96,5200,139.00,奥克斯电风扇旗舰店,奥克斯（AUX）FO-18A6 电风扇/台扇/转页扇/办公鸿运扇/床头扇,59.00
70,4200,2501316,4片,台扇，壁扇，空气循环扇，USB风扇,100,风扇不错 使用方便 噪音很小 质量不错 风很柔和 安全节能 颜色漂亮 底座很稳 风力很大 造型美观 广角送风 质量不错 风很柔和 造型美观,94,4000,99.00,TCL电风扇旗舰店,TCL FO-18T2 电风扇/7寸USB风扇/台扇/夹扇/床头小风扇,59.00
20,1400,1443863,6片,转页扇,50,风扇不错 质量不错 使用方便 遥控方便 安装方便 噪音很小 造型美观 风很柔和 风力很大 远程遥控,94,1400,299.00,澳柯玛两季品旗舰店,澳柯玛（AUCMA）KYT-30ND03(Y) 遥控升降式转页扇/电风扇,169.00
5,100,4674874,无叶,塔扇,10,使用方便 安装方便 噪音很小 造型美观 风很柔和 颜色漂亮 安全节能 电机好 风扇不错 广角送风,92,100,299.00,卡帝亚两季品旗舰店,卡帝亚（Kadeer） FT-TS45A塔扇/电风扇,159.00
1,60,11274497954,无叶,塔扇,2,风很柔和 造型美观 使用方便 风很柔和 造型美观 使用方便,95,50,799.00,美的绿灯侠专卖店,美的（Midea）AD120-S遥控智能冷风扇冷暖两用家用节能静音 冷风机,759.00
3,300,4813074,4片,台扇,10,噪音很小 安全节能 风力很大 质量不错 造型美观 使用方便 安装方便 颜色漂亮 风扇不错 风很柔和 遥控方便 扇网坚固,96,300,169.00,美菱自营两季旗舰店,美菱（MeiLing）FT-30A(3） 电风扇四叶台式转页扇,109.00
20,800,1547642818,3片,吊扇,40,风扇不错 质量不错 安装方便 噪音很小 使用方便 风力很大 风很柔和 电机好 扇网坚固 底座很稳 广角送风 遥控方便 风力很大 使用方便 睡眠风不错 质量不错 造型美观 安装方便 底座很稳 遥控方便 质量不错,92,800,229.00,艾美特子云专卖店,艾美特(Airmate)电风扇 1.2米吊扇纯铜电机  吸顶扇48吋家用楼顶扇,149.00
1,100,11793940755,4片,落地扇,2,适合宝宝 遥控方便 使用方便 风扇不错 造型美观 扇网坚固 电机好 质量不错 风力很大 安装方便,97,100,899.00,莱帕专营店,蝙蝠(bianfu)BV-1 电风扇/雾化加湿风扇/遥控落地扇/家用喷雾扇 玫瑰金,489.00
60,2500,2684361,7片及以上,USB风扇,90,风扇不错 噪音很小 造型美观 使用方便 质量不错 风很柔和 风力很大 颜色漂亮 底座很稳 安全节能 颜色漂亮 声音小,94,2300,169.00,北欧欧慕厨电旗舰店,瑞典北欧欧慕（nathome）NFS405 电风扇 USB桌面型小风扇 双排扇叶电风扇 迷你办公型电风扇 低噪音 白色,99.00
20,1100,10216036678,5片,落地扇,40,底座很稳 风力很大 安装方便 使用方便 风扇不错 安全节能 噪音很小 扇网坚固 质量不错 造型美观 使用方便,94,1100,399.00,先锋生活电器旗舰店,先锋（Singfun）机械落地立式电风扇落地扇电风扇大风量家用宿舍电风扇 DD1701机械5叶,109.00
30,1300,10382105914,3片,吊扇,40,风力很大 质量不错 风扇不错 噪音很小 使用方便 电机好 风很柔和 安装方便 安全节能 底座很稳 颜色漂亮 安装方便 质量不错 风扇不错,94,1200,269.00,远东电器旗舰店,【京东配送】远东FC-30电风扇1400mm吊扇 钢铁静音 56寸家用楼顶扇 1.4米白色吊扇,139.00
30,2100,10343440517,5片,落地扇,40,风扇不错 风力很大 质量不错 安装方便 造型美观 使用方便 噪音很小 风很柔和 底座很稳 颜色漂亮 安装方便 安装方便 风力很大 造型美观,97,2000,269.00,先科SAST专卖店,先科（SAST）电风扇落地扇升降静音落地风扇家用宿舍电扇 机械款219,99.00
100,2400,1547674827,3片,吊扇,90,质量不错 风扇不错 风力很大 安装方便 使用方便 电机好 噪音很小 风很柔和 造型美观 安全节能 使用方便 风力很大 质量不错 质量不错 质量不错 安装方便 质量不错 扇网坚固 使用方便,91,2200,229.00,艾美特子云专卖店,艾美特(Airmate)电风扇 吊扇 吸顶扇 纯铜电机1.4米56吋 家用楼顶扇,149.00
1,40,3918831,5片,转页扇,1,遥控方便 电机好 质量不错 远程遥控 睡眠风不错 使用方便 扇网坚固 造型美观 噪音很小 适合宝宝 风很柔和 远程遥控 电机好,96,40,2099.00,艾美特生活电器旗舰店,艾美特(Airmate) FB3060RI 遥控直流变频转页扇/电风扇,999.00
0,10,10285327635,无叶,落地扇,0,,100,10,3880.00,沃拿多旗舰店,美国进口VORNADO沃拿多涡流空气对流循环扇795C家用落地扇电风扇 浅灰色,3298.00
2,50,1959831939,无叶,落地扇,0,质量不错 远程遥控 噪音很小 颜色漂亮 质量不错 远程遥控 噪音很小 颜色漂亮 使用方便 电机好 噪音很小 远程遥控 风力很大 遥控方便 电机好 睡眠风不错 造型美观 安装方便 风扇不错 遥控方便 质量不错 风扇不错 风很柔和,96,50,6999.00,跨境网专营店,dyson戴森无叶风扇 家用空气净化器TP02/TP03 落地电风扇 台式塔扇 TP03银白（除甲醛/TP02升级版）,4599.00
100,8000,2417500,5片,转页扇，台扇,300,使用方便 风扇不错 质量不错 风力很大 造型美观 风很柔和 安全节能 颜色漂亮 噪音很小 安装方便 风扇不错 风力很大 质量不错 噪音很小 造型美观 广角送风 颜色漂亮 风力很大,94,7600,89.00,韩国现代（HYUNDAI)两季品旗舰店,HYUNDAI 现代电风扇/台式转页扇/换气扇KYT25-A1,59.00
4,200,12109625802,5片,转页扇，台扇,5,风很柔和 噪音很小 使用方便 风扇不错 造型美观 质量不错 安全节能 遥控方便 适合宝宝 风力很大 风扇不错 扇网坚固 电机好 远程遥控 底座很稳,96,200,129.00,格力鼎格专卖店,格力（GREE）KYT-2501灰色家用床头静音小台扇台式转页扇 迷你办公室学生宿舍电风扇,109.00
8,1100,1985115382,6片,吊扇,5,电机好 远程遥控 底座很稳 安全节能 风很柔和 扇网坚固 使用方便 噪音很小 遥控方便 风力很大 电机好 安装方便 适合宝宝 扇网坚固 广角送风 电机好 遥控方便 风力很大 质量不错 安装方便 使用方便 远程遥控 适合宝宝,99,1100,199.00,瑪斯沃科3C全球购专营店,TCL小吊扇家用迷你微风扇学生床上静音宿舍床头蚊帐电风扇吊扇 标准款,59.00
500,23000,1058054,5片,落地扇，空气循环扇,1100,还可以吧 遥控方便 安装方便 风扇不错 风力很大 使用方便 质量不错 远程遥控 底座很稳 风很柔和,93,21000,399.00,TCL电风扇旗舰店,TCL FS-40-AT1630RC 电风扇/炫彩五扇叶遥控落地扇,149.00
2,200,1646363693,3片,台扇，空气循环扇,2,风扇不错 风很柔和 风力很大 质量不错 使用方便 造型美观 睡眠风不错 底座很稳 噪音很小 颜色漂亮 广角送风 噪音很小 底座很稳 睡眠风不错 颜色漂亮 造型美观 风力很大 质量不错 噪音很小 风扇不错 底座很稳 风力很大 质量不错 风扇不错 造型美观 睡眠风不错 电机好 质量不错 广角送风 风很柔和,98,200,769.00,爱丽思幸辉国际专卖店,【京东配送】日本IRIS/爱丽思空气循环扇电风扇家用台式摇头对流扇台扇CFA-187C白色,199.00
0,10,12515453827,6片,台扇,0,噪音很小 质量不错 安全节能 电机好 广角送风 睡眠风不错 风很柔和 遥控方便 扇网坚固 风力很大 噪音很小 安全节能 遥控方便 扇网坚固 睡眠风不错 电机好,100,10,1599.00,莱克(LEXY)旗舰店,莱克新品 电风扇 魔力风智能空气调节扇F301 家用台式电风扇,1299.00
10,600,10382099690,5片,吊扇，欧式仿古扇,10,风扇不错 风力很大 造型美观 质量不错 噪音很小 广角送风 安装方便 使用方便 电机好 扇网坚固 风扇不错 风力很大 造型美观 质量不错 电机好,95,600,568.00,远东电器旗舰店,【京东配送】远东电风扇FC-30B 五叶吊扇 钢铁静音1400mm 56寸 家用楼顶扇 五叶白色吊扇,229.00
1,100,11521084349,无叶,空气循环扇,2,颜色漂亮 风力很大 安装方便 质量不错 使用方便 风很柔和 遥控方便 安全节能 噪音很小 广角送风,98,100,1999.00,信一暖臣专卖店,信一FT-50B10R韩国电风扇台扇静音家用台式大风力无叶风扇净化空气对流循环扇,698.00
2,100,11606347829,7片及以上,落地扇,2,质量不错 使用方便 安装方便 底座很稳 睡眠风不错 扇网坚固 质量不错 安装方便 颜色漂亮 造型美观 质量不错 使用方便 造型美观 质量不错 使用方便 质量不错 使用方便 安装方便 颜色漂亮 使用方便 颜色漂亮 造型美观 使用方便,98,100,458.00,格力清力专卖店,格力（GREE）FS-3005BG7-WG落地扇电风扇家用七叶电扇定时立式静音学生 遥控,338.00
2,100,12050214119,5片,转页扇,1,使用方便 风很柔和 广角送风 噪音很小 底座很稳 质量不错 遥控方便 电机好 安全节能 风力很大,98,100,159.00,美的绿灯侠专卖店,美的（Midea）电风扇转页扇KYT30-15AW宿舍台式鸿运扇家用台扇12寸电扇包邮,159.00
100,7600,2390878,5片,落地扇,200,遥控方便 风力很大 风扇不错 安装方便 质量不错 使用方便 底座很稳 安全节能 风很柔和 噪音很小 颜色漂亮 噪音很小 底座很稳 质量不错 风力很大 风力很大 造型美观,94,7200,299.00,赛亿两季品旗舰店,赛亿(Shinee)五叶遥控电风扇/落地扇/升降家用静音电风扇FS40-17A,129.00
2,100,10322959765,3片,工业扇,3,风扇不错 风力很大 使用方便 噪音很小 扇网坚固 广角送风 安装方便 颜色漂亮 电机好 安全节能 使用方便 风扇不错 质量不错 使用方便 电机好 安装方便 广角送风 噪音很小 风扇不错 颜色漂亮 造型美观 风力很大,95,100,2560.00,信德电器专营店,机灵(JILING)L12 喷雾风扇/商用电风扇 水雾工业户外落地扇/水冷降温大风扇 20寸大风力,1280.00
70,4100,1487820,6片,落地扇，转页扇,100,安装方便 风扇不错 质量不错 使用方便 噪音很小 风很柔和 声音小 造型美观 风力很大 安全节能 风很柔和 远程遥控 噪音很小 底座很稳 噪音很小 风很柔和,94,3900,199.00,康佳两季品旗舰店,康佳（KONKA）电风扇/落地电风扇/升降式转页扇KF-35ZL33 ,139.00
0,100,4155341,无叶,塔扇,5,安装方便 安全节能 底座很稳 使用方便 造型美观 风扇不错 风力很大 广角送风 睡眠风不错 遥控方便 造型美观 安装方便 风扇不错 电机好 安全节能 安全节能 遥控方便 风力很大 睡眠风不错 安装方便 质量不错 遥控方便 广角送风 安装方便 睡眠风不错 噪音很小 安装方便 风力很大 广角送风,96,100,699.00,北欧欧慕厨电旗舰店,北欧欧慕（nathome）遥控塔扇静音电风扇 NFS150R 白色,399.00
3,800,3978705,3片,落地扇,3,风扇不错 风力很大 安装方便 使用方便 颜色漂亮 噪音很小 造型美观 风很柔和 电机好 质量不错 安装方便 广角送风 风力很大 电机好 遥控方便 安装方便 颜色漂亮 睡眠风不错 扇网坚固 电机好 风很柔和 睡眠风不错 安全节能 广角送风 质量不错 风力很大 风扇不错 颜色漂亮 质量不错 噪音很小 造型美观 颜色漂亮 安全节能 风很柔和 安装方便 适合宝宝,100,800,199.00,先锋两季品旗舰店,先锋（Singfun）大风量电风扇/落地扇DD1101,169.00
8,400,1547621219,3片,壁扇,7,质量不错 风力很大 风扇不错 电机好 造型美观 安装方便 安全节能 使用方便 广角送风 底座很稳 风力很大 底座很稳 风扇不错 遥控方便 服务至上 底座很稳 造型美观 安装方便 风力很大 风扇不错 风力很大 安装方便 底座很稳 安全节能,96,400,699.00,艾美特子云专卖店,艾美特(Airmate)电风扇FW4517A 壁扇 牛角扇 墙壁扇   摇头 18吋,249.00
2,60,10987429714,7片及以上,落地扇,0,安装方便 风很柔和 风扇不错 质量不错 噪音很小 底座很稳 扇网坚固 风力很大 安全节能 颜色漂亮 风扇不错 遥控方便 颜色漂亮 底座很稳,97,60,468.00,格力大松聚星圆专卖店,格力（GREE）FS-3005Bg7-WG 7七叶电风扇办公室家用遥控落地扇静音电扇,299.00
10,800,11488524002,3片,转页扇，台扇，空气循环扇，风扇伴侣,10,风扇不错 造型美观 使用方便 噪音很小 安全节能 质量不错 风力很大 风很柔和 安装方便 颜色漂亮,96,800,609.00,百格专营店,【今日必抢】日本IRIS爱丽思电风扇家用风扇空气循环扇风扇办公室电扇迷你小电扇台式台扇 天蓝色,149.00
10,400,10267868964,3片,工业扇，壁扇，吊扇,20,安装方便 风扇不错 电机好 质量不错 风力很大 使用方便 颜色漂亮 噪音很小 造型美观 广角送风 安装方便 底座很稳 电机好 安全节能 睡眠风不错,92,400,179.00,金雷电器专营店,骆驼（CAMEL）140电风扇1400mm吊扇 吸顶扇1.4米56寸 家用楼顶扇工业扇,129.00
3,300,3939659,7片及以上,台扇,10,质量不错 使用方便 风扇不错 颜色漂亮 风力很大 风很柔和 扇网坚固 安装方便 造型美观 广角送风 质量不错 颜色漂亮 风扇不错 底座很稳 扇网坚固,96,300,199.00,华生旗舰店,华生（Wahson）FT35-A510 电风扇 /台扇 /风扇,109.00
3,200,11383946515,3片,落地扇,7,底座很稳 风很柔和 风力很大 噪音很小 使用方便 造型美观 风扇不错 广角送风 扇网坚固 安装方便 大品牌,97,200,398.00,瀚龙专营店,黑狗(HEIGOO)电风扇 遥控落地扇静音/家用水冷喷雾加湿风扇HL-FS-401,398.00
